call,gota_call,club_name,section,transmitters,class,power_source,final_score,total_qsos,total_cw_qsos,total_digital_qsos,total_phone_qsos,power_multiplier,bonus_points,number_of_participants
W7AEP,NA,Linn Cty ARES,OR,8,8A,G,1210,155,0,0,155,2,9,15
W7AIA,K7JAO,Clark Cty ARC,WWA,4,4A,G,3660,985,38,32,915,2,15.5,130
W7AU,NA,NA,OR,3,3A,G,2236,378,255,60,63,2,8.5,25
W7AUX,NA,Shoreline ACS,WWA,4,4A,G,1884,298,71,48,179,2,10.5,14
W7AVM,K6ZY,Island Cty ARC,WWA,4,4A,G,1922,233,24,9,200,2,13.9,38
W7AZ,W7VPA,Tri-City ARC,EWA,3,3AC,C,902,148,13,0,135,2,5.8,35
W7B,NA,Manhattan Project NHP Team,EWA,3,3A,G,998,24,0,0,24,2,9.5,5
W7BAR,NA,Basin ARC,UT,3,3A,G,1676,NA,0,0,263,2,11.5,40
W7BBO,NA,NA,WWA,1,1B1B,B,390,38,0,0,38,5,2,1
W7BD,NA,NA,OR,1,1B1C,C,294,11,11,0,0,2,2.5,1
W7BI,WA7VC,Issaquah ARC,WWA,3,3F,C,1000,186,39,0,147,2,5.5,18
W7BVT,NA,City of Beaverton EOC ARES station,OR,2,2F,B,2874,494,314,54,126,2,11.5,8
W7C,NA,Jelm Mountain  FD,WY,1,1A,G,4182,908,908,0,0,2,5.5,3
W7CGA,NA,NA,NM,1,1C,G,634,96,96,0,0,2,2.5,1
W7CH,NA,NA,WWA,1,1B2,G,476,163,0,0,163,2,1.5,2
W7DG,N7DQ,Lower Columbia ARA,WWA,3,3A,G,1466,371,185,2,184,2,3.5,12
W7DK,NA,Radio Club of Tacoma,WWA,4,4A,G,4712,1226,594,61,571,2,9.5,80
W7DRC,NA,Dixie ARC,UT,2,2A,G,1398,217,87,0,130,2,7.9,8
W7ECA,AE7OC,Great Falls Area ARC,MT,2,2F,G,2430,473,160,57,256,2,10.5,24
W7EH,NA,Kachina ARC,AZ,5,5A,G,2124,429,205,53,171,2,7.5,12
W7EK,NA,Cascade RC,WWA,2,2AC,C,1466,337,56,15,266,2,6.5,23
W7EL,NA,NA,OR,1,1B2B,B,2320,207,207,0,0,5,2.5,2
W7FLO,W7L,Central Oregon Coast ARC,OR,3,3A,G,2856,488,73,112,303,2,15.1,43
W7FLY,NA,BEARONS,WWA,3,3A,G,4586,1025,843,0,182,2,8.5,12
W7FSL,NA,Freescale ARS,AZ,5,5A,G,3774,1045,515,2,528,2,6.5,12
W7FST,NA,Reno QRP Group,NV,3,3AB,B,2120,159,135,0,24,5,6.5,11
W7FTX,NA,NA,MT,5,5A,G,2216,270,163,0,107,2,13.5,15
W7FYV,NA,NA,ID,1,1D,C,82,21,0,20,1,2,0,1
W7FZY,NA,NA,WWA,1,1D,C,66,4,0,4,0,2,0.5,1
W7G,W7YAM,M ARC/YCARES,OR,3,3A,G,2040,339,182,24,133,2,9.5,38
W7GB,NA,NA,EWA,1,1E,B,1664,388,294,0,94,2,3,1
W7GDK,NA,NA,AZ,1,1B2B,B,260,11,0,11,0,5,1.5,2
W7GF,NA,NA,OR,1,1E,B,790,160,160,0,0,2,1.5,1
W7GRA,NA,Grande Ronde Radio Amateurs,OR,3,3A,G,1868,470,189,0,281,2,5.5,8
W7HBP,NA,NA,EWA,1,1A,G,198,24,0,0,24,2,1.5,4
W7IME,NA,Terrain Gain Gang,WWA,3,3AB,B,3950,379,201,100,78,5,5.5,3
W7IVM,NA,BridgerLand ARC,UT,5,5A,G,2282,488,60,68,360,2,10.5,60
W7JCR,KL7HI,Jefferson Cty ARC,WWA,2,2A,G,5906,1180,888,0,292,2,17.7,32
W7JQ,NA,Burley ARC,WWA,2,2A,B,1820,618,7,0,611,2,5.7,31
W7JWT,NA,NA,EWA,2,2E,G,1378,214,0,0,214,2,9.5,5
W7JZE,NA,NA,AZ,1,1E,B,292,21,0,0,21,2,2.5,1
W7KAM,NA,NA,MO,1,1D,C,252,101,0,0,101,2,0.5,1
W7KF,NA,NA,MT,1,1D,C,1744,872,872,0,0,1,0,1
W7KG,NA,NA,MT,1,1D,C,478,114,0,0,114,2,2.5,1
W7LT,NA,Portland ARC,OR,4,4AB,B,3210,312,140,0,172,5,9.5,42
W7MOT,NA,MARCA,AZ,2,2A,B,3486,843,253,72,518,2,11.5,12
W7OLY,NA,NA,WWA,1,1D,C,344,147,147,0,0,1,0.5,1
W7OQ,NA,NA,OR,1,1D,C,340,170,170,0,0,1,0,1
W7OTV,NA,Oregon Tualatin Valley ARC,OR,4,4A,G,5888,1487,601,81,805,2,15.5,121
W7PIG,W7SXM,Stanwood Camano ARC,WWA,2,2A,G,2786,592,0,166,426,2,12.7,68
W7POE,NA,Haugan's Heroes,MT,2,2A,G,2394,346,276,0,70,2,11.5,4
W7PRA,KE7ZKH,Peak Rad Assn,OR,6,6A,G,2606,499,114,115,270,2,11.5,12
W7PU,KF7FEA,ALL ARC,WWA,4,4A,O,3736,660,379,134,147,2,13.9,12
W7PX,NA,Hellgate  ARC,MT,2,2A,G,2598,681,343,0,338,2,5.5,10
W7Q,NA,NA,OR,4,4A,G,2648,569,138,42,389,2,11.5,13
W7RCH,W7RCH,Cottonwood Heights ARC,UT,1,1F,B,2448,399,144,1,254,2,13.6,9
W7RDR,NA,NA,WWA,1,1F,C,252,101,0,0,101,2,0.5,1
W7RT,NA,NA,AZ,1,1E,B,440,80,40,0,40,2,2,1
W7S,NA,Sandy ARC,UT,2,2A,B,566,43,0,15,28,2,4.5,50
W7SA,NA,Radio Soc of Tucson and Catalina RC,AZ,5,5A,G,5344,1276,771,0,505,2,12.5,62
W7SAA,NA,Salem ARC,OR,4,4A,G,1848,395,172,32,191,2,6.5,40
W7SAG,NA,NA,ID,1,1B1B,B,1180,103,103,0,0,5,1.5,1
W7SE,NA,NA,WY,1,1B2B,B,4630,458,458,0,0,5,0.5,2
W7SKY,NA,Sky Valley ARC,WWA,3,3A,G,1272,40,0,16,24,2,11.6,12
W7SLS,NA,NA,WWA,1,1D,C,94,27,7,10,10,1,0.5,1
W7SP,K7LO,Utah ARC,UT,3,3A,B,5422,1529,697,0,832,2,9.7,52
W7SU,NA,Ogden ARC,UT,2,2A,G,1472,310,101,0,209,2,6.5,16
W7SVD,NA,Sierra Vista Digital Club,AZ,1,1AB,B,1440,60,13,47,0,5,8.4,3
W7TA,NA,NA,NV,7,7A,G,3996,722,508,43,171,2,14.5,35
W7TAN,NA,NA,IL,1,1D,C,122,36,0,0,36,2,0.5,1
W7TD,NA,Apple City ARC,EWA,2,2A,G,818,132,0,2,130,2,5.5,29
W7TST,NA,W WA Contest Club,EWA,3,3AB,B,7120,772,357,145,270,5,7.5,4
W7UF,NA,Scottsdale ARC,AZ,3,3A,G,1376,232,31,0,201,2,8.5,15
W7V,NY7S,NA,AZ,2,2A,G,2424,589,298,0,291,2,6.5,58
W7VMI,NA,NA,WWA,2,2A,G,1246,181,57,0,124,2,7.7,26
W7VNE,NA,Anaconda ARC,MT,2,2AB,B,4390,396,348,0,48,5,6.7,8
W7VOI,NA,Voice of Idaho ARC,ID,5,5A,G,1046,198,0,0,198,2,6.5,14
W7WML,NA,NA,AZ,1,1D,C,113,63,0,0,63,1,0.5,1
W7WOW,NA,Fish Lake Valley Hams,NV,1,1A,G,1294,218,4,0,214,2,8.5,7
W7XXX,NA,NA,OR,2,2A,B,920,75,0,0,75,2,7.7,10
W7YAQ,NA,NA,OR,1,1D,C,1106,257,210,11,36,2,1.5,1
W7YRC,N6KZ,NA,AZ,3,3F,C,2248,459,90,0,369,2,11.5,99
W7YS,KC7KCN,Coconino ARC,AZ,2,2A,G,2430,636,4,0,632,2,11.5,39
W7ZRC,NA,NA,ID,1,1B1,B,1360,359,246,0,113,2,1.5,1
W8ACW,NA,Genesee Cty RC,MI,5,5A,G,3274,832,380,0,452,2,8.5,31
W8AJT,NA,Hamilton ARC,OH,3,3A,G,2774,625,32,205,388,2,10.5,21
W8AL,N8YB,NA,OH,2,2A,G,6314,1409,1207,6,196,2,10.7,18
W8AWE,NA,NA,MI,1,1B2,G,1748,401,348,0,53,2,2.5,2
W8BAE,NA,Crawford Cty ARC,OH,6,6A,G,2844,822,106,49,667,2,8.9,20
W8BAP,NA,NA,OH,4,4AC,C,1396,358,255,0,103,2,1.7,17
W8BFX,NA,NA,WWA,1,1D,C,270,104,6,0,98,2,0.5,1
W8BM,NA,Cuyahoga ARS,OH,5,5A,O,5728,1274,531,214,529,2,16.9,41
W8BNZ,NA,NA,MI,2,2A,G,798,201,73,0,128,2,2.5,8
W8CCA,NA,Coshocton Cty ARA,OH,3,3AC,C,2556,404,250,89,65,2,10.7,16
W8CSO,KC8UNY,North Ottawa ARC,MI,3,3A,B,2196,275,95,33,147,2,13.9,15
W8DC,NA,Grand Rapids ARA,MI,2,2A,G,1820,360,225,0,135,2,6.5,25
W8DES,NA,Geauga ARA,OH,3,3F,B,1610,393,31,6,356,2,7.5,27
W8DGN,NA,Bellbrook ARC,OH,6,6A,G,4146,747,454,17,276,2,17.1,90
W8DWC,NA,NA,OH,1,1D,C,31,31,0,0,31,1,0,1
W8DXA,NA,Northern Ohio DX Assn,OH,2,2A,G,9216,2614,1269,0,1345,2,14.5,29
W8DYY,NA,NA,OH,3,3E,G,1578,801,377,0,424,1,4,10
W8EDU,NA,Case ARC,OH,1,1A,G,5900,1583,1092,0,491,2,5.5,3
W8EQ,NA,Northwest OH ARC,OH,2,2A,G,1032,227,189,0,38,2,2,8
W8FTV,NA,NA,OH,3,3AC,C,1086,358,0,0,358,2,3.7,10
W8FY,NA,NA,OH,4,4F,G,5436,1651,336,136,1179,2,11.9,14
W8GK,NA,Kanawha ARC,WV,3,3A,G,6498,1603,861,5,737,2,15.6,32
W8HH,NA,Marietta ARC,OH,2,2A,G,6270,1825,842,93,890,2,7.5,14
W8HHF,W2DDD,Toledo Mobile RA,OH,8,8A,G,2952,641,29,71,541,2,14.7,42
W8HN,W8EOC,Medina 2 Meter Group,OH,4,4A,G,6170,1400,820,60,520,2,16.1,33
W8HP,W8JXU,Hazel Park ARC,MI,4,4A,G,4906,1245,651,2,592,2,11.1,50
W8HW,NA,NA,SFL,1,1E,B,5000,485,485,0,0,5,1.5,1
W8ID,NA,Seneca RC,OH,3,3A,G,2058,275,163,16,96,2,11.5,28
W8IQ,NA,NA,OH,1,1D,C,928,235,229,0,6,2,0,1
W8JJ,NA,NA,MI,1,1D,C,568,259,259,0,0,1,0.5,1
W8JXN,NA,Cascades ARC,MI,3,3F,C,1118,331,103,100,128,2,0.5,13
W8KEA,NA,Midland ARC,MI,6,6A,G,1656,199,126,28,45,2,9.5,16
W8KNO,NA,NA,OH,1,1B1,G,224,62,0,0,62,2,1,1
W8LKY,NA,Alliance ARC,OH,3,3A,G,3114,808,251,73,484,2,8.5,26
W8LRC,KD8RXD,Lowell ARC,MI,4,4A,G,5738,1771,353,0,1418,2,14.9,20
W8LRK,N8EOC,Livingston Amateur Radio Klub,MI,5,5F,C,1329,559,0,0,559,1,7.7,24
W8MAA,KD8ONC,Central Michigan ARC,MI,3,3A,G,3566,740,485,63,192,2,9.9,41
W8MAI,W8KIT,Blossomland ARA,MI,2,2A,G,3802,743,443,0,300,2,14.3,35
W8MAL,NA,NA,OH,2,2E,B,412,62,18,1,43,2,2.5,2
W8MHV,NA,Athens Cty ARA,OH,1,1A,O,2934,577,305,0,272,2,11.7,14
W8MOP,NA,Bluefield East River ARC,VA,6,6A,G,1946,255,168,25,62,2,10.5,8
W8MRC,K8DV,Milford ARC,OH,3,3A,G,3416,690,342,31,317,2,12.9,34
W8MRM,W8GTZ,Motor City RC,MI,2,2A,G,4408,1219,455,0,764,2,10.6,17
W8NL,WB8BHK,Morrow Cty ARES,OH,3,3A,G,1486,322,111,0,211,2,6.2,8
W8NNC,NA,NA,OH,1,1E,B,1300,125,125,0,0,5,0.5,1
W8NOR,NA,NA,AZ,1,1E,O,182,8,8,0,0,2,1.5,1
W8NP,NA,Massillon ARC,OH,2,2A,G,1666,316,117,0,199,2,8,35
W8O,NA,Highland & Clinton Cty ARAs,OH,5,5A,G,2370,330,160,0,170,2,13.9,20
W8PAR,NA,Parkersburg AR Klub,WV,3,3A,G,1772,447,114,0,333,2,6.5,28
W8PCE,NA,Phonton Station Contesters,OH,2,2A,G,362,56,0,0,56,2,2.5,4
W8PI,NA,Monroe Cty Rad Comm Assn,MI,2,2A,G,5306,1553,525,0,1028,2,11.5,17
W8PIF,NA,M&M ARC,MI,2,2A,G,1332,782,100,0,682,1,4.5,46
W8PRC,NA,Parma Radio Club,OH,1,1A,O,1524,235,102,0,133,2,8.5,31
W8Q,NA,Queen City Em Net,OH,3,3F,C,800,307,14,4,289,2,1.5,12
W8QLY,KD8JMO,Mahoning Valley ARA,OH,8,8A,G,7564,1934,837,76,1021,2,18.7,63
W8QQQ,NA,Shiawassee ARA,MI,3,3A,G,756,153,0,0,153,2,4.5,5
W8SP,NA,Mountaineer ARA,WV,3,3A,G,5718,1394,1040,0,354,2,8.5,27
W8TCM,NA,Cherryland ARC,MI,4,4A,G,4428,1379,300,0,1079,2,10.7,35
W8TFI,NA,NA,MI,1,1D,C,83,33,0,0,33,1,0.5,1
W8TM,NA,NA,OH,1,1D,C,398,73,51,0,22,2,1.5,1
W8TNO,K8O,Oakland Cty ARS,MI,3,3A,G,6730,2309,331,0,1978,2,14.5,16
W8U,NA,Case ARC,OH,1,1A,B,1664,298,113,86,99,2,6.7,25
W8UE,NA,NA,MI,1,1E,B,180,3,3,0,0,5,1.5,1
W8UM,W8PGW,ARROW/UMarc,MI,3,3A,G,6940,1654,1011,0,643,2,16.1,40
W8VA,NA,Tri State ARA,WV,7,7F,G,3060,416,246,93,77,2,15.5,42
W8VM,NA,West Park Radiops,OH,2,2AB,B,2615,212,181,0,31,5,6.5,18
W8VMV,NA,Kenton ARC,OH,3,3A,G,1736,324,19,0,305,2,10.5,8
W8VP,NA,Cambridge ARA,OH,3,3A,G,2570,454,100,126,228,2,12.1,36
W8VPV,NA,Cuyahoga Falls ARC,OH,3,3A,G,4680,1073,542,0,531,2,14.5,34
W8VY,NA,Kalamazoo  ARC,MI,5,5A,G,4538,1088,556,0,532,2,12.5,20
W8WKY,NA,Silvercreek ARA,OH,4,4A,G,3084,617,316,24,277,2,11.7,10
W8WRK,NA,Butler Cty ARA,OH,2,2A,G,1862,403,53,0,350,2,9.5,25
W8WZZ,NA,NA,OH,3,3E,B,2076,431,292,0,139,2,6.3,7
W8ZHO,NA,NA,MI,6,6A,G,2224,225,62,50,113,2,15.5,30
W8ZPF,NA,CRES & COOKEN  ARCs,OH,2,2A,G,3104,568,275,134,159,2,11.5,30
W8ZX,NA,NA,OH,2,2A,G,1918,487,47,0,440,2,8.5,25
W9AA,KC9LYE,Hamfesters RC,IL,4,4A,G,4020,819,452,84,283,2,13.1,46
W9AIU,NA,NA,IL,2,2E,O,1510,316,164,0,152,2,5.5,20
W9ATG,N9TT,Hancock Cty ARC,IN,2,2A,G,3222,621,311,24,286,2,13.1,25
W9AV,NA,NA,WI,1,1E,B,2168,630,379,0,251,2,1.5,1
W9AXD,W9A,Rockford ARA,IL,2,2A,G,1412,248,0,8,240,2,9,12
W9AZ,N9OE,Kankakee Area Radio Soc,IL,2,2A,G,4652,1155,906,0,249,2,5.3,11
W9BUZ,NA,Port of Indiana ARC,IN,3,3A,G,286,18,0,0,18,2,2.5,3
W9CCU,NA,Wheaton Community RA,IL,2,2A,G,1316,272,1,0,271,2,7.7,20
W9CQ,NA,Wisconsin ARC,WI,5,5AC,C,1752,333,118,0,215,2,8.5,22
W9DOR,NA,Door Cty ARC,WI,3,3A,G,572,36,23,2,11,2,4.5,22
W9DUA,NA,Sangamon Valley RC,IL,6,6A,B,2134,277,90,0,187,2,14,150
W9DUP,KD9CHL,DuPage ARC,IL,6,6A,G,7486,1608,1195,0,413,2,18.8,55
W9EOC,NA,Old Post ARS,IN,1,1F,C,384,67,0,0,67,2,2.5,8
W9EWW (+KC9SND),NA,NA,WI,2,2B2B,B,1080,44,32,0,12,5,7,2
W9EX,NA,Central Illinois RC,IL,3,3AC,C,2498,526,323,115,88,2,5.7,15
W9F,N9WN,NW IL ARC,IL,5,5A,G,1828,145,6,28,111,2,14.7,28
W9FEZ,NA,NA,IN,2,2A,G,758,164,40,0,124,2,3.5,6
W9FK,NA,West Allis RAC,WI,2,2A,G,3534,830,462,0,368,2,9.5,16
W9FRG,NA,LeFrog,WI,2,2A,G,1398,321,83,0,238,2,5.9,12
W9FZ,NA,NA,WI,1,1D,C,576,150,113,0,37,2,0.5,2
W9GFD,NA,Knox Cty ARC,IL,1,1A,G,474,112,0,0,112,2,2.5,5
W9GO,NA,Kokomo ARC,IN,5,5A,G,3082,711,355,0,356,2,9.5,25
W9GRS,NA,Glenn Raymond School,IL,1,1A,B,302,8,8,0,0,2,2.7,4
W9IK,NA,NA,MS,1,1E,B,2470,237,237,0,0,5,1,1
W9IKU,NA,NA,WI,1,1B1B,B,595,40,37,2,1,5,2,1
W9ILY,NA,NA,IL,1,1D,C,634,146,123,23,0,2,0.5,1
W9JN,NA,Central WI Radio Ametures Ltd.,WI,1,1F,C,1304,269,0,63,206,2,6.4,11
W9JOZ,NA,NA,IN,1,1D,C,184,92,0,0,92,2,0,4
W9JP,W9RCA,Indianapolis RC,IN,2,2A,G,8022,2045,1221,0,824,2,14.9,16
W9JZ,NA,Four Lakes ARC,WI,6,6A,G,2196,286,177,0,109,2,12.7,51
W9KHH,NA,NA,WI,1,1E,B,718,105,79,0,26,2,3.5,1
W9KTP (+KD9HL),NA,NA,IN,1,1B2C,C,272,70,66,0,4,2,0,2
W9LDX,NA,Lafayette DX Assn,IN,2,2A,G,8396,2221,1302,0,919,2,13.5,11
W9LRC,NA,Lakeshore ARC,WI,3,3A,G,1046,205,0,93,112,2,4.5,6
W9LYA,NA,Metro ARC,IL,1,1F,C,922,136,26,24,86,2,5.5,13
W9MAR,NA,Midwest ARS,IN,3,3A,G,768,67,51,16,0,2,5,4
W9MKS,K9ZQ,Starved Rock RC,IL,5,5A,G,2312,342,0,9,333,2,16.1,29
W9MQB,KD9BDL,TRI Cty ARC,WI,2,2A,G,2388,358,248,8,102,2,11.6,13
W9MVA,NA,Mississippy Valley ARA,WI,2,2A,G,7004,2080,897,0,1183,2,10.5,6
W9NE,W9CEQ,Fox River Radio League,IL,6,6A,G,8878,2573,1141,0,1432,2,14.5,47
W9NXM,NA,NA,IN,1,1C,G,420,80,80,0,0,2,1,1
W9OG,WA9T,TriState ARS,IN,4,4F,C,2802,NA,375,0,306,2,6.9,16
W9P,WX9PAL,Palatine ARES RACES/Aux Comm,IL,2,2A,G,4962,1216,353,7,856,2,18.1,83
W9PA,NA,NA,IN,1,1D,C,252,51,50,0,1,2,0.5,1
W9PC,NA,Clinton Cty Contesters,IN,1,1A,G,1540,192,103,0,89,2,9.5,4
W9RH,NA,Milwaukee RAC/MAARS/MATC RC,WI,4,4A,G,2118,384,128,22,234,2,10.5,20
W9RNM,NA,Shawnee ARA,IL,4,4A,B,526,157,0,81,76,2,0.5,12
W9SRC,NA,Stars ARC,IL,3,3A,G,768,46,0,13,33,2,6.5,14
W9SW,NA,Chicago Suburban Radio Assn,IL,3,3A,G,2088,523,144,2,377,2,7.5,28
W9TC,NA,NA,IN,1,1D,C,320,68,67,0,1,2,0.5,1
W9TS,NA,NA,IL,1,1E,B,4920,467,467,0,0,5,2.5,1
W9UUU,K9THN,Wabash Valley ARA,IN,7,7A,G,4810,1195,342,23,830,2,16.9,45
W9VMW,KA9BYN,Cass Cty ARC,IN,3,3F,C,1448,286,0,63,223,2,7.5,32
W9VQ,NA,NA,IL,1,1D,C,92,17,4,0,13,2,0.5,1
W9VT,N9WDG,Tri Town Rad Am Club,IL,4,4F,G,1792,245,0,76,169,2,11.5,8
W9VW,NA,NA,IN,1,1D,C,1148,1027,71,0,956,1,0.5,3
W9W,NA,Wilmington United Methodist Radio Amateurs,IL,3,3A,G,1516,279,0,104,175,2,7.5,5
W9WAP,NA,Waupaca Cty ARES,WI,3,3AC,C,2150,603,447,0,156,2,0.5,25
W9WIL,NA,Will Cty EMA Amateurs,IL,1,1F,G,2224,417,170,0,247,2,10.5,6
W9WWI,NA,Clark Cty ARC,IN,3,3A,G,1590,308,62,0,246,2,8.5,47
W9XA,NA,NA,MN,1,1B1B,B,570,52,52,0,0,5,0.5,1
W9XB,NA,NA,IL,1,1D,C,1264,607,0,0,607,2,0.5,1
W9YM,NA,NA,IN,1,1D,C,52,1,0,0,1,2,0.5,1
W9YRC,N9ZE,York RC,IL,2,2F,G,4696,1276,504,3,769,2,11.3,25
W9ZL,N9AOT,Fox Cities ARC,WI,2,2A,O,3160,656,480,49,127,2,7.9,25
WA1ENO,NA,NA,EMA,1,1E,G,2508,1129,0,0,1129,2,2.5,2
WA1HRE,NA,No Name Radio Gang,CT,1,1A,B,718,234,50,0,184,2,1.5,5
WA1LBG,NA,NA,SFL,1,1E,B,534,96,96,0,0,2,1.5,1
WA1QDX,NA,NA,NH,2,2E,G,372,105,56,0,49,2,0.5,2
WA1UKD,NA,H V Radio Electronics,CT,4,4D,C,76,35,3,0,32,2,0,4
WA1VKO,NA,NA,NH,1,1E,G,886,118,0,0,118,2,6.5,1
WA1ZYX,NA,NA,NH,1,1D,C,50,50,0,0,50,1,0,1
WA2BCK,NA,NA,VA,1,1D,C,1474,356,356,0,0,2,0.5,1
WA2CP,NA,Camp Pouch ARA,NLI,3,3F,C,2695,1990,155,0,1835,1,5.5,6
WA2DFI,W7BSA,Explorer Post 599,AZ,2,2A,B,5490,1526,104,0,1422,2,22.3,24
WA2EQF,NA,NA,NNJ,1,1E,G,3294,725,497,0,228,2,8.5,3
WA2FZB,NA,NA,SNJ,1,1B1,G,524,212,0,0,212,2,1,1
WA2LQO,NA,Grumman ARC,NLI,2,2AC,C,1116,351,132,0,219,2,1.5,15
WA2PCN,NA,NA,SC,1,1B1,B,398,62,0,62,0,2,1.5,1
WA2SNA,NA,Ramapo Mountain ARC,NNJ,3,3A,G,1906,468,200,0,268,2,5.7,10
WA2YCJ (+WA0LHC),NA,NA,NNJ,2,2B2,G,184,23,0,19,4,2,1,2
WA3AAN,NA,NA,EPA,1,1D,C,252,105,94,3,8,1,0.5,1
WA3COM,KC3EDQ,Washington Am Comm,WPA,4,4A,G,4486,1060,350,168,542,2,13.3,20
WA3NAN,KB3PEE,Goddard ARC,MDC,3,3F,B,2866,643,142,83,418,2,11.3,19
WA3SOR,NA,NA,EPA,1,1D,C,378,59,55,0,4,2,1.5,1
WA3YZD,NA,NA,EPA,1,1D,C,308,77,0,77,0,2,0,1
WA4AAK,NA,NA,AL,1,1E,B,190,18,10,0,8,5,0.5,1
WA4BPJ,NA,NA,NC,1,1E,G,1456,459,144,0,315,2,2.5,3
WA4CZD,NA,NA,TN,1,1E,B,294,22,0,0,22,2,2.5,1
WA4DOX,NA,NA,VA,1,1B1B,B,2630,248,248,0,0,5,1.5,1
WA4FOM,NA,NA,NNJ,1,1E,B,980,63,63,0,0,5,3.5,1
WA4GDN,NA,Gulf Coast ARC,WCF,3,3A,G,1528,160,49,30,81,2,10.5,45
WA4RNN,NA,Perry Cty Friends,TN,1,1A,G,558,77,0,2,75,2,4,3
WA4T,WB8ONY,Suncoast ARC,WCF,2,2A,G,2456,291,65,177,49,2,13.9,15
WA4TRS,NA,NA,NC,2,2A,O,866,53,0,5,48,2,7.5,7
WA4USN,NA,Charleston ARS,SC,2,2A,G,1936,413,0,180,233,2,7.5,20
WA4YHA,NA,NA,VA,1,1D,C,440,110,110,0,0,2,0,1
WA4ZOF,NA,NA,GA,1,1E,B,940,79,79,0,0,5,1.5,1
WA5AZQ,NA,NA,STX,1,1D,C,1,1,0,0,1,1,0,1
WA5CKF,NA,NA,NTX,1,1D,C,270,66,44,0,22,2,0.5,8
WA5DCT,NA,DCT ARC,NTX,2,2A,G,450,70,20,0,50,2,2.7,6
WA5HOT,NA,Heart Of Texas Ham Ops Group,STX,1,1A,B,1316,133,0,0,133,2,10.5,6
WA5MC,NA,NA,LA,1,1F,G,528,89,0,0,89,2,3.5,4
WA5YNE,NA,NA,OK,1,1D,C,62,62,0,0,62,1,0,1
WA5ZWT,NA,NA,AR,1,1D,C,56,28,0,0,28,2,0,1
WA6RC,NA,Westside ARC,LAX,2,2A,B,1288,151,58,0,93,2,8.7,7
WA6TST,NA,Barstow ARC,ORG,3,3AC,C,658,144,10,0,134,2,3.5,30
WA6URY,NA,NA,LAX,1,1D,C,305,146,109,0,37,1,0.5,1
WA6VHU,NA,NA,ORG,1,1E,B,208,79,0,0,79,2,0.5,1
WA6YLR,NA,NA,SDG,1,1B1B,B,330,6,0,0,6,5,3,1
WA7AUB,NA,Auburn Area Em Comm Team,WWA,2,2A,B,1358,137,0,17,120,2,10.5,9
WA7EAV,NA,NA,WWA,1,1B1B,B,700,60,60,0,0,5,1,1
WA7FW,NA,Federal Way ARC,WWA,2,2A,G,498,124,0,0,124,2,2.5,12
WA7LAW,NA,Snohomish Cty Hams Club,WWA,4,4A,G,3148,490,176,28,286,2,17.6,103
WA7LO,NA,Lake Oswego ARES,OR,4,4A,B,1668,199,10,0,189,2,12.5,50
WA7MHB,NA,NA,OR,1,1D,C,64,7,0,0,7,2,0.5,1
WA7NB,NA,Desert Sun Gastroenterology,AZ,1,1A,G,3520,1400,335,0,1065,2,0.5,3
WA7NCL,NA,Wilsons Wonders,EWA,2,2AB,B,4010,336,336,0,0,5,6.5,3
WA7NE,NA,NA,WWA,1,1D,C,202,76,0,0,76,2,0.5,1
WA7PRC,NA,NA,WWA,1,1E,B,864,202,155,0,47,2,1.5,1
WA7PTM,NA,NA,WWA,1,1B1B,B,420,14,0,0,14,5,3.5,1
WA7TPB,NA,NA,WWA,1,1B1,B,74,12,0,0,12,2,0.5,1
WA7YNU,NA,NA,MT,1,1D,C,276,59,4,0,55,2,1.5,1
WA7ZZB,NA,NA,EWA,1,1B1B,B,1320,76,0,58,18,5,6.5,1
WA8FRE,NA,NA,MI,1,1D,C,84,84,0,0,84,1,0,1
WA8KAN,NA,NA,WV,1,1E,B,2630,258,258,0,0,5,0.5,1
WA8MXJ,NA,NA,MI,1,1E,G,286,68,0,0,68,2,1.5,1
WA8PYR,NA,Backyard Em Radio Team,OH,1,1A,G,198,24,0,0,24,2,1.5,3
WA8Q,NA,Woodchuck ARC,OH,1,1A,B,1336,143,0,0,143,2,10.5,30
WA8RRA,NA,Riverside Radio Amateurs,MI,4,4A,G,1394,221,76,0,145,2,8,20
WA8Y,NA,NA,MI,2,2A,G,2956,590,562,1,27,2,6.5,3
WA9ETL,NA,NA,WI,1,1B1B,B,710,61,43,18,0,5,1,1
WA9LEY,NA,NA,IL,1,1D,C,1134,280,262,0,18,2,0.5,1
WA9MC,N9EDS,Marion Cty ARS,IN,3,3A,G,1428,183,6,0,177,2,10.5,7
WA9ORC,NA,Chicago FM Club,IL,3,3AC,C,376,63,0,0,63,2,2.5,25
WA9PYH,NA,NA,IN,1,1D,C,234,46,46,0,0,2,0.5,1
WA9RDF,NA,NA,IN,2,2F,C,704,176,1,0,175,2,3.5,32
WA9STI,NA,NA,WI,1,1B1,B,658,160,44,0,116,2,2.5,1
WA9Z,NA,NA,IA,1,1B1,B,1420,305,305,0,0,2,2,1
WA0E,W0BRC,Boonville RC,MO,2,2F,G,3438,818,536,0,282,2,7.3,6
WA0ELA,NA,NA,SD,1,1B1B,B,60,2,0,0,2,5,0.5,1
WA0KRL,NA,NA,ND,1,1B1,G,386,93,0,0,93,2,2,1
WA0LJM,NA,NA,ND,1,1B1C,C,126,38,0,0,38,2,0.5,1
