call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n,x17
W7PIG (+KJ7FGG),KJ7FGG,9008,3A,WWA,2,Stanwood-Camano ARC,25,3,G,0,1020,914,1934,3100,NA,NA
W7PLC,NA,170,1E,WWA,2,Olympia ARS,1,1,B,0,0,10,10,150,NA,NA
W7PMR,NA,270,1B1,WWA,2,NA,1,1,B,0,0,10,10,250,NA,NA
W7POE,NA,1470,1E,WWA,2,NA,1,1,B,280,0,0,280,350,NA,NA
W7PRA,NA,2072,6A,OR,2,Peak Radio Assn.,10,6,G,70,100,371,541,650,NA,NA
W7PX,NA,9412,2A,MT,2,Hellgate ARC,11,2,G,1651,0,1279,2930,250,NA,NA
W7PXL,NA,4022,5A,OR,2,Valley RC of Oregon,125,5,B,272,124,394,790,1650,NA,NA
W7Q,NA,4150,6A,OR,2,Hoodview ARC,40,6,B,423,214,246,883,1110,NA,NA
W7QF,NA,230,1D,OR,2,NA,1,1,C,0,45,0,45,50,NA,NA
W7RCH,NA,2916,1F,UT,2,Cottonwood Heights ARC,12,1,C,0,353,2,355,1500,NA,NA
W7RET,NA,414,1B1,ID,2,NA,1,1,B,0,0,82,82,250,NA,NA
W7RL,NA,624,1D,ID,2,NA,1,1,C,40,98,11,149,50,NA,NA
W7RT,NA,422,1E,AZ,2,NA,1,1,B,16,0,79,95,200,NA,NA
W7RXJ (+W7YAM),W7YAM,1144,4A,OR,2,McMinnville ARC,25,4,B,0,103,56,159,620,NA,NA
W7S,NA,1232,1A,UT,2,Sandy ARC,18,1,G,0,31,19,50,1070,NA,NA
W7SAA (+K7KVN),K7KVN,3634,5A,OR,2,Salem ARC,25,5,B,103,253,505,861,1200,NA,NA
W7SKA,NA,1448,3A,WWA,2,Skamania Co. ARES,10,3,G,14,77,17,108,1050,NA,NA
W7SKY,NA,2098,3A,WWA,2,Sky Valley ARC,8,3,G,0,242,40,282,1050,Y,NA
W7SP,NA,4060,3A,UT,2,Utah ARC,21,3,G,112,0,1461,1573,690,NA,NA
W7SU (+KZ7O),KZ7O,1962,2A,UT,2,Ogden ARC,42,2,G,89,88,112,289,1030,NA,NA
W7TA (+KB7QOD),KB7QOD,2780,7A,NV,2,Sierra Nevada ARS,48,7,G,19,199,119,337,1670,NA,NA
W7TAO (+N7GDE),N7GDE,1874,2A,WWA,2,Radio Amateurs of Skagit Co.,15,2,G,230,0,152,382,650,NA,NA
W7TBC,NA,4150,5D,AZ,2,Thunderbird ARC,20,5,C,166,548,207,921,880,NA,NA
W7TMO,NA,408,1E,AZ,2,Virgin Valley ARC,1,1,B,0,0,129,129,150,NA,NA
W7TMT,NA,2134,1C,WWA,2,NA,1,1,B,496,0,0,496,150,NA,NA
W7TT,NA,1626,1A,EWA,2,Central WA ARC,15,1,G,204,0,75,279,660,NA,NA
W7TUE,NA,850,1E,AZ,5,West Valley ARC,1,1,B,0,70,0,70,150,NA,NA
W7UF (+N7ELL),N7ELL,1818,2A,AZ,2,Scottsdale ARC,32,2,G,0,30,264,294,1170,NA,NA
W7UGS,NA,370,1D,WWA,2,Neos ARA,3,1,C,0,80,0,80,50,NA,NA
W7V (+KM7SC),KM7SC,3400,4A,NV,2,Elko ARC,30,4,B,515,54,137,706,850,NA,NA
W7VC,NA,264,1D,OR,2,Willamette Valley DX Club,1,1,C,0,0,107,107,50,NA,NA
W7VMI,NA,204,2F,WWA,2,Vashon Maury Islands RC,14,2,C,0,0,27,27,150,NA,NA
W7VNJ,NA,982,3A,WY,2,Casper ARC,7,3,G,0,91,34,125,550,NA,NA
W7VOI (+WH6FIG),WH6FIG,3831,3AC,ID,2,Voice of Idaho RC,3,3,C,0,770,98,868,555,NA,NA
W7VW (+N2RSN),N2RSN,2570,5A,OR,2,Klamath Basin ARA,25,5,G,69,236,0,305,1350,NA,NA
W7W,NA,2064,3A,ID,2,3 Rivers ARC,19,3,B,0,0,707,707,650,NA,NA
W7WIA,NA,570,1D,AZ,2,NA,1,1,C,0,130,0,130,50,NA,NA
W7WOW,NA,392,1B2,VA,2,NA,2,1,G,5,0,61,66,250,NA,NA
W7WXR,NA,330,1D,ND,2,NA,1,1,C,45,0,0,45,150,NA,NA
W7YED,NA,5674,4A,WWA,2,NA,8,4,G,532,562,344,1438,610,NA,NA
W7YG,NA,304,1D,WCF,2,NA,1,1,C,0,0,127,127,50,NA,NA
W7YRC,NA,1162,2F,AZ,2,Yavapai ARC,7,2,C,22,147,168,337,150,NA,NA
W7YS,NA,2368,3A,AZ,2,Northern AZ DX Assn.,18,3,B,0,239,131,370,1150,NA,NA
W7Z,NA,1218,4AC,AZ,2,West Valley ARC,23,4,C,0,202,20,222,370,NA,NA
W7ZDX,NA,886,1D,WWA,2,NA,1,1,C,209,0,0,209,50,NA,NA
W7ZND,NA,66,1D,EWA,2,NA,1,1,C,0,0,8,8,50,NA,NA
W8A (+W8RP),W8RP,9901,4A,MI,2,Arrow Comm. Assn.,48,4,G,1351,327,507,2185,2175,NA,NA
W8ACW (+KC8KGZ),KC8KGZ,1456,3A,MI,2,Genesee Co. RC,26,3,G,51,0,141,192,970,NA,NA
W8AIT,NA,218,1D,MI,2,NA,1,1,C,0,0,84,84,50,NA,NA
W8AL (+K8ISS),K8ISS,8116,2A,OH,2,Canton ARC,32,2,G,263,566,490,1319,3820,NA,NA
W8AN,NA,1554,1B1,OH,2,NA,1,1,G,326,0,0,326,250,NA,NA
W8AND,NA,302,1D,MI,2,NA,1,1,C,0,63,0,63,50,NA,NA
W8ATR,NA,1880,5AC,OH,2,All Things ARA,50,5,C,155,156,143,454,350,NA,NA
W8AWE (+W8DCQ),NA,1330,1B2,MI,2,Gratiot Co. Old Timers,2,1,G,243,0,54,297,250,NA,NA
W8BAP,NA,1146,2AC,OH,2,Scioto Valley ARC,4,2,C,0,274,0,274,50,NA,NA
W8BM,NA,9108,6A,OH,2,Cuyahoga ARS,35,6,G,740,828,453,2021,1930,NA,NA
W8BRY,NA,576,1E,VA,2,Shenandoah Valley ARC,1,1,B,0,87,39,126,150,NA,NA
W8BXG (+K8BUB),K8BUB,2972,2AC,OH,2,Bearcat DX Club,11,2,C,128,19,942,1089,500,NA,NA
W8CCA,NA,2666,3A,OH,2,Coshocton Co. ARA,14,3,G,348,75,62,485,850,NA,NA
W8CCI,NA,572,2D,OH,2,Bulter Co. VHF Assn.,5,2,C,0,0,261,261,50,NA,NA
W8CDZ,NA,606,2A,MI,2,Copper Country Radio Amateur Assn.,35,2,G,0,1,46,47,510,NA,NA
W8CPT,NA,724,1E,MI,2,Who Cares ARG,1,1,B,0,0,187,187,350,NA,NA
W8CSO,NA,2944,6A,MI,2,North Ottawa ARC,14,6,G,340,93,131,564,950,NA,NA
W8CUL (+KC8YUI),KC8YUI,1634,5A,WV,2,West Virginia Univ. ARC/Monongalia Wireless Assn./Monongalia Co. ARC,20,5,G,86,6,258,350,750,NA,NA
W8CWO (+KE8NKV),KE8NKV,3743,4A,OH,2,Steubenville-Weirton ARC,23,4,G,219,74,508,801,1555,NA,NA
W8DC,NA,3786,4A,MI,2,Grand Rapids ARA,36,4,G,301,77,712,1090,850,NA,NA
W8DGN,NA,3616,4D,OH,2,Bellbrook ARC,25,4,C,206,296,444,946,720,NA,NA
W8DLK,NA,288,1E,MI,2,Lapeer Co. ARA,1,1,B,0,0,69,69,150,NA,NA
W8DPK,NA,186,1E,OH,2,Madison Co. ARC,1,1,B,0,0,18,18,150,NA,NA
W8DYY,NA,2842,3D,OH,2,Mound ARA,8,3,C,240,329,133,702,300,NA,NA
W8EDU,NA,3716,2A,OH,2,Case ARC,40,2,B,218,369,39,626,1290,NA,NA
W8EO,NA,330,1A,MI,2,Michigan State Univ. ARC,3,1,B,70,0,0,70,50,NA,NA
W8EQ (+KE8NRP),KE8NRP,1400,3A,OH,2,Northwest OH ARC,26,3,B,0,0,120,120,1160,NA,NA
W8ESM,NA,390,3E,WWA,2,NA,1,3,G,6,4,0,10,350,NA,NA
W8EYU (+WA4WSZ),WA4WSZ,5720,3A,TN,2,Cumberland Plateau ARC,28,3,G,878,183,63,1124,1350,NA,NA
W8FSM,NA,646,1E,MI,2,Central MI Em. Network,1,1,G,11,112,2,125,150,NA,NA
W8FT,NA,1780,7D,OH,2,Findlay RC,17,7,C,274,6,195,475,270,NA,NA
W8FWY,NA,582,1B1,OH,2,NA,1,1,B,83,0,0,83,250,NA,NA
W8FY (+KE8VCH),KE8VCH,4010,4F,OH,2,Van Wert ARC,12,4,C,0,116,1088,1204,1370,NA,NA
W8GJX (+N8RKD),N8RKD,980,1A,MI,2,West MI Repeater Assn.,6,1,G,23,20,4,47,800,NA,NA
W8GK (+KB2HSV),KB2HSV,5609,3A,WV,2,Kanawha ARC,47,3,G,564,0,949,1513,1455,NA,NA
W8GNT,NA,230,1D,OH,2,NA,1,1,C,0,0,90,90,50,NA,NA
W8GO (+KS8P),KS8P,1404,4A,OH,2,Clinton Co. ARA,11,4,B,0,32,113,145,1050,NA,NA
W8GV,NA,226,1D,WCF,2,NA,1,1,C,0,0,88,88,50,NA,NA
W8HHF,NA,324,1A,OH,2,Toledo Mobile Radio Assn.,6,1,G,0,0,37,37,250,NA,NA
W8HN,NA,4846,5A,OH,2,Medina Co. ARC,33,5,G,583,253,176,1012,1150,NA,NA
W8HP (+W8JXU),W8JXU,5384,4A,MI,2,Hazel Park ARC,19,4,G,549,306,282,1137,1400,NA,NA
W8ID,NA,3746,5A,OH,2,Seneca RC,40,5,G,452,5,184,641,1550,NA,NA
W8JDZ,NA,124,1D,OH,2,NA,1,1,C,0,0,37,37,50,NA,NA
W8JJ,NA,1662,1D,MI,2,NA,1,1,C,306,0,194,500,50,NA,NA
W8JRH,NA,1114,1D,MI,2,Barry ARA,1,1,C,0,266,0,266,50,NA,NA
W8JTW,NA,1232,1E,OH,2,NA,2,1,G,0,200,1,201,430,NA,NA
W8JWL,NA,1010,1E,MI,5,NA,1,1,B,66,0,0,66,350,NA,NA
W8JXN,NA,758,2A,MI,2,Cascades ARS,12,2,G,20,0,104,124,470,NA,NA
W8KJ (+KC8CKW),NA,650,1B2B,OH,5,NA,2,1,B,20,1,38,59,250,NA,NA
W8KNO,NA,58,1D,OH,2,Portage Co. ARS,1,1,C,0,0,4,4,50,NA,NA
W8KRZ,NA,330,1D,VA,2,Potomac Valley RC,1,1,C,70,0,0,70,50,NA,NA
W8KTN,NA,1234,2A,OH,2,Kenton ARC,10,2,G,0,0,192,192,850,NA,NA
W8LAP (+KD8YUK),KD8YUK,2713,4A,MI,2,Lapeer Co. ARA,32,4,G,288,43,142,473,1105,NA,NA
W8LBZ,NA,1196,7A,OH,2,Sandusky Radio Experimental League,5,7,G,0,0,193,193,810,NA,NA
W8LRK (+K8JBA),K8JBA,3418,3A,MI,2,Livingston Co. AR Klub,30,3,G,123,212,404,739,1270,NA,NA
W8LX,NA,446,1D,NC,2,NA,1,1,C,99,0,0,99,50,NA,NA
W8MAA (+KD8ONC),KD8ONC,4352,3A,MI,2,Central MI ARC,50,3,G,501,259,136,896,1040,NA,NA
W8MAI (+W8KIT),W8KIT,2907,2A,MI,2,Blossomland ARA,38,2,G,205,116,69,390,1485,NA,NA
W8MKR,NA,512,1B1,MI,2,NA,1,1,G,109,0,13,122,50,NA,NA
W8MOP (+W8ZBR),W8ZBR,2248,6A,WV,2,East River ARC,31,6,B,0,102,70,172,1700,NA,NA
W8MRL,NA,2525,1B1B,OH,5,NA,1,1,B,2,194,13,209,500,NA,NA
W8MRM,NA,3342,1A,MI,2,Motor City RC,16,1,G,200,0,696,896,1150,NA,NA
W8MYL,NA,292,1E,WY,2,NA,1,1,G,0,0,71,71,150,NA,NA
W8NFR,NA,198,1D,OH,2,NA,1,1,C,37,0,0,37,50,NA,NA
W8NL,NA,1354,3A,OH,2,Morrow Co. Amateur Radio Srvc.,6,3,G,0,7,438,445,450,NA,NA
W8NNC,NA,850,1B1B,OH,5,NA,1,1,B,70,0,0,70,150,NA,NA
W8NOR,NA,310,1D,AZ,2,NA,1,1,C,65,0,0,65,50,NA,NA
W8NP (+KC8WVH),KC8WVH,3048,2A,OH,2,Massillon ARC,52,2,G,336,0,257,593,1190,NA,NA
W8ORC (+W6VM),W6VM,4481,3A,OH,2,Summit Co. ARS,8,3,G,67,192,1185,1444,1075,NA,NA
W8ORS,NA,400,3AC,WV,2,Opequon Radio Soc.,3,3,C,0,0,175,175,50,Y,NA
W8OV,NA,378,1D,NTX,2,Plano ARK,1,1,C,82,0,0,82,50,NA,NA
W8PAR,NA,2388,3A,WV,2,Parkersburg AR Klub,34,3,G,170,143,93,406,950,NA,NA
W8PI,NA,3848,2F,MI,2,Monroe Co. Radio Comm. Assn.,13,2,G,349,69,563,981,1050,NA,NA
W8PIF,NA,1718,2A,MI,2,M&M ARC,29,2,G,123,0,288,411,650,NA,NA
W8PRC,NA,752,1A,OH,2,Parma RC,4,1,B,1,0,49,50,650,NA,NA
W8PU,NA,2074,4A,OH,2,Southern OH Friends of Amateur Radio,12,4,B,150,17,278,445,850,NA,NA
W8QLY,NA,9968,8A,OH,2,Mahoning Valley ARA,32,8,G,912,156,1828,2896,2040,NA,NA
W8QW,NA,706,2D,MI,2,Clinton Co. ARC,5,2,C,117,15,64,196,50,NA,NA
W8RAD,NA,288,1D,MI,2,NA,1,1,C,0,0,119,119,50,NA,NA
W8RJC,NA,934,1E,MI,2,North Ottawa ARC,1,1,B,0,196,0,196,150,NA,NA
W8RU (+KC8VGG),NA,684,2B2,MI,2,Friends Having FD Fun,2,2,B,67,0,33,100,350,NA,NA
W8SP (+AE8K),AE8K,9234,3A,WV,2,Mountaineer ARA,19,3,G,1195,478,131,1804,2280,NA,NA
W8TB,NA,1966,2D,OH,2,Wayne ARC,1,2,C,66,413,0,479,50,NA,NA
W8TCM,NA,1256,3A,MI,2,Cherryland ARC,24,3,G,73,88,71,232,470,NA,NA
W8TGB,NA,152,1E,MI,2,NA,1,1,B,0,0,1,1,150,NA,NA
W8TK,NA,6062,1E,AZ,2,Tortolita RC,6,1,G,1353,0,0,1353,650,NA,NA
W8TNO (+W8O),W8O,7661,3A,MI,2,Oakland Co. ARS,10,3,G,886,395,251,1532,2035,NA,NA
W8TOM,NA,600,1D,MI,2,NA,1,1,C,116,0,43,159,50,NA,NA
W8TQE,NA,1456,3A,MI,2,Adrian ARC,14,3,G,130,13,67,210,750,NA,NA
W8UCO (+N8IG),N8IG,4384,2A,OH,2,Union Co. ARC,26,2,G,339,68,583,990,1590,NA,NA
W8UE,NA,3640,1E,MI,5,NA,1,1,B,349,0,0,349,150,NA,NA
W8UM,NA,980,2A,MI,2,Univ. of Michigan ARC,21,2,G,0,0,85,85,810,NA,NA
W8USA,NA,0,1D,MI,1,Michigan Amateur Radio Alliance,6,1,C,35,0,87,122,0,Y,NA
W8VA,NA,1836,5F,WV,2,Tri-State ARA,35,5,G,60,40,43,143,1350,NA,NA
W8VE,NA,170,1D,OH,2,Canton ARC,1,1,C,30,0,0,30,50,NA,NA
W8VFD,NA,118,1D,OH,2,NA,1,1,C,0,0,34,34,50,NA,NA
W8VP,NA,1718,3A,OH,2,Cambridge ARA,30,3,G,37,35,180,252,1070,NA,NA
W8VPV (+AE8MM),AE8MM,8766,5A,OH,2,Cuyahoga Falls ARC,44,5,G,729,142,1616,2487,2050,NA,NA
W8VTD,NA,6374,6A,OH,2,Warren ARA,30,6,G,236,774,412,1422,1510,NA,NA
W8VVL,NA,2500,3F,OH,2,Queen City Em. Net,15,3,C,82,229,553,864,150,NA,NA
W8VX,NA,202,1D,OH,2,NA,1,1,C,37,0,2,39,50,NA,NA
W8VY,NA,2104,2A,MI,2,Kalamazoo ARC,17,2,G,0,256,115,371,850,NA,NA
W8WE,NA,2002,6AC,OH,2,Intercity ARC,20,6,C,75,73,280,428,850,NA,NA
W8WFD,NA,264,1D,OH,2,NA,1,1,C,0,0,107,107,50,NA,NA
W8WKY,NA,4442,7A,OH,2,Silvercreek ARA,30,7,G,152,219,754,1125,1450,NA,NA
W8WOO,NA,3164,4F,OH,2,Wayne ARC,21,4,C,276,236,83,595,950,NA,NA
W8WRC (+WF8U),WF8U,4071,7A,OH,2,Western Reserve ARC,18,7,G,0,374,425,799,1725,NA,NA
W8WRK (+WA6EZV),WA6EZV,1326,2A,OH,2,Butler Co. ARA,15,2,B,0,64,110,174,850,NA,NA
W8XRN (+W1QFB),W1QFB,4422,3F,OH,2,Xenia Weather AR Net,31,3,G,0,810,16,826,1150,NA,NA
W8XY,NA,400,1D,OH,2,NA,1,1,C,35,35,35,105,50,NA,NA
W8YY,NA,360,2D,MI,2,Husky ARC,5,2,C,0,26,43,69,170,Y,NA
W8ZHO,NA,2108,7A,MI,2,Muskegon Area AR Council,34,7,G,10,38,173,221,1570,NA,NA
W8ZZ,NA,122,1D,MI,2,Detroit ARA,1,1,C,0,18,0,18,50,NA,NA
W9AA (+KC9CDL),KC9CDL,2913,3A,IL,2,Hamfesters RC,33,3,G,237,8,189,434,1555,NA,NA
W9AB (+N9YOU),N9YOU,4471,3A,IN,2,Michiana ARC,15,3,G,164,501,433,1098,945,NA,NA
W9ASS,NA,162,1D,IL,2,NA,1,1,C,0,28,0,28,50,NA,NA
W9ATG (+N9TT),N9TT,4428,2A,IN,2,Hancock ARC,32,2,G,69,334,438,841,1940,NA,NA
W9AV (+W6RI),NA,7852,3B2,WI,2,CQ Octogenarians,2,3,G,1235,557,67,1859,550,NA,NA
W9AWE,NA,1638,3A,IL,2,Western IL ARC,10,3,G,65,200,14,279,550,NA,NA
W9AZ (+K9FO),K9FO,791,4AC,IL,2,Kankakee Area Radio Soc.,4,4,C,39,0,125,164,385,NA,NA
W9BON,NA,188,1B1,IN,2,NA,1,1,G,0,0,19,19,150,NA,NA
W9CMD,NA,104,1D,IN,2,NA,1,1,C,0,0,27,27,50,NA,NA
W9CQO (+AE9MY),AE9MY,8517,4A,WI,2,Ozaukee RC,40,4,G,895,171,1184,2250,1885,NA,NA
W9CVA,NA,1522,4A,WI,2,Chippewa Valley ARC,12,4,B,98,32,26,156,950,NA,NA
W9DKB,NA,1050,1B1,WI,2,NA,1,1,B,200,0,0,200,250,NA,NA
W9DUA,NA,2428,4A,IL,2,Sangamon Valley RC,10,4,B,135,207,195,537,670,NA,NA
W9EAU,NA,702,3AC,WI,2,Eau Claire ARC,13,3,C,23,0,130,153,350,NA,NA
W9EBV (+N9RPU),N9RPU,3125,3A,WI,2,Fond du Lac ARC,19,3,G,0,344,132,476,1485,NA,NA
W9EMM,NA,150,1D,IL,2,NA,1,1,C,0,0,50,50,50,NA,NA
W9ERE,NA,278,1D,CO,2,NA,1,1,C,34,23,0,57,50,NA,NA
W9ET (+WB9SBD),NA,5290,1B1B,WI,5,Driftless Zone Contesters,1,1,B,427,87,0,514,150,NA,NA
W9EX (+KD9ZLC),KD9ZLC,3931,4AC,IL,2,Central IL RC,29,4,C,404,197,211,812,1105,NA,NA
W9F,NA,1002,3A,IL,2,Northwest IL RC,7,3,G,60,0,56,116,650,NA,NA
W9FEZ,NA,3436,2A,IN,2,Mizpah Shrine Radio Unit,5,2,G,136,389,243,768,850,NA,NA
W9FFA,NA,0,1D,IN,0,Soc. of Midwest Contesters,1,1,C,0,108,0,108,0,Y,NA
W9FK,NA,1992,3A,WI,2,West Allis RAC,17,3,B,188,143,29,360,610,NA,NA
W9FRG,NA,5324,5A,WI,2,LEFROG/MAARS,9,5,G,0,527,878,1405,1460,NA,NA
W9G (+KB9SZK),KB9SZK,1802,6A,IL,2,Grundy Co. ARC,10,6,B,85,57,42,184,1150,NA,NA
W9GOO,NA,398,1D,IN,2,Northeastern IN ARA,1,1,C,0,87,0,87,50,NA,NA
W9GPB,NA,350,1E,IL,5,Bolingbrook ARS,1,1,B,0,0,40,40,150,NA,NA
W9HHX (+W9POG),W9POG,1959,4A,IL,2,Milwaukee School of Engineering ARC,19,4,G,0,129,269,398,905,NA,NA
W9I,NA,5018,2A,WI,2,W/K ARC of Greater Milwaukee,13,2,G,40,711,522,1273,970,NA,NA
W9JA,NA,0,1D,WI,1,NA,1,1,C,0,225,0,225,0,Y,NA
W9JCA,NA,772,4AC,IN,2,Jay Co. ARC,17,4,C,8,53,89,150,350,NA,NA
W9JP (+W9ISF),W9ISF,1586,2A,IN,2,Indianapolis RC,38,2,B,0,7,169,176,1220,NA,NA
W9JRF,NA,322,1E,AZ,2,EVQRP,1,1,B,0,0,86,86,150,NA,NA
W9JSP,NA,412,1B1,WI,2,West Allis RAC,1,1,B,0,62,7,69,150,NA,NA
W9JXT,NA,746,1D,ORG,2,Desert Radio Amateur Transmitting Soc.,1,1,C,111,38,0,149,150,NA,NA
W9JZ,NA,2748,4A,WI,2,Four Lakes ARC,20,4,B,307,97,241,645,650,NA,NA
W9KHH,NA,1158,1E,WI,2,Ozaukee RC,1,1,B,177,0,0,177,450,NA,NA
W9KTP,NA,606,1D,IN,2,NWI DX Club,1,1,C,114,0,0,114,150,NA,NA
W9LD,NA,454,1D,ID,2,Snohomish Co. Hams Club,2,1,C,101,0,0,101,50,NA,NA
W9LDX,NA,5118,1A,IN,2,Lafayette DX Assn.,13,1,G,451,323,386,1160,1250,NA,NA
W9LRC,NA,1292,4AC,WI,2,Lakeshore ARA,6,4,C,0,161,149,310,350,NA,NA
W9LRG,NA,728,1E,IL,2,NA,1,1,B,0,64,56,120,360,NA,NA
W9MAR,NA,734,1A,IN,2,Midwest ARS,3,1,B,0,91,10,101,350,NA,NA
W9MID,NA,1072,4A,IN,2,Mid-State ARC,18,4,B,0,10,141,151,750,NA,NA
W9MJL,NA,1924,3A,IL,2,Vermilion Co. ARA,23,3,G,0,163,301,464,670,NA,NA
W9MQB (+AE9MZ),AE9MZ,2042,2A,WI,2,Tri Co. ARC (WI),12,2,G,27,147,173,347,1000,NA,NA
W9MVA (+W9FCC),W9FCC,8447,2A,WI,2,Mississippi Valley ARA,17,2,G,944,108,1397,2449,1445,NA,NA
"W9N (K9GCC, KO4YAX)",NA,1422,2B2,WI,2,Tamiami ARC,2,2,B,0,216,29,245,500,NA,NA
W9NA,NA,966,3A,WI,2,Wisconsin Valley Radio Assn.,10,3,B,0,72,64,136,550,NA,NA
W9NE (+W9CEQ),W9CEQ,10503,8A,IL,2,Fox River Radio League,80,8,G,963,573,992,2528,2375,NA,NA
W9NJY,NA,3460,1B1B,WI,5,NA,1,1,B,311,0,0,311,350,NA,NA
W9NWS,NA,1254,1E,IN,2,Central IN Skywarn Club,1,1,B,0,0,602,602,50,NA,NA
W9OB (+K9UOK),K9UOK,2726,2A,IN,2,Henry Co. ARC,12,2,B,105,0,478,583,1350,NA,NA
W9OG (+W9SIR),W9SIR,5471,4F,IN,2,Tri State ARS,38,4,C,715,186,331,1232,1205,NA,NA
W9OO,NA,256,1E,IL,2,NA,1,1,G,0,24,5,29,150,NA,NA
W9OU,NA,1894,3A,IN,2,Northeastern IN ARA,37,3,B,27,71,176,274,1150,NA,NA
W9PC,NA,3442,1A,IN,2,Clinton Co. Contesters,3,1,G,541,0,204,745,870,NA,NA
W9REG,NA,4186,3A,IN,2,Tippacanoe ARA,27,3,G,708,8,186,902,950,NA,NA
W9RH (+AC9BT),AC9BT,1881,3A,WI,2,Milwaukee Radio Amateurs' Club,14,3,B,10,43,262,315,1145,NA,NA
W9SAC,NA,720,2F,IL,2,Salvation Army SATERN,5,2,G,0,0,85,85,550,NA,NA
W9SRC,NA,664,4A,IL,2,STARS ARC,12,4,B,0,0,57,57,550,NA,NA
W9SU (+W9RCA),W9RCA,20915,4A,IN,2,Indy United ARC,42,4,G,2135,107,2821,5063,6305,NA,NA
W9SW,NA,2138,2A,IL,2,Chicago Suburban Radio Assn.,22,2,G,0,82,320,402,1170,NA,NA
W9TAL (+KB9EZZ),KB9EZZ,3047,2A,IL,2,American Legion ARC Post 33,24,2,B,0,363,55,418,1485,NA,NA
W9TAZ,NA,946,3F,IL,2,Tazewell Co. ARS,20,3,C,22,0,204,226,450,NA,NA
W9TCV,NA,720,1B1,NFL,2,Pentagon ARC,1,1,B,0,0,60,60,600,NA,NA
W9TE,NA,1834,4A,IN,2,Ft. Wayne RC,31,4,G,161,0,220,381,750,NA,NA
W9TLS,NA,370,1B1B,NM,5,NA,1,1,B,0,12,0,12,250,NA,NA
W9TRA,NA,498,3AC,IL,2,Twin Rivers ARC,3,3,C,7,45,20,72,250,NA,NA
W9TTN,NA,808,5AC,WI,2,Watertown ARC,5,5,C,0,72,235,307,50,NA,NA
W9TTY,NA,54,1D,IL,2,NA,1,1,C,0,0,2,2,50,NA,NA
W9TY (+NE9A),NE9A,5635,2A,IL,2,Metro DX Club,14,2,G,1148,63,108,1319,575,NA,NA
W9UP (+AB9NE),AB9NE,4059,4A,WI,2,Riverland ARC,17,4,G,64,169,441,674,2245,NA,NA
W9UUU,NA,3532,5A,IN,2,Wabash Valley ARA,20,5,G,173,286,273,732,1150,NA,NA
W9VMW,NA,1576,3F,IN,2,Cass Co. ARC,22,3,C,0,0,338,338,900,NA,NA
W9VRC,NA,2580,5A,WI,2,Vilas Co. ARC,5,5,G,0,144,627,771,750,NA,NA
W9VT (+N9WDG),N9WDG,1587,4F,IL,2,Tri-Town RAC,14,4,C,5,0,176,181,1215,NA,NA
W9WCA (+KB9STB),KB9STB,2488,2A,WI,2,Wood Co. ARES/RACES,12,2,G,315,0,39,354,1150,NA,NA
W9WE,NA,278,1D,IL,2,Western IL ARC,1,1,C,0,57,0,57,50,NA,NA
W9WLX,NA,1946,1A,WI,2,WD6BNY Team,3,1,B,80,238,112,430,450,NA,NA
W9WWI (+W9JBQ),W9JBQ,2082,3A,IN,2,Clark Co. (IN) ARC,9,3,B,0,79,508,587,750,NA,NA
W9XF,NA,2070,3A,IL,2,Kishwaukee ARC,6,3,G,195,115,80,390,670,NA,NA
W9XG (+NA9Q),NA9Q,8425,4F,IL,2,River Bend Wireless Operators Club,53,4,C,963,529,376,1868,1705,NA,NA
W9XU,NA,1982,1E,WI,2,NA,1,1,G,433,0,0,433,250,NA,NA
W9YAK,NA,292,1A,IN,2,Wall Lake Hams,3,1,B,0,0,41,41,210,NA,NA
W9YES,NA,260,1B1B,IL,5,NA,1,1,B,0,11,0,11,150,NA,NA
W9YO,NA,550,1B1B,IL,5,NA,1,1,B,40,0,0,40,150,NA,NA
W9YOY,NA,628,1C,IL,2,NA,1,1,G,0,82,125,207,50,NA,NA
W9YRC (+W9YK),W9YK,2078,2F,IL,2,York RC,14,2,C,144,1,319,464,860,NA,NA
W9ZK,NA,696,1B1,OK,2,NA,1,1,B,0,0,223,223,250,NA,NA
W9ZL (+N9AOT),N9AOT,2260,2A,WI,2,Fox Cities ARC,24,2,G,62,91,314,467,1020,NA,NA
WA0AW,NA,342,1E,MO,2,Thunderhawks ARC,1,1,B,0,48,0,48,150,NA,NA
WA0BER,NA,90,1D,MO,2,NA,1,1,C,0,10,0,10,50,NA,NA
WA0CIE,NA,394,1B1,DE,2,Sussex ARA,1,1,B,11,0,0,11,350,NA,NA
WA0FYA,NA,1332,5A,MO,2,Zero-Beaters ARC,6,5,B,0,130,61,191,690,NA,NA
WA0LIF,NA,1110,1D,MN,2,Minnesota Wireless Assn.,1,1,C,127,138,0,265,50,NA,NA
WA0LIS,NA,590,1D,IL,2,Egyptian RC,2,1,C,135,0,0,135,50,NA,NA
WA0LJM,NA,590,1D,GA,2,NA,1,1,C,0,135,0,135,50,NA,NA
WA0MN (+N0UR),NA,1650,1B1C,MN,2,QRP Pals,1,1,C,282,118,0,400,50,NA,NA
WA0PFC,NA,226,1D,UT,2,NA,1,1,C,0,0,88,88,50,NA,NA
