call_does_not_include_checklogs,gota_call,club_name,section,number_of_transmitters,category,power_source,final_score,total_qsos,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,power_multiplier,bonus_points,number_of_participants
W5YM,NA,University of Arkansas ARC,AR,1,A,B,2924,825,262,0,563,2,750,12
W5ZA/M,NA,NA,LA,1,C,G,182,8,8,0,0,2,150,1
W5ZDN,W5TSA,Heart of Texas ARC,NTX,2,A,B,5076,954,800,29,125,2,1510,43
W6AB,NA,NA,SB,3,E,G,738,138,6,0,132,2,450,6
W6AF,NA,Oroville ARS,SV,3,A,G,872,193,18,0,175,2,450,40
W6AFA,NA,NA,LAX,1,E,G,2664,1257,0,0,1257,2,150,1
W6AGO,NA,Aerospace Employee Assn ARC,LAX,2,A,G,298,22,0,2,20,2,250,4
W6AJF,NA,NA,SF,3,A,B,1654,321,129,2,190,2,750,10
W6AK,W6CPU,Sacramento and Intel ARCs,SV,3,A,B,916,83,0,0,83,2,750,12
W6ARA,K6OTA,Palo Alto ARA,SCV,4,A,G,13920,4295,1650,0,2645,2,2030,178
W6AW,NA,NA,SV,1,E,G,1506,1005,451,0,554,1,50,5
W6BA,NA,Morongo Basin ARC,ORG,5,A,B,1700,272,50,53,169,2,950,44
W6BIV,NA,NA,SB,2,B2,B,784,109,108,0,1,2,350,2
W6BO,NA,W4JO RC,SV,1,A,G,346,236,60,0,176,1,50,3
W6BX,NA,Ridge Runners RC,SCV,1,AB,B,7270,657,645,0,12,5,760,4
W6COW,NA,NA,LAX,1,E,B,1360,118,101,3,14,5,250,1
W6CPD,NA,Comms Specialists Volunteers,ORG,2,F,C,602,159,110,7,42,2,50,7
W6CX,NA,Mount Diablo ARC,EB,2,A,O,1272,161,0,0,161,2,950,15
W6DMR,NA,Del Mar CERT,SDG,1,A,B,2736,533,460,0,73,2,750,3
W6DOJ,NA,NA,SV,1,E,G,236,64,29,0,35,2,50,2
W6DPM,NA,NA,LAX,1,D,C,206,78,0,0,78,2,50,1
W6EGF,NA,Elk Grove-Florin ARC,SV,3,A,G,468,51,8,0,43,2,350,10
W6EK,K6UDA,Sierra Foothills ARC,SV,4,A,G,3652,672,318,56,298,2,1560,85
W6EM,NA,NA,AL,1,E,B,355,41,0,0,41,5,150,1
W6ERE,W6WLL,Stanislaus ARA,SJV,9,A,B,2436,362,115,36,211,2,1410,52
W6F,KG6IYN,San Diego Six Shooters ARC,SDG,6,A,G,11592,3596,1175,0,2421,2,2050,112
W6FGJ,NA,NA,AR,2,D,C,442,46,0,0,46,2,350,26
W6GNS,WM6M,Rio Hondo ARC,LAX,2,A,O,1660,155,0,0,155,2,1350,27
W6HA,AC6RW,Hughes ARC,LAX,3,A,G,4106,1243,22,13,1208,2,1550,19
W6JJY,NA,NA,ORG,1,D,C,480,109,106,0,3,2,50,1
W6JW,W6J,Santa Clarita ARC,LAX,3,A,G,1206,98,0,0,98,2,1010,45
W6KA,NA,Pasadena RC / JPL ARC / CITARC,LAX,5,A,G,6036,1457,884,52,521,2,1250,55
W6KB,W6SG,REDXA/MARS,SF,3,A,G,7572,2161,799,11,1351,2,1630,30
W6KYF,NA,NA,SCV,1,E,B,282,33,33,0,0,2,150,1
W6LIE,NA,Kern Co-Central Valley ARC,SJV,4,A,G,784,66,51,0,15,2,550,25
W6LU,NA,NA,ORG,2,D,C,118,59,0,0,59,2,0,2
W6MLI,NA,Coronado Emergency Radio Ops,SDG,1,A,G,998,14,0,10,4,2,950,46
W6MZ,NA,NA,SDG,1,E,B,670,52,52,0,0,5,150,1
W6NJB,NA,NA,AR,1,E,G,584,217,0,0,217,2,150,1
W6PA,N6NH,Hospital Disaster Support Comms System,ORG,2,A,G,2106,301,177,0,124,2,1150,44
W6PRC,NA,San Gorgonio Pass ARC,ORG,3,A,B,1650,103,47,0,56,2,1350,41
W6PW,W6PW,San Francisco RC,SF,4,A,G,1526,138,0,0,138,2,1250,27
W6R,N6KKS,Paso Robles ARC,SCV,2,A,G,1802,437,13,42,382,1,1310,36
W6RDX,NA,San Diego/Imperial Co's Chapter Am Red Cross,SDG,3,F,C,420,185,0,0,185,2,50,17
W6RI,NA,NA,WI,1,B2,G,1620,473,262,0,211,2,150,2
W6RKC,NA,NA,SV,1,E,G,316,76,57,0,19,2,50,1
W6RMC,NA,NA,SF,1,D,C,608,149,125,5,19,2,50,1
W6RO,NA,Associated Radio Amateurs of Long Beach CA,LAX,6,A,G,4644,956,353,63,540,2,1900,30
W6SBA,NA,South Bay ARC,LAX,2,A,G,2440,381,199,15,167,2,1250,20
W6SCF,KI6FAO,SC4 ARC,SCV,2,A,G,2702,423,0,103,320,2,1650,37
W6SD,NA,San Fernando Valley ARC,LAX,3,A,G,1300,302,88,0,214,2,520,11
W6SF,NA,Stockton-Delta ARC,SJV,2,A,B,906,172,106,0,66,2,350,6
W6SFM,NA,Samuel F Morse ARC,SV,2,A,B,2872,423,423,0,0,2,1180,24
W6SJC,WW6G,San Jose ARES/RACES/ACS,SCV,2,A,G,1972,240,0,61,179,2,1370,34
W6SW,KJ6UVQ,San Andreas Faultline Survivors,SJV,2,A,B,4296,1118,611,34,473,2,770,14
W6TK,NA,NA,SB,1,D,C,1130,270,270,0,0,2,50,1
W6TOI,W6CHI,Downey ARC,LAX,2,A,G,2292,610,181,0,429,2,710,20
W6TRW,KM6EJB,W6TRW ARA,LAX,7,A,G,4806,1418,101,39,1278,2,1690,58
W6TSP,NA,NA,MT,1,E,O,839,789,0,0,789,1,50,3
W6UQ,AB6D,San Mateo RC,SCV,2,A,G,4180,1015,350,10,655,2,1430,24
W6UUS,NA,NA,SDG,2,A,G,1472,242,169,0,73,2,650,25
W6VMW,NA,NA,SCV,1,E,B,170,55,5,0,50,2,50,2
W6VVR,NA,Vaca Valley RC,EB,3,A,G,1224,119,18,0,101,2,950,15
W6YAR,NA,Yolo ARES-Yolo ARS & MVRC,SV,2,A,G,2084,368,50,14,304,2,1220,25
W6YV,NA,University of Southern California ARC,LAX,2,A,B,728,89,0,0,89,2,550,3
W6YX,K6SU,Stanford ARC,SCV,7,F,G,17420,5460,2436,79,2945,2,1470,41
W6ZE,W6NGO,Orange Co ARC,ORG,5,A,G,8236,2582,710,91,1781,2,1470,45
W6ZH,NA,NA,NM,1,B1,B,568,159,0,0,159,2,250,1
W6ZL,NA,NA,ORG,1,E,B,554,101,99,2,0,2,150,1
W6ZQ,NA,NA,ORG,1,D,C,389,174,165,0,9,1,50,1
W7A,NA,Maple Valley ARC,WWA,2,A,G,2310,443,0,37,406,2,1350,26
W7ACS,WR5J,Puget Sound Repeater Group and Seattle ACS,WWA,2,A,G,2896,481,12,40,429,2,1830,115
W7AIA,AD7UP,Clark Co ARC,WWA,3,A,G,2760,633,111,11,511,2,1250,150
W7AU,W7SST,Terrie Hill and Friends,OR,3,A,G,2898,596,259,129,208,2,930,8
W7AVM,N7AXJ,Island Co ARC,WWA,3,A,G,2236,345,81,57,207,2,1270,43
W7B,NA,Outback Hams,AZ,3,A,B,1154,199,0,3,196,2,750,4
W7BFI,KG7DON,Boundary ARC,ID,2,A,G,1832,190,0,11,179,2,1430,29
W7BI,WA7VC,Issaquah ARC,WWA,2,F,C,1776,353,125,25,203,2,770,26
W7BLR,NA,NA,WWA,1,B1,B,206,28,0,0,28,2,150,1
W7BV,NA,NA,AZ,1,B1B,B,780,68,68,0,0,5,100,1
W7BVT,KF7YBT,Washington Co Oregon ARES,OR,2,A,G,2380,388,192,35,161,2,1150,12
W7C,NA,NA,WY,1,A,G,4450,1000,1000,0,0,2,450,3
W7CF,NA,NA,WWA,1,B1B,B,440,9,9,0,0,5,350,1
W7CGA,NA,NA,AZ,1,C,B,818,142,142,0,0,2,250,1
W7DK,NA,RC of Tacoma,WWA,5,A,G,4728,1188,546,50,592,2,1160,81
W7DMR,NA,NA,OR,1,B2,B,208,29,0,0,29,2,150,2
W7DP,NA,Walla Walla ARC,EWA,2,A,G,1224,294,83,0,211,2,470,16
W7DRC,NA,Dixie ARC,UT,3,AC,C,1882,551,102,113,336,2,350,8
W7EAT,NA,NA,WWA,2,A,G,658,104,0,0,104,2,450,3
W7ECG,W7JIM,Whatcom EmComm Group,WWA,2,A,G,1522,121,0,20,101,2,1240,62
W7ED,NA,Gallatin Ham RC,MT,2,A,G,2440,720,222,3,495,2,550,20
W7EK,NA,Cascade RC,WWA,2,AC,C,1842,397,167,12,218,2,690,33
W7FLO,W7L,Central Oregon Coast ARC,OR,3,A,G,2896,388,110,85,193,2,1730,35
W7FLY,NA,Boeing Employees AR Operators North Soc,WWA,3,A,G,3148,718,521,0,197,2,670,8
W7FSL,NA,Freescale ARS,AZ,2,A,B,3878,862,602,0,260,2,950,7
W7FTX,KE9JU,NA,MT,2,A,G,1974,454,248,0,206,2,570,10
W7FZY,NA,NA,WWA,1,D,C,78,12,0,2,10,2,50,1
W7GB,NA,NA,EWA,1,D,C,1110,240,240,0,0,2,150,1
W7GDK,NA,NA,AZ,1,B2B,B,445,39,0,0,39,5,250,2
W7GF,NA,NA,OR,1,E,B,674,106,106,0,0,2,250,1
W7GHJ,NA,North East Washington ARC,EWA,2,A,B,1246,180,56,12,112,2,750,6
W7GRA,NA,NA,OR,4,A,G,912,125,6,0,119,2,650,8
W7HBP,NA,NA,EWA,3,A,G,680,100,0,5,95,2,470,6
W7HF,NA,Grays Harbor DX Club,WWA,1,A,G,1024,300,162,0,138,2,100,3
W7IME,NA,Terrain Gain Gang,WWA,3,AB,B,4085,387,211,109,67,5,550,3
W7IO,NA,Arizona ARC,AZ,2,A,G,1544,419,3,0,416,2,700,16
W7IVM,NA,Bridgerland ARC,UT,5,A,G,2570,703,80,27,596,2,950,60
W7JCR,KL7HI,Jefferson Co ARC,WWA,2,A,G,5504,1033,924,0,109,2,1590,27
W7JQ,NA,Burley ARC,WWA,2,A,B,1228,229,0,10,219,2,750,24
W7JS,NA,Glenn Valenta Memorial ARC,CO,3,A,G,1708,390,186,3,201,2,550,7
W7JSD,NA,NA,AZ,1,D,C,82,8,0,8,0,2,50,1
W7JZE,NA,NA,AZ,1,E,B,330,40,0,0,40,2,250,5
W7KF,NA,NA,MT,1,D,C,1934,892,892,0,0,1,150,1
W7LT,NA,Portland ARC,OR,4,AB,B,3420,252,188,14,50,5,1150,30
W7MDP,NA,NA,EWA,1,D,C,34,17,0,0,17,2,0,1
W7MOT,NA,MARCA,AZ,2,A,G,3510,927,303,0,624,2,1050,10
W7NT,NA,NA,OR,1,D,C,282,77,45,19,13,2,0,1
W7OQ,NA,NA,OR,1,D,C,408,204,204,0,0,1,0,1
W7ORE,NA,Radio Operator Assn of Dallas,OR,3,A,G,1458,271,83,0,188,2,750,7
W7OTV,NA,Oregon Tualatin Valley ARC,OR,4,A,G,6582,1502,974,60,468,2,1510,63
W7PIG,WH6B,Stanwood Camano ARC,WWA,3,A,B,4628,1009,457,103,449,2,1490,75
W7POE,NA,Haugan'S Heroes,MT,2,A,B,2458,382,322,0,60,2,1050,4
W7PRA,KE7ZKH,Peak Radio Assn,OR,5,A,G,2102,328,12,36,280,2,1350,12
W7PU,NA,ALL ARC,WWA,4,A,G,3700,788,387,0,401,2,1350,5
W7PX,NA,Hellgate ARC,MT,2,A,G,3748,965,684,0,281,2,450,16
W7PXL,WA7FQD,Valley RC of Eugene + Emerald ARS,OR,3,A,G,2070,362,177,21,164,2,950,45
W7Q,NA,Hoodview ARC,OR,4,A,G,2664,668,11,78,579,2,1150,30
W7R,NA,Pacific Co ARC,WWA,2,A,G,2234,386,0,106,280,2,1250,9
W7RCH,NA,Cottonwood Heights ARC,UT,1,F,G,2642,432,162,2,268,2,1450,16
W7RET,NA,Back Country Idaho Hams,ID,1,A,G,704,257,0,0,257,2,190,4
W7RIM,NA,NA,AZ,1,F,B,1855,181,140,0,41,5,250,6
W7RNX,NA,NA,ID,1,D,C,154,52,0,0,52,2,50,1
W7RT,NA,NA,AZ,1,E,B,412,80,26,0,54,2,200,1
W7S,NA,Sandy ARC,UT,2,F,C,1134,157,19,46,92,2,690,40
W7SA,NA,Radio Society of Tucson and Catalina RC,AZ,6,A,G,4726,990,698,0,292,2,1350,40
W7SAA,K7JLT,Salem ARC,OR,3,A,G,2564,379,230,68,81,2,1210,15
W7SAG,NA,NA,ID,1,B1B,B,1290,104,104,0,0,5,250,1
W7SKY,NA,Sky Valley ARC,WWA,3,A,G,1290,58,0,7,51,2,1160,8
W7SLS,NA,NA,WWA,1,E,B,594,56,12,4,40,2,450,1
W7SP,NA,Utah ARC,UT,3,A,G,6172,1835,568,108,1159,2,1150,98
W7SU,NA,Ogden ARC,UT,2,AC,C,758,207,42,45,120,2,170,18
W7TA,NA,Sierra Nevada ARS,NV,7,A,G,3512,592,360,79,153,2,1450,36
W7TD,NA,Apple City ARC,EWA,3,A,G,1386,282,0,16,266,2,790,24
W7UF,W7AZO,Scottsdale ARC,AZ,3,A,G,1092,236,75,0,161,2,470,27
W7UV,NA,NA,NV,1,E,O,524,133,28,1,104,2,200,1
W7VMI,NA,Vashon Maury Island RC,WWA,3,A,G,1596,253,0,20,233,2,1050,16
W7VNE,NA,Anaconda ARC,MT,2,A,G,4120,920,665,0,255,2,950,8
W7VOI,NA,Voice of Idaho,ID,5,AC,C,828,414,0,0,414,2,0,16
W7VW,N2RSN,Klamath Basin ARA,OR,4,A,G,1250,164,56,0,108,2,810,8
W7WOF/6,NA,NA,ORG,1,C,B,166,8,0,0,8,2,150,1
W7WOW,NA,NA,NV,1,A,G,582,123,43,0,80,2,250,3
W7WR,NA,NA,WWA,1,D,C,8,8,0,0,8,1,0,1
W7WSV,NA,NA,AZ,1,E,G,1234,225,181,36,8,2,350,1
W7YAQ,NA,NA,OR,1,E,G,3902,1028,680,118,230,2,250,1
W7YKN,NA,NA,NV,1,D,C,470,152,48,10,94,2,50,1
W7YRC,K7TSY,Yavapai ARC,AZ,2,F,C,2176,617,185,1,431,2,570,63
W7YS,KC7KCN,NA,AZ,3,A,G,5930,1309,803,118,388,2,1470,68
W7ZRC,NA,NA,ID,1,B1,B,1498,479,195,0,284,2,150,1
W8ACW,NA,Genesee Co RC,MI,8,A,G,5960,1349,760,146,443,2,1450,31
W8AFY,NA,NA,OH,4,F,B,674,56,56,0,0,2,450,8
W8AHT,NA,NA,OH,1,D,C,92,21,0,0,21,2,50,1
W8AJT,NA,Hamilton ARC,OH,3,A,G,4140,926,393,226,307,2,1050,21
W8AL,KT8BSA,Canton ARC,OH,2,A,B,3758,914,350,0,564,2,1230,41
W8AOK,NA,NA,WV,1,D,C,154,52,0,0,52,2,50,1
W8AWE,NA,NA,MI,1,B2,G,1346,312,236,0,76,2,250,2
W8AX,NA,Thumb ARC,MI,2,AC,C,1294,222,0,0,222,2,850,23
W8BAP,NA,NA,OH,3,D,C,1918,499,385,0,114,2,150,9
W8BFX,NA,NA,WWA,1,E,B,175,25,0,0,25,5,50,1
W8BI,NA,XWARN/DARA,OH,3,F,C,910,225,0,5,220,2,450,25
W8BM,NA,Cuyahoga ARS,OH,5,A,G,6690,1663,418,389,856,2,1750,26
W8BVL,NA,Belle Valley American Legion RC,OH,2,A,G,602,104,22,0,82,2,350,12
W8BXG,NA,Bearcat DX Club,OH,1,AC,C,864,307,0,0,307,2,250,5
W8CAH,NA,NA,IL,1,D,C,86,9,9,0,0,2,50,1
W8CCA,NA,Coshocton Co ARA,OH,3,AC,C,3700,728,310,237,181,2,1150,22
W8CCE,NA,Charlevox / Cheboygan / Emmet Co's Public Service Comms Org,MI,2,F,B,1440,341,0,54,287,2,650,10
W8CCI,NA,NA,OH,3,E,G,2684,901,115,51,735,2,550,12
W8CSO,KC8UNY,North Ottawa ARC,MI,3,AC,C,1686,225,52,1,172,2,1130,12
W8DC,NA,Grand Rapids ARA,MI,3,A,O,4996,1261,582,30,649,2,1250,30
W8DEL,NA,NA,OH,3,A,G,743,383,0,0,383,1,360,15
W8DF,KI4OZJ,Southern Michigan ARS,MI,4,AB,B,3785,348,125,54,169,5,1150,50
W8DGN,NA,Bellbrook ARC,OH,5,A,G,4188,807,262,60,485,2,1930,60
W8DXA,NA,Northern Ohio DX Assn,OH,2,A,G,9944,2860,1387,0,1473,2,1450,30
W8EDU,NA,Case ARC,OH,1,A,B,2764,699,138,0,561,2,1090,30
W8EHH,NA,Emerald Coast ARA,NFL,3,A,G,2318,299,92,93,114,2,1350,15
W8EQ,NA,Northwest Ohio ARC,OH,1,A,G,488,92,52,0,40,2,200,23
W8FSM,NA,NA,MI,1,E,B,1795,145,0,144,1,5,350,1
W8FTV,NA,Champaign Logan ARC,OH,3,A,G,1472,475,26,0,449,2,470,10
W8FY,NA,NA,OH,4,F,B,6164,1867,456,134,1277,2,1250,8
W8GJX,NA,W MI Repeater Assoc,MI,2,A,G,2320,386,294,55,37,2,850,7
W8GK,NA,Kanawha ARC,WV,3,A,G,7092,1725,923,83,719,2,1630,44
W8GTZ,NA,Motor City RC # 1,MI,1,A,G,1364,273,0,34,239,2,750,16
W8HH,NA,NA,OH,2,E,G,2344,874,0,73,801,2,450,12
W8HHF,KE8HEY,Toledo Mobile Radio Assn,OH,7,A,G,5566,1408,274,266,868,2,1670,63
W8HN,K2RWO,Medina 2 Meter Group,OH,4,A,G,6172,1536,816,79,641,2,1310,23
W8HP,W8JXU,Hazel Park ARC,MI,4,A,B,5308,1332,504,168,660,2,1300,47
W8ID,NA,Seneca RC,OH,3,A,G,2402,412,202,57,153,2,1060,20
W8LAP,NA,Lapeer Co ARA,MI,4,AC,C,820,233,0,2,231,2,350,17
W8LKY,KE8FSZ,Alliance ARC,OH,3,A,G,3380,937,364,4,569,2,770,40
W8LRC,KD8RXD,Lowell ARC,MI,3,A,G,5718,1673,238,13,1422,2,1870,25
W8MAA,K8CPT,Central MI ARC,MI,3,A,G,3990,934,593,63,278,2,810,49
W8MAI,W8KIT,Blossomland ARA,MI,2,A,G,3988,873,436,0,437,2,1370,70
W8MAL,NA,NA,OH,1,E,B,520,139,16,20,103,2,170,1
W8MCB,NA,Ottawa ARC,OH,1,A,G,954,377,0,0,377,2,200,4
W8MHV,NA,Athens Cty ARA,OH,1,A,O,4050,837,563,0,274,2,1250,10
W8MOP,NA,Bluefield WV East River ARC,VA,5,A,G,2260,409,176,0,233,2,1090,12
W8MRC,K8DV,Milford ARC,OH,3,A,B,4684,1214,522,81,611,2,1050,31
W8MRM,NA,Motor City RC # 2,MI,1,A,G,2096,558,0,0,558,2,980,16
W8NEO,NA,NA,NTX,1,E,B,1404,527,0,0,527,2,350,1
W8NL,NA,Morrow Co ARES,OH,3,A,G,520,60,0,0,60,2,400,6
W8NNC,NA,NA,OH,1,E,B,810,71,71,0,0,5,100,1
W8NOR,NA,NA,AZ,1,E,B,850,175,175,0,0,2,150,1
W8NP,NA,Massillon ARC,OH,2,A,G,2984,707,322,13,372,2,900,30
W8O,W8GO,Clinton Co and Highland ARA,OH,5,A,G,3580,932,229,74,629,2,1110,20
W8OTC,NA,Old Time Communications,MI,4,A,G,2222,725,0,1,724,2,770,8
W8PAR,NA,Parkersburg AR Klub,WV,3,A,G,2404,601,195,21,385,2,770,37
W8PI,W8DWL,Monroe Co Radio Comm Assn,MI,2,A,G,6734,1972,580,0,1392,2,1630,32
W8PIF,NA,M&M ARC,MI,2,A,G,1291,805,36,0,769,1,450,41
W8PIG,NA,Hoosier QRP  Group,IN,2,AB,B,4165,394,309,0,85,5,650,4
W8PN,NA,NA,OH,1,D,C,276,69,69,0,0,2,0,1
W8PRC,NA,Parma RC,OH,1,A,O,1462,327,29,0,298,2,750,50
W8QLY,NA,Mahoning Valley ARA,OH,8,A,G,7652,1850,785,206,859,2,1970,64
W8QQQ,NA,Shiawassee ARA,MI,2,A,G,752,201,0,0,201,2,350,9
W8RJL,NA,NA,SCV,1,B1C,C,1216,310,273,0,37,2,50,1
W8SP,NA,Mountaineer ARA,WV,3,A,G,7722,1812,1524,0,288,2,1050,21
W8TCM,NA,Cherryland ARC,MI,3,A,G,3014,709,323,0,386,2,950,48
W8THV,NA,FCACC/FCARES,OH,4,F,C,1446,240,36,2,202,2,890,55
W8TM,NA,NA,OH,1,D,C,2298,557,517,0,40,2,150,1
W8TNO,NA,Oakland Co ARS,MI,2,A,G,7856,2502,1001,0,1501,2,850,15
W8TWA,NA,NA,MI,1,D,C,742,173,173,0,0,2,50,1
W8UCO,N8IG,Union Co Ohio ARC,OH,3,A,G,4152,925,616,0,309,2,1070,33
W8UE,NA,NA,MI,1,C,B,1674,356,356,0,0,2,250,1
W8UM,W8RP,ARROW/UMarc,MI,3,A,G,7658,2000,1144,0,856,2,1370,75
W8USA,KC8KVR,Michigan AR Alliance,MI,2,AC,C,2246,678,420,0,258,2,50,10
W8VA,W8OI,Tri State ARA,WV,4,F,G,3258,818,68,198,552,2,1090,49
W8VM,NA,NA,OH,3,D,C,1990,589,228,3,358,2,350,21
W8VP,NA,Cambridge ARA,OH,2,A,G,1980,380,175,0,205,2,870,23
W8VPV,NA,Cuyahoga Falls ARC,OH,3,A,G,5478,1401,563,0,838,2,1550,36
W8VVL,NA,Queen City Emergency Net,OH,3,F,C,1044,347,84,6,257,2,170,20
W8VY,NA,Kalamazoo ARC,MI,4,A,G,5714,1695,587,0,1108,2,1150,46
W8WKY,NA,Silvercreek ARA,OH,3,A,G,2468,521,32,56,433,2,1250,10
W8WRK,NA,Butler Co ARA,OH,2,A,G,1254,302,0,0,302,2,650,10
W8WSL,NA,W8WSL Group,WV,3,A,G,550,235,0,15,220,2,50,4
W8XY,NA,Miller Family ARC,OH,1,A,G,1088,235,234,0,1,2,150,9
W8ZHO,NA,Muskegon Co EmComm Srvcs & Muskegon Area AR Council,MI,6,A,G,1502,203,23,0,180,2,1050,41
W8ZPF,NA,CRES & COOKEN ARCs,OH,3,A,G,4834,1191,585,116,490,2,1050,25
W8ZX,N8BAG,Tusco ARC,OH,2,A,G,2970,605,295,0,310,2,1170,33
W8ZZV,NA,NA,OH,3,A,G,864,107,0,0,107,2,650,5
W9AA,N9JYX,Hamfesters RC,IL,3,A,G,4166,934,377,117,440,2,1310,54
W9AIU,NA,NA,IL,2,E,G,2476,630,323,0,307,2,570,20
W9ATG,N9TT,Hancock ARC,IN,2,A,G,3780,748,412,5,331,2,1450,37
W9AV,NA,NA,WI,2,E,G,1264,275,232,0,43,2,250,2
W9AWE,W9OAB,Western IL ARC + Hannibal ARC,IL,2,F,C,4798,1247,527,0,720,2,1250,12
W9AZ,N9FD,Kankakee ARS,IL,2,A,G,4026,1012,576,0,436,2,850,8
W9C,NA,Chicago FM Club,IL,3,AC,C,568,159,0,0,159,2,250,15
W9CCU,NA,NA,IL,3,A,G,4540,1145,700,0,445,2,850,10
W9CJS,NA,NA,IL,1,B1B,B,600,50,50,0,0,5,100,1
W9CQ,NA,Wisconsin ARC,WI,5,AC,C,1624,427,10,0,417,2,750,19
W9DCA,NA,NA,IL,1,B1B,B,330,18,18,0,0,5,150,1
W9DUA,KC9WMV,Sangamon Valley RC,IL,6,A,B,2750,698,166,1,531,2,1020,6
W9DUP,KC9UPO,DuPage ARC,IL,4,A,G,5532,1157,545,249,363,2,1630,60
W9EAU,NA,Eau Claire ARC,WI,1,AC,C,2254,570,482,0,88,2,150,17
W9EBK,NA,NA,IL,1,E,B,594,130,117,0,13,2,100,1
W9EBV,W9EBV,Fond du Lac ARC,WI,3,A,G,2928,610,216,133,261,2,1010,56
W9EO,NA,NA,LAX,1,D,C,66,8,0,0,8,2,50,1
W9EOC,NA,Old Post ARS,IN,2,F,C,354,102,0,0,102,2,150,10
W9EX,NA,Central Illinois RC,IL,3,AC,C,4414,1068,544,140,384,2,910,33
W9F,NA,North West Illinois  ARC,IL,3,A,G,1392,141,0,30,111,2,1050,13
W9FEZ,NA,NA,IN,2,A,G,2384,550,360,7,183,2,550,10
W9FFA,NA,NA,IN,1,D,C,246,50,24,24,2,2,50,1
W9FHA,NA,NA,IN,1,B1B,B,1270,122,122,0,0,5,50,1
W9FK,NA,West Allis RAC,WI,2,A,G,4278,1100,564,0,536,2,950,17
W9GA,AB9CD,Ozaukee RC,WI,5,A,G,12734,3626,1829,27,1770,2,1770,49
W9GFD,NA,Knox Co ARC,IL,1,A,G,572,161,0,0,161,2,250,5
W9GO,NA,Kokomo ARC,IN,5,A,G,2986,719,231,18,470,2,1050,21
W9GRS,NA,NA,IN,1,C,B,180,2,0,0,2,2,170,2
W9GYK,NA,NA,WI,1,D,C,110,30,0,0,30,2,50,1
W9IAN,NA,NA,OK,2,B2,G,1986,496,212,0,284,2,570,2
W9IHW,NA,NA,WI,1,E,B,188,19,0,0,19,2,150,1
W9II/M,NA,NA,IL,1,C,B,84,34,0,0,34,1,50,1
W9IKU,NA,NA,WI,1,B1B,B,750,70,13,57,0,5,50,1
W9JFK,NA,NA,WV,1,B2B,B,2165,214,169,0,45,5,250,2
W9JOZ,NA,Starke Co ARC,IN,2,A,B,482,66,0,0,66,2,350,12
W9JZ,NA,Four Lakes ARC,WI,6,A,G,3410,557,341,72,144,2,1470,41
W9KHH,NA,NA,WI,1,D,C,976,183,180,0,3,2,250,1
W9LDX,NA,Lafayette DX Assn,IN,1,A,G,6146,1777,621,0,1156,2,1350,10
W9LRC,NA,NA,WI,3,AC,C,900,209,0,66,143,2,350,6
W9LYA,NA,Metro ARC,IL,1,F,C,1610,300,36,34,230,2,870,20
W9MAR,NA,NA,IN,1,E,G,372,69,0,67,2,2,100,2
W9MKS,K9ZQ,Starved Rock RC,IL,4,A,B,2428,366,0,3,363,2,1690,36
W9MQB,KD9PM,Tri Co ARC,WI,2,A,G,2950,604,365,11,228,2,990,16
W9MVA,NA,Mississippi Valley ARA,WI,2,A,G,7270,2364,741,0,1623,2,1060,6
W9NA,NA,Wisconsin Valley Radio Assn,WI,4,A,G,1762,150,46,0,104,2,1370,30
W9NE,W9CEQ,Fox River Radio League,IL,6,A,G,10372,2847,1324,0,1523,2,2030,50
W9OB,NA,Henry Co ARC,IN,2,AC,C,1670,560,0,0,560,2,550,25
W9OG,WA9C,TRI-STATE ARS,IN,4,F,C,4930,1209,466,145,598,2,1290,41
W9P,WX9PAL,Palatine ARES RACES/Aux Comm,IL,2,A,G,5368,1411,370,58,983,2,1690,47
W9PA,NA,NA,IN,1,D,C,306,181,75,0,106,1,50,1
W9PC,NA,Clinto Co Contesters,IN,1,A,G,4202,964,662,0,302,2,950,7
W9RAR,NA,Rifles & Radios,OH,1,AC,C,382,116,0,0,116,2,150,8
W9RCJ,NA,NA,IN,1,B1B,B,355,31,0,0,31,5,200,1
W9RH,NA,Milwaukee Radio Amateurs' Club / MAARS / LEFROG,WI,4,A,G,2800,595,293,37,265,2,950,30
W9ROB,NA,NA,IN,1,B1C,C,174,62,0,0,62,2,50,1
W9SPI,NA,Capital Area AR ERT,IL,2,A,B,1206,228,200,0,28,2,350,5
W9SRB,NA,NA,IL,1,B1B,B,680,86,0,0,86,5,250,1
W9SRC,N9HSH,STARS ARC,IL,3,A,G,802,85,0,31,54,2,570,15
W9SW,KA9ERS,Chicago Suburban Radio Assn,IL,2,A,G,2134,586,155,1,430,2,650,15
W9TE,KB9DEB,Fort Wayne RC,IN,6,A,G,6024,1243,814,0,429,2,1910,49
W9TH,NA,NA,IN,1,D,C,176,63,0,0,63,2,50,1
W9TS,NA,NA,IL,1,E,B,5760,551,551,0,0,5,250,1
W9TY,NA,Metro DX Club,IL,2,A,G,5222,1378,1008,0,370,2,450,16
W9UDU,NA,NA,WI,2,D,C,354,177,0,0,177,2,0,16
W9UUU,K9CAT,Wabash Valley ARA,IN,7,A,G,5648,1627,241,121,1265,2,1670,25
W9UVI,W9PIA,Peoria Area-ARC,IL,3,A,B,1412,215,13,43,159,2,870,32
