call,gota_call,score,category,section,pwr_mult,club_name,participants,xmtrs,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qs_os,bonus_points
W8JJB,NA,364,1D,OH,2,Delaware ARA,1,1,C,0,0,57,57,250
W8JTW,NA,658,1E,OH,2,Marietta ARC,1,1,G,100,0,4,104,250
W8KEN,NA,924,1D,OH,1,Northern DX Assn,1,1,C,0,437,0,437,50
W8KJ,NA,1322,1E,OH,2,Butler County (OH) ARA,2,1,G,145,0,296,441,150
W8KNO,NA,398,1B1,OH,2,Portage County Amateur Radio Service,1,1,B,62,0,0,62,150
W8KO,NA,310,1B1,ORG,2,Long Island CW Club,1,1,B,40,0,0,40,150
W8KRF,NA,1008,1E,OH,2,NOARS,1,1,G,0,213,3,216,150
W8KRS,NA,558,1D,MI,2,Oakland County ARS,1,1,C,127,0,0,127,50
W8KU,NA,232,1D,OH,2,Parma RC,1,1,C,0,20,1,21,150
W8LLY,NA,210,1D,OH,2,Bellbrook ARC,1,1,C,0,0,10,10,190
W8LRJ,NA,962,1D,OH,2,Bellbrook ARC,1,1,C,9,139,60,208,250
W8LVN,NA,4770,1D,IL,2,North Shore (IL) RC,1,1,C,1180,0,0,1180,50
W8MAA,NA,1466,1D,MI,2,Central Michigan ARC,1,1,C,354,0,0,354,50
W8MAI,W8KIT,1344,2A,MI,2,Blossomland ARA,12,2,G,203,0,91,294,350
W8MAL,NA,1886,5A,OH,2,Risingsun Field Day Group,8,5,G,2,24,316,342,1150
W8MCW,NA,1286,1B1,MI,2,Motor City RC,1,1,B,0,208,2,210,450
W8MDC,NA,234,1E,OH,2,Delaware ARA,1,1,B,0,0,42,42,150
W8MET,NA,1277,1D,OH,1,Splinter Group ARC,2,1,C,0,0,1227,1227,50
W8MHV,NA,1158,1E,OH,2,Athens County ARA,2,1,S,200,0,4,204,350
W8MRL,NA,1423,1E,OH,1,Butler County (OH) ARA,1,1,G,0,490,93,583,350
W8MSC,NA,70,1B1,MI,2,South Lyon Area ARC,1,1,B,5,0,0,5,50
W8NAT,NA,144,1D,MI,2,Livonia ARC,1,1,C,21,0,5,26,50
W8NCI,NA,136,1A,OH,2,NA,3,1,B,0,0,43,43,50
W8ND,NA,650,1D,OH,2,West Chester ARA,1,1,C,150,0,0,150,50
W8NEE,NA,58,1E,OH,2,CRES ARC,1,1,B,1,0,2,3,50
W8NLZ,NA,152,1D,VA,2,Virginia Beach ARC/Virginia DX Century Club,1,1,C,0,0,51,51,50
W8NNC,NA,1340,1E,OH,5,NOARS,1,1,B,119,0,0,119,150
W8NOR,NA,762,1E,AZ,2,NA,1,1,B,153,0,0,153,150
W8NWA,NA,70,1D,TN,2,Nashville ARC,1,1,C,0,5,0,5,50
W8OP,NA,2250,1D,WV,2,Mountaineer ARA,1,1,C,550,0,0,550,50
W8OU,NA,998,1D,OK,2,Edmond ARS,1,1,C,237,0,0,237,50
W8OV,NA,1150,1E,NTX,2,Plano AR Klub,1,1,S,200,0,0,200,350
W8PAB,NA,222,1D,OH,2,Steubenville-Weirton ARC,1,1,C,0,1,84,85,50
W8PI,NA,2682,1D,MI,2,Monroe County Radio Communications Assn,1,1,C,658,0,0,658,50
W8PN,NA,1158,1D,OH,2,WEST PARK RADIOPS,1,1,C,277,0,0,277,50
W8PSP,NA,982,2D,MI,2,Copper Country Radio Amateur Assn,5,2,C,0,0,446,446,90
W8RAD,NA,452,1B1,MI,2,Thunder Bay ARC,1,1,B,0,0,51,51,350
W8RCH,NA,200,1B2B,OH,5,NA,2,1,B,0,0,10,10,150
W8RES,NA,1098,1D,OH,2,Dial RC of Middletown,1,1,C,130,132,0,262,50
W8RJC,NA,292,1E,MI,2,North Ottawa ARC,1,1,B,0,0,71,71,150
W8RJL,NA,1686,1D,SCV,2,West Valley ARA,1,1,C,384,0,0,384,150
W8RP,NA,860,2B2,MI,2,Arrow Communications Assn,2,2,S,0,58,139,197,350
W8RT,NA,4334,1D,MI,2,Southern MI ARS,2,1,C,1071,0,0,1071,50
W8RZ,NA,606,1B1,MI,2,Society of Midwest Contesters,1,1,B,135,1,6,142,50
W8SBL,NA,342,2A,OH,2,Clinton County ARA,4,2,G,0,0,36,36,270
W8SEV,NA,150,1D,MI,2,North Ottawa ARC,1,1,C,0,0,50,50,50
W8SMK,NA,116,1D,OH,2,Delaware ARA,1,1,C,0,0,33,33,50
W8SP,NA,1500,1D,WV,2,Mountaineer ARA,9,1,C,227,0,46,273,500
W8SUN,NA,1835,1E,VA,5,Roanoke Valley ARC,1,1,B,143,0,11,154,350
W8TAU,NA,62,1D,MI,2,NA,1,1,C,0,3,0,3,50
W8TB,NA,1832,1E,OH,2,Silvercreek ARA,1,1,G,0,381,29,410,250
W8TCM,NA,3554,5A,MI,2,Cherryland ARC,12,5,G,327,12,724,1063,750
W8TK,NA,4150,1D,AZ,2,Oro Valley ARC,1,1,C,1000,0,0,1000,150
W8TM,NA,3258,1D,OH,2,West Chester ARA,1,1,C,777,0,0,777,150
W8TOM,NA,514,1E,MI,2,NA,2,1,S,11,100,0,111,70
W8TV,NA,375,1B1B,WV,5,NA,1,1,B,21,0,3,24,150
W8TY,NA,944,1E,OH,2,Northwest Ohio ARC,1,1,B,211,0,0,211,100
W8UE,NA,1220,1E,MI,5,NA,1,1,B,107,0,0,107,150
W8VA,NA,1456,3F,WV,2,Tri-State ARA,10,3,G,145,34,45,224,650
W8VND,NA,2366,3A,OH,2,Queen City Emergency Net,10,3,G,214,122,286,622,450
W8VPV,NA,1788,2E,OH,2,Cuyahoga Falls ARC,2,2,G,203,0,303,506,370
W8WEJ,NA,922,1E,WV,2,NA,1,1,G,95,98,0,193,150
W8WGR,NA,1072,3D,OH,2,Mound ARA,2,3,C,246,0,9,255,70
W8WGT,NA,642,1D,OH,2,Mound ARA,1,1,C,148,0,0,148,50
W8WLI,NA,166,1D,OH,2,Parma RC,1,1,C,0,0,58,58,50
W8WLK,NA,574,1E,OH,2,Madison County (OH) ARC,1,1,B,0,0,162,162,250
W8WTD,NA,246,1D,OH,2,Queen City Emergency Net,1,1,C,0,16,66,82,50
W8WZ,NA,1258,1E,NC,2,Raleigh ARS,1,1,G,201,0,2,203,450
W8XH,NA,250,1D,MI,2,South Lyon Area ARC,1,1,C,0,0,100,100,50
W8XRN,NA,2440,3F,OH,2,Dayton ARA/Xenia Weather Amateur Radio Net,23,3,G,0,230,105,335,1310
W8XY,NA,74,1D,OH,2,NA,1,1,C,0,2,8,10,50
W8Y,NA,308,1D,OH,2,Youth on the Air,2,1,C,0,0,69,69,170
W8YIH,NA,766,1E,OH,2,Portage County Amateur Radio Service,1,1,B,0,178,2,180,50
W8ZAC,NA,289,1D,MI,1,Genesee County RC,1,1,C,1,23,91,115,150
W8ZHO,NA,252,1A,MI,2,Muskegon Area Amateur Radio Council,4,1,B,0,0,1,1,250
W8ZX,NA,3084,5A,OH,2,TUSCO ARC,25,5,G,63,8,605,676,1590
W8ZZX/M,NA,958,1C,MI,2,Central Michigan ARC,1,1,B,0,0,454,454,50
W9A,NA,1482,3A,IN,2,K9NZF Systems Kleer Konnect Network,6,3,G,31,22,450,503,370
W9AB,NA,4932,3A,IN,2,Michiana ARC,14,3,G,606,76,527,1209,1150
W9AKS,NA,494,1D,WI,2,Lakes Area (WI) ARC,1,1,C,0,111,0,111,50
W9AMA,NA,498,1D,OH,2,Clinton County ARA,1,1,C,0,90,44,134,50
W9AT,NA,1048,1D,GA,2,North Shore (IL) RC,1,1,C,214,5,11,230,150
W9ATG,N9TT,2060,2A,IN,2,Hancock ARC,48,2,G,56,71,251,378,1050
W9AUV,NA,178,1D,IL,2,Fox River Radio League,1,1,C,0,0,64,64,50
W9AV,NA,5024,1B2,WI,2,Society of Midwest Contesters,2,1,G,714,340,279,1333,250
W9AWX,NA,426,1D,WI,2,Ham Radio Outlet Milwaukee ARC,1,1,C,0,87,14,101,50
W9BJ,NA,102,1D,WI,2,Greater Beloit ARC,1,1,C,0,0,26,26,50
W9BR,NA,2054,1D,IL,2,Lake County RACES/ARES,1,1,C,0,0,1002,1002,50
W9BS,NA,850,1E,SFL,2,NA,1,1,G,0,175,0,175,150
W9BU,NA,400,1B1,IN,2,Dillman's Amateur Radio Experimenters,1,1,B,0,0,25,25,350
W9BWC,NA,160,1D,MI,2,North Ottawa ARC,1,1,C,40,0,0,40,0
W9CA,NA,5498,1D,IL,2,CorTek Radio Assn,1,1,C,1337,0,0,1337,150
W9CC,NA,650,1D,IN,2,Dillman's Amateur Radio Experimenters,2,1,C,132,18,0,150,50
W9CHD,NA,288,1D,WI,2,NA,1,1,C,47,0,0,47,100
W9CHI,NA,694,1D,IL,2,Chicago Suburban Radio Assn,1,1,C,0,0,272,272,150
W9CY,NA,60,1D,IL,2,Bolingbrook ARS,1,1,C,0,0,5,5,50
W9CYA,NA,1258,1D,KY,2,NA,1,1,C,302,0,0,302,50
W9DAL,NA,75,1D,NFL,1,The Villages ARC,1,1,C,0,0,25,25,50
W9DEE,NA,332,1D,IL,2,North Shore (IL) RC,2,1,C,0,0,91,91,150
W9DKB,NA,934,1E,WI,2,NA,1,1,B,169,0,4,173,250
W9DUB,NA,470,1D,WI,2,W/K ARC of Greater Milwaukee,1,1,C,0,75,10,85,150
W9DX,NA,1550,1E,IL,2,River Bend Wireless Operators Club,1,1,G,0,0,650,650,250
W9DXR,NA,742,1D,IL,2,Schaumburg ARC,1,1,C,173,0,0,173,50
W9EBK,NA,562,1E,IL,2,Sangamon Valley RC,1,1,B,2,114,24,140,50
W9EJM,NA,300,1B1,IL,2,NA,1,1,G,0,50,0,50,100
W9EN,NA,1616,1E,AZ,2,NA,2,1,G,138,76,55,269,650
W9EO,NA,524,1D,LAX,2,Pasadena RC,1,1,C,0,105,27,132,50
W9EOC,NA,564,2F,IN,2,Old Post ARS,10,2,C,0,0,57,57,450
W9EQ,NA,1306,1B1,NC,2,Carolina DX Assn,1,1,B,214,0,0,214,450
W9ETC,NA,82,1D,NFL,2,The Villages ARC,1,1,C,0,0,16,16,50
W9FAA,NA,352,1D,WI,2,Hidden Valleys ARC,1,1,C,0,48,55,103,50
W9FEZ,NA,452,1A,IN,2,Mizphah Shrine Radio Unit,3,1,G,0,0,101,101,250
W9FF,NA,126,1D,IL,2,Society of Midwest Contesters,1,1,C,0,19,0,19,50
W9FHA,NA,990,1B1B,IN,5,Tri State ARS,1,1,B,94,0,0,94,50
W9FRG,NA,2846,5A,WI,2,LEFROG,5,5,G,47,420,164,631,650
W9G,NA,1162,5A,IL,2,Grundy County ARC,12,5,G,10,57,22,89,850
W9GA,NA,2080,1E,WI,5,Ozaukee RC,1,1,B,106,54,46,206,250
W9GFD,NA,726,1A,IL,2,Knox County ARC,6,1,G,0,29,130,159,350
W9GO,NA,2098,4A,IN,2,Kokomo ARC,19,4,G,249,173,80,502,250
W9GOO,NA,638,1D,IN,2,Northeastern Indiana ARA,1,1,C,0,147,0,147,50
W9GRG,NA,210,1E,AZ,2,Oro Valley  ARC,1,1,B,0,0,30,30,150
W9GT,NA,1570,1D,IN,2,Fort Wayne RC,1,1,C,374,0,12,386,50
W9GUS,NA,1354,3A,IN,2,Hoosier Hills Ham Club,15,3,G,0,76,50,126,950
W9GY,NA,564,1D,MI,1,Copper Country Radio Amateur Assn,1,1,C,257,0,0,257,50
W9HH,NA,252,1D,IL,2,Northwest Illinois RC,1,1,C,0,0,101,101,50
W9HI,NA,748,1D,IL,2,Fox River Radio League,1,1,C,0,32,185,217,250
W9HLQ,NA,728,1D,IL,2,Hamfesters RC,2,1,C,0,129,81,210,50
W9I,NA,4386,1D,WI,2,W/K ARC of Greater Milwaukee,1,1,C,935,149,0,1084,50
W9IE,NA,458,1D,IL,2,Kankakee Area Radio Soc,1,1,C,102,0,0,102,50
W9IKU,NA,920,1B2B,WI,5,NA,2,1,B,0,57,0,57,350
W9ILY,NA,1230,1D,IL,2,Metro DX Club,1,1,C,295,0,0,295,50
W9INE,NA,166,1D,CO,2,Estes Valley ARC,1,1,C,0,0,58,58,50
W9JDM,NA,470,1E,IL,5,Fox River Radio League,1,1,B,0,22,0,22,250
W9JFK,NA,690,1AB,WI,5,Hidden Valleys ARC,4,1,B,47,0,14,61,150
W9JGH,NA,422,1D,IL,2,Chicago Suburban Radio Assc.,1,1,C,0,37,62,99,150
W9JI,NA,814,1B1,WI,2,Ozaukee RC,1,1,G,166,0,0,166,150
W9JN,NA,174,1D,WI,2,Heart Of Wisconsin Amateur Radio Group,1,1,C,8,16,14,38,50
W9JPR,NA,422,1D,IL,2,Hamfesters RC,2,1,C,0,0,136,136,150
W9JSP,NA,252,1D,WI,2,West Allis RAC,1,1,C,0,50,1,51,50
W9JXT,NA,458,1D,ORG,2,NA,1,1,C,50,50,4,104,50
W9KAO,NA,502,1D,IL,2,Schaumburg ARC,1,1,C,0,102,22,124,50
W9KB,NA,778,1D,SFL,2,ARA of Southwest Florida,1,1,C,67,115,0,182,50
W9KEY,NA,2454,1D,WI,2,LEFROG,1,1,C,0,461,230,691,150
W9KHH,NA,590,1B1,WI,2,Ozaukee RC,1,1,B,60,0,0,60,350
W9KM,NA,1270,1D,IL,2,Bolingbrook ARS,1,1,C,305,0,0,305,50
W9KOZ,NA,100,1D,CO,2,NA,1,1,C,0,0,25,25,50
W9KTP,NA,558,1E,IN,2,Northwest Indiana DX Club,1,1,B,77,0,0,77,250
W9KXQ,NA,1400,1D,IL,2,Okaw Valley ARC,2,1,C,153,61,237,451,70
W9KXT,NA,116,1D,IL,2,Hamfesters RC,1,1,C,0,0,33,33,50
W9LCM,NA,1288,1D,IN,1,Cass County ARC,1,1,C,0,0,1238,1238,50
W9LD,NA,534,1D,ID,2,Snohomish County Hams Club,2,1,C,121,0,0,121,50
W9LDX,NA,1358,1D,IN,1,Lafayette DX Assn,1,1,C,603,0,2,605,150
W9LR,NA,1494,1D,WI,2,MM Expeditionary Force,1,1,C,261,72,6,339,150
W9MAF,NA,1170,1D,MO,2,Tri Lakes ARC,1,1,C,280,0,0,280,50
W9MCP,NA,274,1E,IN,2,Clark County (IN) ARC,1,1,B,0,0,12,12,250
W9MDB,NA,270,1D,IL,2,NA,1,1,C,0,55,0,55,50
W9MJL,NA,878,4A,IL,2,Vermilion County ARA,9,4,G,0,39,136,175,450
W9MQB,NA,1070,2A,WI,2,Tri County ARC (WI),7,2,G,0,88,84,172,550
W9MVA,NA,3522,2A,WI,2,Mississippi Valley ARA,10,2,G,0,0,1066,1066,1390
W9MXC,NA,654,1D,IL,2,Lewis and Clark RC,1,1,C,0,0,202,202,250
W9MXQ,NA,486,1D,WI,2,Wisconsin ARC,1,1,C,0,0,218,218,50
W9NAW,NA,150,1D,WI,2,West Allis RAC,1,1,C,0,0,50,50,50
W9NBG,NA,76,1D,IL,2,McHenry County Wireless Assn,1,1,C,0,0,13,13,50
W9NJY,NA,210,1D,WI,2,MM Expeditionary Force,2,1,C,35,1,8,44,50
W9NPI,NA,534,1D,MI,2,Hazel Park ARC,1,1,C,121,0,0,121,50
W9NUQ,NA,135,1D,STX,1,Texas Emergency Amateur Communicators,1,1,C,0,0,85,85,50
W9NZB,NA,166,1B1,WI,2,NA,1,1,B,4,0,0,4,150
W9OU,NA,1660,3A,IN,2,Northeastern Indiana ARA,30,3,G,106,0,193,299,850
W9OW,NA,80,1D,AZ,2,Oro Valley ARC,1,1,C,0,0,15,15,50
W9PA,NA,2626,1D,IN,2,NA,1,1,C,196,448,0,644,50
W9PC,NA,2610,1A,IN,2,Clinton County Contestors,9,1,G,361,0,208,569,750
W9PL,NA,504,1D,WWA,1,Radio Club of Redmond,1,1,C,227,0,0,227,50
W9PLW,NA,56,1D,IN,2,Indianapolis RC,1,1,C,0,0,3,3,50
W9QL,NA,2116,1D,IL,2,Lake County RACES/ARES,1,1,C,211,16,529,756,150
W9RH,NA,274,1D,WI,2,Milwaukee Radio Amateurs' Club,1,1,C,0,0,62,62,150
W9RKK,NA,94,1D,IL,2,Schaumburg ARC,1,1,C,0,0,22,22,50
W9RLL,NA,342,1D,WI,2,Big Thunder ARC,1,1,C,0,73,0,73,50
W9RN,NA,3238,1D,WI,2,MM Expeditionary Force,1,1,C,772,0,0,772,150
W9SAU,NA,354,1D,IL,2,Northern Illinois Quad County Amateur Radio Group,1,1,C,51,0,0,51,150
W9STS,NA,494,1E,SC,2,Fox River Radio League,1,1,G,0,27,18,45,350
W9SU,W9RCA,17330,3A,IN,2,Indy United ARC,32,3,G,2564,165,2112,4841,2190
W9SW,NA,874,1D,IL,2,Chicago Suburban Radio Assn,1,1,C,206,0,0,206,50
W9TA,NA,258,1D,WI,2,Sheboygan County ARC,1,1,C,2,0,100,102,50
W9TAL,NA,646,1E,IL,2,American Legion Post 33 ARC,1,1,B,0,3,42,45,550
W9TAM,NA,72,2D,IL,2,Dupage ARC,1,2,C,0,0,11,11,50
W9TAX,NA,118,1D,NFL,2,Orange County ARES,1,1,C,0,14,6,20,50
W9TE,NA,1994,3A,IN,2,Fort Wayne RC,19,3,G,200,66,90,356,750
W9THC,NA,78,1D,SB,2,Smokin Tokin Jokin ARC,1,1,C,0,7,0,7,50
W9TN,NA,802,1D,IN,2,Lafayette DX Assn,1,1,C,83,80,0,163,150
W9TOC,NA,70,1D,IL,2,North Shore (IL) RC,1,1,C,0,0,10,10,50
W9TS,NA,4170,1E,IL,5,NA,1,1,B,392,0,0,392,250
W9TTY,NA,394,1D,IL,2,Chicago Suburban Radio Assc.,1,1,C,0,7,8,15,350
W9U,NA,306,2B2C,IL,2,Friends of Amateur Radio Group,2,2,C,0,0,28,28,250
W9UUU,NA,4142,6A,IN,2,Wabash Valley ARA,15,6,G,200,272,252,724,1750
W9VA,NA,106,1D,IL,2,North Shore (IL) RC,1,1,C,0,14,0,14,50
W9VCL,NA,650,3A,WI,2,Sheboygan County ARC,5,3,G,0,0,50,50,550
W9VRC,NA,1659,5A,WI,1,Vilas County RC,5,5,G,0,0,809,809,850
W9WCA,NA,2952,3A,WI,2,Wood County ARES/RACES,10,3,G,380,92,97,569,870
W9WE,NA,966,1D,IL,2,Western Illinois ARC,1,1,C,229,0,0,229,50
W9WLX,NA,2014,1D,WI,2,West Allis RAC,1,1,C,155,220,182,557,150
W9WO,NA,226,1D,IN,1,Dillman's Amateur Radio Experimenters,1,1,C,0,88,0,88,50
W9WWI,NA,2264,5A,IN,2,Clark County (IN) ARC,6,5,G,0,7,393,400,1450
W9XA,NA,930,2C,MN,2,Fox River Radio League,2,2,O,167,0,6,173,250
W9XB,NA,1058,1D,IL,2,The 415 ARC,1,1,C,0,252,0,252,50
W9XS,NA,1798,1C,IL,2,Dupage ARC,1,1,B,387,0,0,387,250
W9XT,NA,5964,1D,WI,2,Ozaukee RC,1,1,C,1236,0,435,1671,150
W9XU,NA,3518,1E,WI,2,NA,1,1,G,842,0,0,842,150
W9YHF,NA,260,1E,SCV,5,NA,1,1,B,0,11,0,11,150
W9YK,NA,2362,1E,IL,2,York RC,1,1,G,474,34,40,548,250
W9YO,NA,360,1B1B,IL,5,NA,1,1,B,31,0,0,31,50
W9YS,NA,662,1D,IL,2,Northwest Illinois RC,1,1,C,153,0,0,153,50
W9YU,NA,300,1D,IL,2,Fox River Radio League,1,1,C,0,56,13,69,50
W9YW,NA,452,1E,IN,2,Bloomington ARC,1,1,B,0,0,51,51,350
W9YY,NA,1034,1D,IL,2,Schaumburg ARC,1,1,C,246,0,0,246,50
W9ZL,NA,2350,2A,WI,2,Fox Cities ARC,15,2,G,190,35,300,525,850
W9ZS,NA,258,1D,IL,2,St Clair ARC,1,1,C,0,52,0,52,50
W9ZV,NA,2490,1D,IL,2,Dupage ARC,1,1,C,610,0,0,610,50
WA1CFX,NA,22,1D,EMA,1,Waltham ARA,1,1,C,11,0,0,11,0
WA1DRQ,NA,954,1D,EMA,2,Falmouth ARA,1,1,C,201,0,0,201,150
WA1ENO,NA,2332,1E,EMA,2,Ski Country ARC,2,1,G,0,0,991,991,350
WA1FKP,NA,128,1D,AL,2,NA,1,1,C,8,0,38,46,20
WA1FMM,NA,1178,1D,CO,2,NA,1,1,C,245,0,24,269,150
WA1GOV,NA,62,1D,EMA,2,NA,1,1,C,3,0,0,3,50
WA1GXC,NA,398,1D,RI,2,Boston ARC,1,1,C,63,0,48,111,50
WA1HEW,NA,446,1D,EPA,2,Northeast Maryland Amateur Radio Contest Soc,1,1,C,99,0,0,99,50
WA1HRE,NA,830,1A,CT,2,No Name Radio Gang,3,1,B,82,0,176,258,150
WA1JGA,NA,218,1E,CT,2,Candlewood ARA,2,1,G,10,0,39,49,100
WA1JKR,NA,162,1D,CT,2,Southington Amateur Radio Assn,1,1,C,13,0,30,43,50
WA1LEI,NA,98,1B1,CT,2,Woodmont Amateur Radio Assoc,1,1,B,0,0,24,24,50
WA1MAD,NA,282,1D,EMA,2,Whitman ARC,1,1,C,0,0,116,116,50
WA1N,NA,332,1E,NH,2,Granite State ARA,1,1,G,41,0,9,50,150
WA1NLG,NA,1856,1D,EMA,2,Barnstable ARC,1,1,C,0,313,77,390,450
WA1ORT,NA,430,2E,NH,2,Twin State RC,2,2,G,0,42,6,48,250
WA1OTZ,NA,694,1D,CT,2,Southern Berkshire ARC,1,1,C,0,161,0,161,50
WA1PMA,NA,1922,1D,NFL,2,Sun Country ARS,1,1,C,468,0,0,468,50
WA1Q,NA,92,1D,EMA,2,Whitman ARC,1,1,C,1,0,19,20,50
WA1QKT,NA,74,1D,WMA,2,Franklin County (MA) ARC,1,1,C,0,0,12,12,50
WA1QZK,NA,1494,4E,EMA,2,NA,1,4,G,0,145,207,352,500
WA1RC,NA,78,1D,EMA,2,Falmouth ARA,1,1,C,0,0,14,14,50
WA1RIW,NA,676,1D,EMA,2,Whitman ARC,1,1,C,0,156,1,157,50
WA1SFH,NA,296,1E,CT,2,NA,1,1,G,1,0,21,22,250
WA1USA,NA,2614,2F,RI,2,RICOMU,7,2,G,150,89,454,693,750
WA1VIL,NA,148,1D,EMA,2,NA,1,1,C,14,6,9,29,50
WA1VKO,NA,1814,1E,NH,2,Contoocook Valley RC,1,1,G,0,0,582,582,650
WA1YZN,NA,152,1D,NH,2,Cheshire County DX ARC,1,1,C,0,25,1,26,50
WA1Z,NA,3930,2D,NH,1,NA,3,2,C,1422,0,1036,2458,50
WA1ZU,NA,158,1D,ENY,2,Northville ARA,1,1,C,0,2,50,52,50
WA1ZYX,NA,380,1D,NH,2,Cheshire County DX ARC,1,1,C,55,0,55,110,50
WA2ACV,NA,266,1D,SNJ,2,Old Barney ARC,1,1,C,54,0,0,54,50
WA2AIC,NA,810,1E,VA,2,Eastern Shore ARC,1,1,G,0,106,18,124,350
WA2BOT,NA,510,1D,NLI,1,NA,1,1,C,0,230,0,230,50
WA2BSG,NA,264,1D,WPA,2,North Hills ARC of Pittsburgh,1,1,C,0,0,107,107,50
WA2BSP,NA,298,1D,NNJ,2,David Sarnoff ARC,1,1,C,0,0,24,24,250
WA2CCN,NA,2592,2E,EPA,2,Wayne County ARC,2,2,G,271,0,279,550,950
WA2CHV,NA,416,1E,WNY,2,Rochester (NY) DX Assn,1,1,B,63,0,7,70,150
WA2CNV,NA,800,1D,NLI,2,ARC EmComm Srvc,1,1,C,0,0,325,325,150
WA2CP,NA,2228,2F,NLI,1,Camp Pouch ARA,3,2,C,65,6,1936,2007,150
WA2DAD,NA,72,1D,WNY,2,Bear Bait RC,1,1,C,0,0,11,11,50
WA2DFI,NA,1088,1A,AZ,2,Explorer Post 599,3,1,B,184,0,101,285,150
WA2DTN,NA,452,1D,WNY,2,Bear Bait RC,1,1,C,0,78,45,123,50
WA2EXZ,NA,370,1D,GA,2,North Fulton ARL,1,1,C,0,0,160,160,50
WA2FAX,NA,64,1D,SNJ,2,Jersey Shore ARS,1,1,C,0,0,7,7,50
WA2GO,NA,408,1E,WV,2,Kanawha ARC,1,1,S,0,20,24,44,280
WA2HMM,NA,370,1D,NLI,2,Symbol Technologies ARC,1,1,C,0,80,0,80,50
WA2IBZ,NA,570,1D,SNJ,2,Gloucester County ARC,1,1,C,0,130,0,130,50
WA2IMS,NA,858,1D,NNJ,2,Morris RC/ Hanover Twp OEM,1,1,C,0,202,0,202,50
WA2JLW,NA,1160,1E,NC,5,Orange County Radio Amateurs & Durham FM Assn,1,1,B,101,0,0,101,150
WA2JOE,NA,394,1B1,NNJ,2,Garden State ARA,1,1,B,0,0,72,72,250
WA2JQK,NA,832,1D,ENY,2,QSY Soc,1,1,C,158,0,75,233,50
WA2JQZ,NA,450,1D,CO,2,Pikes Peak Radio Amateur Assn,1,1,C,61,34,10,105,50
WA2KBZ,NA,410,1E,MO,2,Mid-MO ARC,1,1,G,20,0,40,60,250
WA2KDL,NA,192,1D,LAX,2,W6TRW ARC,1,1,C,0,33,5,38,50
WA2LTH,NA,170,1D,WNY,2,Squaw Island ARC,1,1,C,30,0,0,30,50
WA2LXB,NA,268,1C,WNY,2,Tompkins County ARA,1,1,G,0,0,59,59,150
WA2MCR,NA,1688,1D,ENY,2,Peekskill / Cortlandt ARA,1,1,C,178,113,187,478,150
WA2MFU,NA,190,1D,GA,2,NA,1,1,C,0,0,70,70,50
WA2NDV,NA,154,1D,NLI,2,Great South Bay ARC,1,1,C,0,0,2,2,150
WA2NLL,NA,104,1B1C,NLI,2,Long Island Mobile ARC,1,1,C,0,0,27,27,50
WA2NYY,NA,1100,1D,ENY,2,QSY Soc,1,1,C,234,0,7,241,150
WA2OMT,NA,134,1D,VA,2,Lynchburg ARC,1,1,C,0,0,42,42,50
WA2PCN,NA,470,1B1,NE,2,NA,1,1,B,49,27,8,84,150
WA2QYA,NA,136,1D,WNY,2,Lancaster ARC,1,1,C,0,15,13,28,50
WA2SSJ,NA,195,1B1B,WNY,5,Squaw Island ARC,1,1,B,0,0,9,9,150
WA2SUH,NA,88,1D,NLI,2,Long Island Mobile ARC,1,1,C,0,0,19,19,50
WA2TMF,NA,625,1B1B,SNJ,5,NA,1,1,B,34,0,7,41,250
WA2TPQ,NA,456,1B1,WNY,2,Tompkins County ARA,1,1,B,40,0,23,63,250
WA2UAR,NA,356,1D,EPA,2,Holmesburg ARC,1,1,C,0,22,9,31,250
WA2UBK,NA,180,1D,NNJ,1,Frankford RC,1,1,C,12,0,106,118,50
WA2USA,NA,4394,1D,IN,2,Tri State ARS,1,1,C,1086,0,0,1086,50
WA2VAX,NA,324,1D,SC,2,NA,1,1,C,0,0,137,137,50
WA2VQF,NA,390,1D,NNJ,2,Morris RC/ Hanover Twp OEM,1,1,C,85,0,0,85,50
WA2VYA,NA,894,1D,STX,2,Central Texas DX and Contest Club,1,1,C,211,0,0,211,50
WA2WAP,NA,591,1D,ENY,1,East Greenbush ARA,1,1,C,0,0,541,541,50
WA2WLQ,NA,460,1E,NLI,5,NorthEast Wireless RC,1,1,B,36,0,0,36,100
WA2WMJ,NA,326,1D,ENY,2,QSY Soc,2,1,C,53,0,32,85,50
WA2WMR,NA,400,1B1B,VA,5,NA,1,1,B,30,0,0,30,100
WA2WTF,NA,88,1D,SNJ,2,South Jersey Radio Assn,1,1,C,0,0,19,19,50
WA2YMR,NA,118,1D,NLI,2,BONAC ARC,1,1,C,0,0,34,34,50
WA2YSA,NA,102,1D,SNJ,2,Shore Points ARC,1,1,C,13,0,0,13,50
WA2ZCM,NA,300,1B1B,NC,5,NA,1,1,B,10,0,10,20,150
WA2ZOT,NA,36,1D,WNY,2,NA,1,1,C,9,0,0,9,0
WA2ZVN,NA,250,1D,WNY,2,Liverpool Amateur Repeater Club,1,1,C,50,0,0,50,50
WA3AAN,NA,1574,1D,EPA,1,Frankford RC,1,1,C,741,10,22,773,50
WA3AER,NA,3006,1D,MDC,2,National Electronics Museum RC,1,1,C,714,0,0,714,150
