call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n
W7AWE,NA,1477,1B1,AZ,1,Arizona Outlaws Contest Club,1,1,G,0,0,1227,1227,250,NA
W7BI,NA,2042,5F,WWA,2,Issaquah ARC/SnoVARC/EFR-Fire Corps/NBAT/Issaquah CERTS,30,5,C,0,221,54,275,1050,NA
W7BU,NA,808,3A,OR,2,Sunset Empire ARC,11,3,B,0,0,29,29,750,NA
"W7C (K0FTC, op)",NA,2200,1B1B,WY,5,Tie Siding WY ARRL FD,1,1,B,0,180,0,180,400,NA
W7CFV,NA,626,3AC,MT,2,Clark Fork Valley ARC,5,3,C,0,44,0,44,450,NA
W7CGA,NA,674,1E,NM,2,NA,1,1,B,104,2,0,106,250,NA
W7CHE,NA,90,1B2,NTX,2,ARC of Parker Co.,2,1,B,0,4,12,16,50,NA
W7CLA,NA,184,1F,OR,2,Clatsop EOC,2,1,C,0,0,17,17,150,NA
W7CXX,NA,3034,1D,UT,2,Collins Aerospace Radio Grp.,1,1,C,640,0,212,852,50,Y
W7D,W6PO,4228,2A,OR,2,CARE/Rogue Valley ARC,40,2,G,132,17,751,900,2130,NA
W7DBA,NA,0,1D,UT,0,NA,1,1,C,0,0,14,14,0,Y
W7DBE,NA,242,1D,NV,2,Sierra Nevada ARS,1,1,C,0,47,2,49,50,NA
W7DK,NA,4152,4A,WWA,2,Radio Club of Tacoma,50,4,G,209,309,555,1073,970,NA
W7DLR,NA,570,1D,WWA,2,NA,1,1,C,130,0,0,130,50,NA
W7DRK,NA,178,1D,OR,2,NA,2,1,C,0,27,0,27,70,NA
W7DTV,NA,1136,3A,OR,2,Skyline Tower ARC,8,3,B,0,128,87,215,450,NA
W7DZ,NA,302,1B1,WWA,2,NA,1,1,B,60,0,6,66,50,NA
W7ECA,NA,650,2F,MT,2,Great Falls ARC,5,2,C,0,36,3,39,500,NA
W7ED,KE7NLU,1870,2A,MT,2,Gallatin Ham RC,13,2,B,32,28,315,375,1000,NA
W7EFE,NA,688,1A,EWA,2,Mountain Mavericks,3,1,G,54,0,161,215,150,NA
W7EI,NA,806,1A,AZ,2,Verde Valley ARC,10,1,S,0,0,378,378,50,NA
W7EK,NA,1492,2A,WWA,2,Cascade RC,16,2,B,53,118,29,200,750,NA
W7ES,NA,494,1D,AZ,2,Tortolita Radio Club,1,1,C,111,0,0,111,50,NA
W7FD,NA,126,1D,NV,2,NA,1,1,C,0,0,38,38,50,NA
W7GB,NA,1610,1E,EWA,2,NA,1,1,B,315,0,0,315,350,NA
W7GRA,NA,2340,4A,OR,2,Grande Ronde Radio Amateurs Assn.,18,4,G,0,174,197,371,1250,NA
W7HAD,NA,1042,1B1,NE,2,NA,1,1,B,0,184,28,212,250,NA
W7HAK,NA,270,1B1,ID,2,NA,1,1,B,0,0,10,10,250,NA
W7HAV,NA,348,1A,MT,2,Hi-Line ARC,3,1,G,0,0,49,49,250,NA
W7HEN,NA,1186,2AC,NV,2,Henderson ARC,75,2,C,0,0,258,258,670,NA
W7HJL,NA,1030,1B1,EWA,2,Walla Walla ARC,1,1,G,220,0,0,220,150,NA
W7HRK,NA,2996,4A,AZ,2,Hassayampa AR Klub,5,4,G,166,176,389,731,850,NA
W7II,NA,450,1D,IA,2,NA,1,1,C,35,63,4,102,50,NA
W7IVM,NA,2404,4A,UT,2,Bridgerland ARC,40,4,G,13,152,147,312,1450,NA
W7JCR,N7LWM,2726,3A,WWA,2,Jefferson Co. (WA) ARC,20,3,B,138,74,154,366,1570,NA
W7JFC,NA,384,2A,ID,2,Eagle Rock ARC,6,2,S,0,0,17,17,350,NA
W7JZE,NA,206,1C,AZ,2,NA,1,1,G,1,0,26,27,150,NA
W7L,W7FLO,2122,3A,OR,2,Central Oregon Coast ARC,20,3,G,46,128,73,247,1280,NA
W7LG,NA,282,1E,WPA,2,NA,1,1,G,56,0,4,60,50,NA
W7LT,K7MAX,5205,4AB,OR,5,Portland ARC,38,4,B,242,118,61,421,1300,NA
W7MIN,NA,162,1E,AZ,2,Tonto ARA,1,1,B,0,0,6,6,150,NA
W7MML,NA,88,1D,OR,2,NA,1,1,C,0,0,19,19,50,NA
W7MOT,K7BLT,1868,3A,AZ,2,Motorola ARC of Arizona,15,3,B,66,27,158,251,1180,NA
W7MRF,NA,2370,3A,AZ,2,NXP ARC,6,3,B,426,0,58,484,550,NA
W7MSL,NA,110,1D,NE,2,Heartland Hams ARC,1,1,C,10,5,0,15,50,NA
W7N,KM7SC,2589,2A,NV,2,Elko ARC,12,2,B,331,0,215,546,835,NA
W7ON,NA,242,1E,AZ,2,Classic Operators Contest Club,1,1,B,11,0,24,35,150,NA
W7ONO,NA,440,1D,NV,2,Sierra Nevada ARS,1,1,C,0,0,195,195,50,NA
W7OSG,NA,566,1D,ID,2,All Idaho Contest Club,1,1,C,0,129,0,129,50,NA
W7OTV,NA,5834,4A,OR,2,Oregon Tualatin Valley ARC,73,4,G,689,228,358,1275,1450,NA
W7PIG,KJ7FGG,6415,3A,WWA,2,Stanwood-Camano ARC,48,3,G,0,746,583,1329,2265,NA
W7PL,NA,562,1B1,OR,2,Bear Mountain Grp.,1,1,B,0,73,0,73,270,NA
W7POE,NA,1010,1E,WWA,5,NA,1,1,B,66,0,0,66,350,NA
W7PRA,NA,2228,7A,OR,2,Peak Radio Assn.,8,7,G,45,170,259,474,850,NA
W7PX,NA,9128,2A,MT,2,Hellgate ARC,8,2,G,1509,0,1371,2880,350,NA
W7PXL,NA,4404,4A,OR,2,Valley RC/Emerald ARS,75,4,B,274,225,469,968,1470,NA
W7Q,NA,2898,4A,OR,2,Hoodview ARC,30,4,B,221,131,250,602,990,NA
W7RCH,NA,2374,1F,UT,2,Cottonwood Heights ARC,9,1,C,40,176,5,221,1500,NA
W7RET,NA,880,1B2,ID,2,NA,2,1,G,0,0,405,405,70,NA
W7RL,NA,758,1E,ID,2,NA,1,1,B,23,129,0,152,150,NA
W7RX,NA,150,1D,OR,2,NA,1,1,C,25,0,0,25,50,NA
W7RXJ,W7YAM,1988,4A,OR,2,McMinnville ARC,42,4,B,0,124,41,165,1410,NA
W7S,NA,1604,2AC,UT,2,Sandy ARC,30,2,C,0,149,34,183,940,NA
W7SAA,K7KVN,3132,6A,OR,2,Salem ARC,31,6,B,84,166,371,621,1390,NA
W7SKA,NA,1272,4A,WWA,2,Skamania Co. ARES,12,4,G,23,10,45,78,1050,NA
W7SKY,N7SRR,1522,2A,WWA,2,Sky Valley ARC,10,2,G,0,68,0,68,1250,NA
W7SP,N7MFQ,3114,4A,UT,2,Utah ARC,35,4,G,137,43,672,852,1050,NA
W7SU,W0KP,2127,2A,UT,2,Ogden ARC,57,2,G,94,0,258,352,1235,NA
W7SUA,NA,164,1B2,AZ,2,NA,2,1,B,0,0,7,7,150,NA
W7TA,KB7QOD,3356,7A,NV,2,Sierra Nevada ARS,52,7,G,153,118,151,422,1970,NA
W7TBC,KG7COA,3918,5A,AZ,2,Thunderbird ARC,28,5,B,0,324,471,795,1680,NA
W7TCT,NA,174,1B1,EWA,2,NA,1,1,B,0,0,12,12,150,NA
W7TD,NA,634,3A,EWA,2,Apple City ARC,14,3,B,5,0,82,87,450,NA
W7TF,NA,426,1E,ID,2,Idaho Mountain ARS,1,1,B,65,0,8,73,150,NA
W7TMT,NA,350,1C,WWA,2,Western WA DX Club,1,1,B,50,0,0,50,150,NA
W7TRC,NA,724,1F,AZ,2,Tucson Red Cross RC,4,1,B,1,2,6,9,700,NA
W7TT,NA,1356,1A,EWA,2,Central Washington ARC,18,1,G,59,0,85,144,950,NA
W7V,NA,3688,3AC,AZ,2,West Valley ARC (AZ),21,3,C,6,208,1081,1295,670,NA
W7VC,NA,460,1D,OR,2,Willamette Valley DX Club,1,1,C,62,0,81,143,50,NA
W7VMI,NA,954,2A,WWA,2,Vashon Maury Island RC,12,2,G,0,24,104,128,650,NA
W7VNE,NA,3710,2A,MT,2,Anaconda  ARC,6,2,G,815,0,100,915,250,NA
W7VOA,NA,900,1E,VA,2,NA,1,1,S,0,156,13,169,250,NA
W7VOI,NA,1806,2AC,ID,2,Voice of America ARC,3,2,C,0,414,0,414,150,NA
W7VW,AI7WU,3317,6A,OR,2,Klamath Basin ARA,15,6,G,0,503,10,513,1285,NA
W7W,NA,1978,3A,ID,2,3 Rivers ARC,20,3,B,281,0,152,433,550,NA
W7WA,NA,3866,1E,WWA,2,NA,1,1,G,904,0,0,904,250,NA
W7WIA,NA,596,1D,AZ,2,NA,1,1,C,0,128,17,145,50,Y
W7YG,NA,126,1D,WCF,2,NA,1,1,C,0,0,38,38,50,NA
W7YRC,NA,846,2F,AZ,2,Yavapai ARC,3,2,C,0,111,76,187,250,NA
W7YS,NA,1770,3A,AZ,2,Northern AZ DX Assn.,10,3,B,44,96,180,320,850,NA
W7Z,NA,1158,2A,NV,2,"Larry, Curly, Mo and a Radio",3,2,S,32,120,0,152,550,NA
W8AIT,NA,88,1D,MI,2,NA,1,1,C,0,3,13,16,50,NA
W8AJV,NA,880,1E,OH,5,Cuyahoga Falls ARC,1,1,B,0,73,0,73,150,NA
W8AL,N8XY,6690,2A,OH,2,Canton ARC,37,2,G,349,540,392,1281,2350,NA
W8AN,NA,1066,1D,OH,2,NA,1,1,C,229,0,0,229,150,NA
W8AWE (+W8DCQ),NA,1244,1B2,MI,2,Gratiot Co. Old Timers,2,1,G,184,0,129,313,250,NA
W8BAP,NA,960,4AC,OH,2,Scioto Valley ARC,16,4,C,28,4,141,173,550,NA
W8BI,NA,560,3AC,OH,2,Dayton ARA,6,3,C,0,16,23,39,450,NA
W8BM,NA,8326,5A,OH,2,Cuyahoga ARS,32,5,G,562,796,597,1955,1700,NA
W8BRY/M,NA,158,1C,AL,2,Shenandoah Valley ARC,1,1,B,0,0,4,4,150,NA
W8BXG,NA,2324,2AC,OH,2,Bearcat DX Club,17,2,C,111,21,673,805,450,NA
W8CCA,NA,3030,3A,OH,2,Coshocton Co. ARA,16,3,G,364,60,42,466,1250,NA
W8CDZ,NA,618,4A,MI,2,Copper Country Radio Amateur Assn.,43,4,G,15,31,42,88,350,NA
W8CO,NA,210,1D,MI,2,NA,1,1,C,0,40,0,40,50,NA
W8CRC,NA,2692,5A,OH,2,Crooked River ARC,25,5,G,40,104,233,377,1650,NA
W8CSO,AC8ZT,5114,9A,MI,2,North Ottawa ARC,28,9,G,356,480,90,926,1590,NA
W8CUL,KC8YUI,2888,5A,WV,2,WVUARC/MWA/MCARC,18,5,G,26,202,563,791,850,NA
W8CWO,KF8AVX,4266,4A,OH,2,Steubenville-Weirton ARC,23,4,B,249,211,368,828,1690,NA
W8DC,N5RAD,5007,2A,MI,2,Grand Rapids ARA,30,2,G,0,74,1078,1152,2555,NA
W8DGN,NA,3982,4D,OH,2,Bellbrook ARC,50,4,C,348,199,527,1074,740,NA
W8DYY,NA,2298,2D,OH,2,Mound ARA,12,2,C,0,354,206,560,470,NA
W8EDU,NA,2552,2A,OH,2,Case ARC of Case Western Reserve Univ.,35,2,B,100,218,5,323,1270,NA
W8EQ,KE8NRP,1040,3A,OH,2,Northwest OH ARC,21,3,G,0,1,38,39,960,NA
W8EWH,NA,330,1D,MI,2,Mad River RC,1,1,C,70,0,0,70,50,NA
W8EX,NA,1520,2E,OH,2,Southwest OH DX Assn.,6,2,G,104,105,92,301,500,NA
W8FW,WD8LOI,2804,5AC,OH,2,Miami Co. ARC,20,5,C,18,181,579,778,850,NA
W8FWY,NA,578,1E,OH,2,NA,1,1,B,82,0,0,82,250,NA
W8FY,KA8ZGE,3602,4F,OH,2,Van Wert ARC,15,4,C,0,216,974,1190,790,NA
W8GBH,NA,250,2F,OH,2,Eastern OH Amateur Wireless Assn.,12,2,C,0,0,50,50,150,NA
W8GK,KB2HSV,3777,4A,WV,2,Kanawha ARC,43,4,G,93,127,621,841,1655,NA
W8GO,NA,1652,4A,OH,2,Clinton Co. (OH) ARA,12,4,B,0,60,81,141,1250,NA
W8HAX,NA,332,1E,MI,2,NA,2,1,B,0,0,81,81,170,NA
W8HHF,NA,1614,4A,OH,2,Toledo Mobile Radio Assn.,25,4,G,0,200,132,332,550,NA
W8HN,NA,6282,5A,OH,2,Medina Co. ARC,35,5,G,701,584,146,1431,850,NA
W8HP,W8JXU,3054,4A,MI,2,Hazel Park ARC,57,4,G,72,180,318,570,1410,NA
W8ID,NA,1928,5A,OH,2,Seneca RC,26,5,G,2,21,43,66,1750,NA
W8JJ,NA,1856,1D,MI,2,Bay Area DXers,1,1,C,432,0,39,471,50,NA
W8JXN,NA,1194,3A,MI,2,Cascades ARS,12,3,G,27,3,302,332,470,NA
W8KRF,NA,1330,1E,OH,2,NOARS/LCARA,1,1,G,0,295,0,295,150,NA
W8KTN,NA,1100,1A,OH,2,Hardin Co. ARC,6,1,G,0,0,175,175,750,NA
W8LAP,NA,3102,3A,MI,2,Lapeer Co. ARA,7,3,G,395,0,336,731,850,NA
W8LBZ,NA,1498,3A,OH,2,Sandusky Radio Experimental League,7,3,G,0,101,272,373,550,NA
W8LKY,NA,1798,3A,OH,2,Alliance ARC,40,3,G,10,110,184,304,950,NA
W8LRK,NA,3718,5A,MI,2,Livingston AR Klub,29,5,G,86,324,314,724,1450,NA
W8LU,NA,386,1D,OH,2,NA,1,1,C,60,24,0,84,50,Y
W8MAA,KD8ONC,3228,3A,MI,2,Central MI ARC,73,3,G,286,158,126,570,1200,NA
W8MAI,W8KIT,4220,3A,MI,2,Blossomland ARA,31,3,G,285,299,192,776,1500,NA
W8MOP,N8VFR,1928,5A,WV,2,East River ARC,15,5,B,0,112,110,222,1260,NA
W8MRM,NA,2440,1A,MI,2,Motor City RC,35,1,G,196,0,203,399,1250,NA
W8MSC,NA,1194,1E,MI,2,NA,1,1,G,0,235,2,237,250,NA
W8NFR,NA,146,1D,OH,2,NA,1,1,C,0,24,0,24,50,NA
W8NGT,NA,66,1D,MI,2,NA,1,1,C,0,0,8,8,50,NA
W8NL,NA,1486,3A,OH,2,Morrow Co. ARS,8,3,B,4,85,60,149,1010,NA
W8NNC,NA,660,1B1B,OH,5,NA,1,1,B,51,0,0,51,150,NA
W8NOR,NA,354,1D,AZ,2,NA,1,1,C,76,0,0,76,50,NA
W8NP,WC8WVH,2917,2A,OH,2,Massillon ARC,46,2,G,141,51,577,769,995,NA
W8ORC,NA,3548,3AC,OH,2,Summit Co. ARC,10,3,C,41,346,625,1012,750,NA
W8ORS,NA,218,1D,WV,2,Opequon Radio Soc.,1,1,C,0,0,84,84,50,NA
W8PAR,NA,1784,3A,WV,2,Parkersburg AR Klub,25,3,G,168,102,57,327,590,NA
W8PI,W8DWL,6347,2A,MI,2,Monroe Co. Radio Comm. Assn.,28,2,G,523,130,440,1093,2855,NA
W8PIF,NA,2144,2A,MI,2,M&M ARC,25,2,G,27,136,521,684,450,NA
W8PU,NA,1766,4A,OH,2,Southern OH Friends of AR,26,4,B,165,33,132,330,710,NA
W8QLY,NA,10286,8A,OH,2,Mahoning Valley ARA,35,8,G,977,560,1044,2581,2050,NA
W8RP,W8PGW,10650,4A,MI,2,Arrow Comm. Assn.,125,4,G,1553,235,464,2252,2570,NA
W8RU,NA,118,1D,MI,2,Mad River RC,1,1,C,8,9,0,17,50,NA
W8RZ,NA,680,1B1,MI,2,NA,1,1,B,132,0,1,133,150,NA
W8SP,AE8K,9718,3A,WV,2,Mountaineer ARA,32,3,G,900,501,827,2228,2460,NA
W8SRD,NA,772,2A,OH,2,Williams Co. ARA,4,2,S,0,30,1,31,650,NA
W8T,KE8YGW,1540,3AC,OH,2,Ashland Area ARC,18,3,C,62,61,149,272,750,NA
W8TCM,NA,1364,3A,MI,2,Cherryland ARC,19,3,G,218,0,21,239,450,NA
W8TGB,NA,62,1D,MI,2,Hazel Park ARC,1,1,C,0,0,6,6,50,NA
W8TK,NA,6210,1E,AZ,2,Tortolita Radio Club,6,1,G,1415,0,0,1415,550,NA
W8TNO,W8KRS,7358,3A,MI,2,Oakland Co. ARS,16,3,G,857,310,570,1737,1550,NA
W8TQE,NA,2440,3A,MI,2,Adrian ARC,14,3,G,239,5,307,551,850,NA
W8UC,NA,818,1E,OH,2,NA,1,1,B,0,167,0,167,150,NA
W8UCO,N8IG,5744,2A,OH,2,Union Co. ARC,40,2,G,483,0,816,1299,2180,NA
W8UE,NA,2410,1E,MI,5,NA,1,1,B,226,0,0,226,150,NA
W8UF,NA,76,1D,OH,2,NA,1,1,C,0,0,13,13,50,NA
W8UFO,NA,210,1B1B,TN,5,NA,1,1,B,0,4,4,8,150,NA
W8UM,NA,1252,2A,MI,2,Univ. of Michigan ARC,6,2,G,0,0,191,191,870,NA
W8UPD,NA,488,2A,OH,2,University of Akron ARC,5,2,B,0,9,1,10,450,NA
W8VA,NA,1818,4F,WV,2,Tri-State ARA,25,4,G,7,89,87,183,1260,NA
W8VCO,NA,702,2A,OH,2,Vinton Co. ARC,3,2,B,2,0,72,74,550,NA
W8VP,NA,1606,3A,OH,2,Cambridge ARA,19,3,G,8,0,162,170,1250,NA
W8VPV,NA,3404,3A,OH,2,Cuyahoga Falls ARC,12,3,G,0,13,1096,1109,1160,NA
W8VTD,NA,7100,6A,OH,2,Warren ARA,30,6,G,345,578,979,1902,1450,NA
W8VVL,NA,1168,3F,OH,2,Queen City Em. Net,12,3,C,51,79,249,379,150,NA
W8VY,NA,1374,3F,MI,2,Kalamazoo ARC,20,3,C,92,127,124,343,250,Y
W8WKY,NA,3284,7A,OH,2,Silvercreek ARA,50,7,G,2,111,591,704,1650,NA
W8WOO,NA,4324,5F,OH,2,Wayne ARC,20,5,C,539,304,101,944,750,NA
W8WRC,KE8YZL,4228,5A,OH,2,Western Reserve ARC,29,5,G,0,102,970,1072,1880,NA
W8XRN,W8GCA,3592,3F,OH,2,Xenia Weather AR Net,28,3,G,0,462,57,519,1630,NA
W8YRC,NA,490,1D,MI,2,Lapeer Co. ARA,1,1,C,0,110,0,110,50,NA
W8ZDT,NA,3006,1D,MI,2,Bay Area DXers,1,1,C,739,0,0,739,50,NA
W8ZHO,W8W,2966,10A,MI,2,Muskegon Area AR Council,14,10,G,0,155,183,338,1980,NA
W8ZPF,NA,1826,2A,OH,2,CRES ARC,20,2,G,212,42,230,484,350,NA
W8ZX,NA,2950,4A,OH,2,Tusco ARC,20,4,G,196,9,370,575,1390,NA
"W8ZZ (W8RU, KC8VGG, ops)",NA,600,2B2,MI,2,Friends Having FD Fun,2,2,B,55,1,13,69,350,NA
W9AA,W9JPR,3265,3A,IL,2,Hamfesters Radio Club,26,3,G,222,140,186,548,1445,NA
W9ANL,NA,466,3A,IL,2,Argonne RC,4,3,G,0,0,58,58,350,NA
W9ASS,NA,62,1D,IL,2,NA,1,1,C,0,0,6,6,50,NA
W9AT,NA,378,1E,GA,2,North Shore RC,1,1,B,57,0,0,57,150,NA
W9AV (+W6RI),NA,6930,3B2,WI,2,CQ Octogenarians,2,3,G,814,756,0,1570,650,NA
W9AZ,NA,514,2D,IL,2,Kankakee Area Radio Soc.,6,2,C,74,0,84,158,50,NA
W9B,NA,1370,2E,WI,2,BC BBQ Club,6,2,G,0,179,57,236,540,NA
W9CET,NA,662,2A,WI,2,NB FDL Field Ops.,3,2,B,0,0,106,106,450,NA
W9CQ,NA,1622,4AC,WI,2,Wisconsin ARC,9,4,C,1,239,56,296,550,NA
W9CQO,AE9MY,8294,3A,WI,2,Ozaukee RC,20,3,G,1003,73,1040,2116,1910,NA
W9CRS,NA,388,1A,IL,2,Windy City ARS,10,1,B,0,7,5,12,350,NA
W9CSM,NA,214,1D,WTX,2,NA,4,1,C,0,0,7,7,200,NA
W9CTY,NA,124,1D,LAX,2,NA,1,1,C,0,0,37,37,50,NA
W9CVA,NA,856,3A,WI,2,Chippewa Valley ARC,15,3,B,55,26,41,122,450,NA
W9D,NA,1266,5A,IN,2,Randolph ARC (IN),8,5,B,0,76,6,82,950,NA
W9DH,NA,204,1D,IL,2,NA,1,1,C,0,0,77,77,50,NA
W9DHI,NA,1150,1D,WI,2,Ozaukee RC,1,1,C,0,275,0,275,50,NA
W9DKB,NA,1174,1B1,WI,2,NA,1,1,G,215,0,32,247,250,NA
W9DUA,NA,1746,4A,IL,2,Sangamon Valley RC,10,4,B,125,65,168,358,650,NA
W9DXP,NA,378,1E,TN,2,NA,1,1,B,0,44,26,70,150,NA
W9EAU,NA,896,2AC,WI,2,Eau Claire ARC,13,2,C,74,0,170,244,260,NA
W9EEU,NA,1150,1B1B,IL,5,NA,1,1,B,51,9,0,60,550,NA
W9EN,NA,3595,1B1B,AZ,5,NA,1,1,B,312,0,1,313,470,NA
W9EOC,NA,1132,2F,IN,2,Old Post ARS,31,2,C,0,0,516,516,100,NA
W9ERE,NA,274,1D,CO,2,NA,1,1,C,45,11,0,56,50,NA
W9ERT,NA,294,1A,OR,2,NA,3,1,B,0,0,22,22,250,NA
W9EX,NA,3392,4AC,IL,2,Central IL RC,18,4,C,434,197,109,740,650,NA
W9F,NA,1110,3A,IL,2,Northwest IL RC,5,3,G,52,0,26,78,850,Y
"W9FD (WA4PGM, N4UPX, ops)",NA,1068,1B2,VA,2,NA,2,1,B,213,0,33,246,150,NA
W9FEZ,NA,3106,2A,IN,2,Mizpah Shrine Radio Unit,5,2,G,113,380,142,635,850,NA
W9FHA,NA,690,1B1B,IN,5,NA,1,1,B,64,0,0,64,50,NA
W9FK,NA,2268,3A,WI,2,West Allis RAC,17,3,B,181,167,33,381,810,NA
W9FL,NA,362,1D,WI,2,NA,1,1,C,78,0,0,78,50,NA
W9FRG,NA,5406,5A,WI,2,LEFROG/MAARS,14,5,G,67,559,766,1392,1370,NA
W9G,KB9SZK,1046,5A,IL,2,Grundy Co. ARC,7,5,B,51,21,104,176,550,NA
W9GFD,NA,812,3A,IL,2,Knox Co. ARC,15,3,B,0,0,31,31,750,NA
W9GPB,NA,208,1E,IL,2,Bolingbrook ARS,1,1,B,0,0,29,29,150,NA
W9HHX,W9POG,1829,3A,IL,2,Milwaukee School of Engineering ARC,20,3,G,0,15,232,247,1305,NA
W9I,NA,5000,2A,WI,2,W/K ARC of Greater Milwaukee,12,2,G,350,427,561,1338,770,NA
W9IHW,NA,164,1E,WI,2,NA,1,1,B,0,0,7,7,150,NA
W9JA,NA,0,1D,WI,1,NA,1,1,C,0,241,0,241,0,Y
W9JCA,NA,1904,5A,IN,2,Jay Co. ARC,12,5,G,0,0,477,477,950,NA
W9JJA,NA,0,1D,WI,1,NA,1,1,C,0,231,0,231,0,Y
W9JSP,NA,430,1B1B,WI,5,West Allis RAC,1,1,B,0,8,0,8,350,NA
W9JXT,NA,818,1D,ORG,2,Desert RATS of Palm Springs,1,1,C,106,61,0,167,150,NA
W9JZ,NA,3226,6A,WI,2,Four Lakes ARC,15,6,G,337,141,122,600,1070,NA
W9KH,NA,554,1D,IL,2,NA,1,1,C,126,0,0,126,50,NA
W9KHH,NA,1114,1E,WI,2,Ozaukee RC,1,1,B,166,0,0,166,450,NA
W9KTP,NA,804,1E,IN,2,NWI DX Club,1,1,O,112,0,3,115,350,NA
W9LD,NA,510,1D,ID,2,NA,2,1,C,115,0,0,115,50,NA
W9LDX,NA,5590,1A,IN,2,Lafayette DX Assn.,10,1,G,654,287,238,1179,1350,NA
W9LRC,NA,792,4AC,WI,2,Lakeshore ARC,6,4,C,0,55,111,166,350,NA
W9MID,NA,354,5D,IN,2,Mid-State ARC,14,5,C,0,0,102,102,150,NA
W9MQB,KC9FYL,1756,2A,WI,2,Tri Co. ARC (WI),9,2,G,6,147,117,270,910,NA
W9MVA,W9FCC,9477,2A,WI,2,Mississippi Valley ARA,14,2,G,1000,437,1027,2464,1675,NA
W9MXQ,NA,322,1D,WI,2,Ozaukee RC,1,1,C,43,0,0,43,150,NA
W9N (+K9GCC),NA,686,2B2,WI,2,Tamiami ARC,2,2,B,0,35,73,108,400,NA
W9NA,NA,698,3A,WI,2,Wisconsin Valley Radio Assn.,10,3,B,0,0,124,124,450,NA
W9NE,W9CEQ,13128,8A,IL,2,Fox River Radio League,80,8,G,1342,621,1248,3211,2780,NA
W9NUE,NA,288,1A,WI,2,Calumet Co. ARES,3,1,G,0,0,19,19,250,NA
W9OB,K9UOK,3570,2A,IN,2,Henry Co. ARC,14,2,B,400,14,282,696,1350,NA
W9OG,K9SIR,4291,4F,IN,2,Tri-State ARS,25,4,G,426,243,215,884,1185,NA
W9OU,NA,1734,3A,IN,2,Northeastern IN ARA,14,3,B,91,1,108,200,1150,NA
W9PC,NA,3052,1A,IN,2,Wildcat Creek Contesters,4,1,G,431,0,229,660,870,NA
W9PIO,NA,142,1D,WI,2,Wolf River ARC,1,1,C,0,0,46,46,50,NA
W9REG,NA,4864,3A,IN,2,Tippecanoe ARA,10,3,B,718,140,121,979,1190,NA
W9RH,AB9C,1842,3A,WI,2,Milwaukee Radio Amateurs' Club,15,3,B,53,48,119,220,1200,NA
W9RWB,NA,582,1B1,IN,2,NA,1,1,B,0,33,0,33,450,NA
W9RWG,NA,3280,2B1B,IN,5,Michiana ARC,1,2,B,0,250,20,270,680,NA
W9SCT,NA,650,1E,NTX,2,Cove Repeater Assn.,1,1,G,0,100,0,100,250,NA
W9SJB,NA,492,2A,AZ,2,Senator Wash Desert Ratt Pack ARG,3,2,B,0,0,71,71,350,NA
W9SRC,NA,1036,5A,IL,2,Suburban Technical ARS,5,5,B,4,0,35,39,950,NA
W9SU,W9RCA,20272,4A,IN,2,Indy United ARC,32,4,G,1923,267,2536,4726,6440,NA
W9SW,K9ASM,2230,3A,IL,2,Chicago Suburban Radio Assn,23,3,G,53,49,226,328,1370,NA
W9TAL,KB9EZZ,2722,2A,IL,2,American Legion Post 33 ARC,23,2,B,0,312,12,324,1450,NA
W9TCV,NA,680,1B1,NFL,2,NA,1,1,B,0,0,40,40,600,NA
W9TE,NA,3622,6A,IN,2,Ft. Wayne Radio Club,34,6,G,355,20,566,941,990,NA
W9TS,NA,3280,1E,IL,5,NA,1,1,B,303,0,0,303,250,NA
W9TTD,NA,88,3A,IN,2,Tinman Acres ARC,3,3,B,0,0,9,9,70,NA
W9TTY,NA,250,1B1,MI,2,NA,1,1,B,0,25,0,25,150,NA
W9TY,NA,4708,2E,IL,2,Metro DX Club,9,2,G,981,58,101,1140,350,NA
W9UP,AB9NE,4342,6A,WI,2,Riverland ARC,17,6,G,176,296,182,654,2090,NA
W9UUU,NA,3204,4A,IN,2,Wabash Valley ARA,12,4,G,323,101,129,553,1250,NA
W9UVI,NA,742,3A,IL,2,Peoria Area ARC,3,3,B,0,33,30,63,550,NA
W9VCF,NA,430,2F,IN,2,Madison Co. (IN) ARC,10,2,C,65,0,0,65,170,NA
W9VM,NA,114,1D,IN,2,NA,1,1,C,0,0,32,32,50,NA
W9VMW,NA,1470,3F,IN,2,Cass Co. ARC,12,3,C,0,0,360,360,750,NA
W9VRC,NA,3242,5A,WI,2,Vilas Co. ARC,7,5,B,0,189,543,732,1400,NA
W9VT,N9WDG,1624,4F,IL,2,Tri-Town RAC,8,4,C,0,47,83,130,1270,NA
W9WCA,K9WCA,1524,2A,WI,2,Wood Co. ARES/RACES,10,2,B,133,0,21,154,950,NA
W9WWI,W9JBQ,1942,3A,IN,2,Clark Co. (IN) ARC,7,3,B,0,178,290,468,650,NA
W9XAN,NA,290,1B1,WI,2,NA,1,1,B,0,0,20,20,250,NA
W9XG,NA9Q,6316,3F,IL,2,River Bend Wireless Operators Club,28,3,C,698,506,200,1404,1100,NA
W9XS,NA,4042,1D,IL,2,NA,1,1,C,998,0,0,998,50,NA
W9XU,NA,2410,1E,WI,2,NA,1,1,G,540,0,0,540,250,NA
