call,gota_call,final_score,qst_class_plus,section,power_multiplier,club_name,number_of_participants,number_of_transmitters,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qsos,bonus_points
W5R,N5R,2180,4A,NTX,2,NA,64,4,G,84,21,115,220,1530
W5RIN,WE5D,3620,3AC,STX,2,NA,10,3,C,455,33,239,727,1190
W5RIR,NA,112,2B1,NTX,2,NA,1,2,B,0,1,29,30,50
W5ROK,NA,3900,2E,NTX,2,NA,5,2,G,768,0,389,1157,50
W5RRR,K5HOU,7166,12F,STX,2,JSCARC & Clear Lake ARC,56,12,G,578,177,898,1653,2350
W5SAF,NA,490,1A,NM,2,Santa Fe ARES,20,1,G,0,0,20,20,450
W5SC,NA,1508,4A,STX,2,San Antonio RC,10,4,G,0,0,149,149,1210
W5SGL,NA,1498,4AC,MS,2,Mississippi Coast ARA,37,4,C,0,84,196,280,770
W5SH,NA,1354,5A,NTX,2,Kilocycle RC of Ft. Worth,15,5,B,0,59,54,113,1010
W5SI,KE5IMW,1742,5F,STX,2,TX Emerg Amateur Communicators,56,5,C,67,116,180,363,650
W5SLA,NA,808,5F,LA,2,Ozone ARC,25,5,C,25,2,75,102,550
W5T,NA,1526,1F,NTX,2,WX5FWD Skywarn Team,9,1,C,1,0,186,187,1150
W5TCR,NA,1418,3AC,MS,2,Tishomingo Co. ARC,16,3,C,0,2,320,322,770
W5TS,NA,106,1B2C,STX,2,NA,2,1,C,14,0,0,14,50
W5UR,NA,3696,1F,NM,2,Albuquerque DXA,7,1,G,673,0,27,700,950
W5UTW,NA,142,1D,STX,2,NA,1,1,C,22,0,2,24,50
W5VX,NA,902,1D,STX,2,NA,1,1,C,165,0,96,261,50
W5W,KE5LIO,2582,3A,MS,2,NA,12,3,G,301,26,162,489,950
W5WB,W5AUY,1840,2AC,NTX,2,SW Dallas Co. ARC,29,2,C,136,0,113,249,1070
W5WHN,NA,1462,1A,NM,2,North Valley,3,1,B,78,0,50,128,1050
W5WQ,NA,1726,1A,MS,2,SW MS ARC,12,1,B,3,53,121,177,1260
W5WTM,NA,2060,2A,STX,2,Matagorda Co. ARC,45,2,G,222,19,123,364,850
W5YA,NN5K,13745,3AB,NM,5,Escondido ARC,9,3,B,1071,191,5,1267,1100
W5YM,NA,738,1E,AR,2,NA,10,1,B,0,0,194,194,350
W5YZ,NA,1404,2A,NM,2,Nwe Mexico High Desert ARC,20,2,G,135,3,1,139,850
W5ZDN,K5ZDN,4106,2A,NTX,2,Heart Of Texas ARC,38,2,G,416,35,396,847,1510
W6AF,NA,1142,3A,SV,2,Oroville ARS,30,3,G,98,0,150,248,450
W6AGO,NA,414,2A,LAX,2,Aerospace Employees Assn. ARC,10,2,G,0,0,32,32,350
W6AJF,NA,2212,3A,SF,2,Valley of the Moon ARC,15,3,B,253,0,175,428,850
W6APD,NA,428,3A,ORG,2,Anaheim RACES members,9,3,G,0,0,189,189,50
W6ARA,K6OTA,11796,4A,SCV,2,Palo Alto ARA,129,4,G,1400,1,2136,3537,1920
W6BA,NA,972,3A,ORG,2,Morongo Basin ARC,27,3,B,0,28,55,83,750
W6BIV,NA,876,2B2,LAX,2,NA,2,2,B,87,0,39,126,450
W6BO,NA,427,2A,SV,1,W4JO RC,3,2,G,129,0,119,248,50
W6BUF,NA,262,1E,LAX,2,NA,1,1,B,53,0,0,53,50
W6BW,NA,906,2A,SJV,2,Mountain ARC,12,2,G,0,0,103,103,700
W6BX,NA,5790,1AB,SCV,5,Ridge Runners RC,4,1,B,514,0,0,514,650
W6COW,NA,900,1EB,LAX,5,NA,1,1,B,75,0,0,75,150
W6CPD,NA,438,1F,ORG,2,Corona PD CSV Grp,5,1,C,43,0,8,51,250
W6CPU,NA,500,3A,SV,2,NA,12,3,B,0,0,65,65,370
W6CUS,K6BRK,2010,2A,EB,2,NA,15,2,G,95,125,240,460,650
W6CYP,NA,516,1F,ORG,2,City of Cypress RACES,8,1,C,0,0,233,233,50
W6DMR,NA,5266,1A,SDG,2,Del Mar CERT,4,1,G,1010,0,138,1148,950
W6DOJ,NA,596,1E,SV,2,NA,3,1,G,121,0,31,152,50
W6DPM,NA,274,1E,LAX,2,NA,1,1,G,0,0,87,87,100
W6DR,NA,457,1D,SCV,1,NA,1,1,C,203,0,1,204,50
W6EGF,NA,634,3A,SV,2,Elk Grove-Florin ARC & Sacramento Co. ARES,3,3,G,0,30,32,62,450
W6EK,NA,4550,4A,SV,2,Sierra Foothills ARC,107,4,G,474,155,242,871,1550
W6ERE,NA,2820,9A,SJV,2,Stanislaus ARA,33,9,B,108,56,317,481,1530
W6F,KK6UC,5240,6A,SDG,1,San Diego ARES,74,6,G,11,2,1749,1762,1690
W6FGJ,NA,270,1D,AR,2,NA,4,1,C,25,0,0,25,170
W6GMT,NA,808,1E,MN,2,NA,1,1,B,109,0,11,120,350
W6HA,AC6RW,4606,3A,LAX,2,Hughes ARC,24,3,G,5,11,1386,1402,1770
W6ICR,NA,3094,2F,SDG,2,Imperial Co. ARES/RACES,7,2,C,400,64,394,858,450
W6JBT,NA,1730,5A,ORG,2,Citrus Belt ARC,25,5,G,12,0,466,478,750
W6JU,W6SLO,1966,5A,SB,2,Estero RC,26,5,B,92,27,95,214,1300
W6JW,NA,1114,3A,LAX,2,Santa Clarita ARC,30,3,G,0,0,52,52,1010
W6KA,W6JPL,7556,4A,LAX,2,Pasadena RC & S Pasadena ARC & JPL ARC & Caltech ARC,60,4,G,1104,51,773,1928,1390
W6KAT,W6KAT,1734,2A,LAX,2,NA,20,2,G,7,0,178,185,1350
W6KC,NA,1848,1E,LAX,2,NA,1,1,B,332,0,135,467,250
W6KJ,NA,1250,5A,SV,2,Yuba-Sutter ARC & Sutter High School ARC,36,5,G,60,0,210,270,590
W6KYF,NA,290,1E,SCV,2,NA,1,1,B,35,0,0,35,150
W6LIE,NA,1308,6A,SJV,2,Kern Co-Central Valley ARC,25,6,G,22,24,37,83,1050
W6LU,NA,170,2D,ORG,2,NA,2,2,C,0,0,60,60,50
W6MJS,NA,338,1E,UT,2,NA,1,1,G,71,0,2,73,50
W6MSU,NA,54,1A,SJV,2,San Joaquin Co. ARES/RACES,3,1,B,0,1,0,1,50
W6MZ,NA,318,1D,SDG,2,NA,1,1,C,67,0,0,67,50
W6NJB,NA,778,2E,AR,2,NA,2,2,G,0,0,264,264,250
W6NWG,WD6FWE,5386,5A,SDG,2,Palomar ARC,74,5,G,804,0,260,1064,1650
W6O,NA,2052,6A,ORG,2,Huntington Beach Races,24,6,G,79,1,131,211,1470
W6PA,WW6I,2312,2A,ORG,2,Hospital Disaster Support Comms Sys,36,2,G,328,0,125,453,750
W6PAR,NA,844,3A,SV,2,Paradise ARS,4,3,G,0,0,47,47,750
W6PAX,NA,420,1F,SCV,2,Palo Alto ARES,13,1,C,0,0,35,35,350
W6PCH,KJ6JQA,1564,3A,LAX,2,Los Angeles ARC,20,3,G,54,0,149,203,1050
W6PRC,NA,1748,3A,ORG,2,San Gorgonio Pass ARC,27,3,B,66,0,47,113,1390
W6PS,NA,1142,2A,SV,2,High Sierra FD Grp,7,2,G,0,0,246,246,650
W6PW,NA,1512,4A,SF,2,San Francisco RC,60,4,G,0,4,273,277,950
W6R,N6KKS,2144,2A,SB,1,Paso Robles ARC,47,2,G,214,0,366,580,1350
W6RHC,NA,1660,3A,SV,2,GEARS,10,3,G,0,20,115,135,1350
W6RKC,NA,940,1E,SV,2,NA,1,1,G,204,0,37,241,50
W6RQR,NA,394,1E,SV,2,NA,1,1,G,46,0,5,51,200
W6SBA,NA,2554,2A,LAX,2,South Bay ARC,23,2,G,253,35,126,414,1150
W6SD,NA,1882,3A,LAX,2,San Fernando Valley ARC,12,3,G,123,23,124,270,1050
W6SFM,NA,2884,2A,SV,2,Samuel F Morse ARC,22,2,G,451,0,0,451,1080
W6SG,NA,6442,3A,SF,2,REDXA/MARS,20,3,G,724,13,1222,1959,1050
W6SJC,WW6G,1776,2A,SCV,2,San Jose ARES/RACES/ACS,19,2,G,0,41,241,282,1130
W6SX,NA,1402,1D,SJV,1,NA,1,1,C,586,55,70,711,50
W6TJ,NA,1364,2A,ORG,2,Riverside Co. ARA,26,2,B,64,0,29,93,1050
W6TK,NA,266,1D,SB,2,NA,1,1,C,54,0,0,54,50
W6TOI,KJ6WZW,2436,4A,LAX,2,Downey ARC,20,4,G,61,50,481,592,1030
W6TRW,K6WMH,7434,7A,LAX,2,W6TRW ARA,58,7,G,482,156,1506,2144,1870
W6UB,NA,926,1D,TN,2,NA,1,1,C,219,0,0,219,50
W6UQ,AB6D,3558,3A,SCV,2,San Mateo RC,28,3,G,234,48,430,712,1570
W6UUS,NA,1476,2A,SDG,2,NA,27,2,G,93,2,123,218,850
W6VVR,NA,1556,4A,EB,2,Vaca Valley RC,15,4,G,45,0,63,108,1250
W6WPT,NA,1352,3A,SJV,2,West Point Fire CERT,7,3,B,0,0,201,201,950
W6WU,NA,346,1D,MDC,2,NA,1,1,C,0,0,148,148,50
W6YAR,W6AK,1460,2A,SV,2,YARS & MVRC & SARC & UCDARC & Yolo Co. ARES,31,2,G,35,0,175,210,970
W6YR,NA,392,1D,ORG,2,NA,1,1,C,80,0,11,91,50
W6YUE,NA,630,2B2,SJV,2,NA,2,2,B,0,0,40,40,550
W6YV,NA,608,2A,LAX,2,USC ARC,3,2,B,0,0,79,79,450
W6YX,K6SU,12926,5F,SCV,2,Stanford ARC,37,5,G,1969,31,1788,3788,1350
W6ZE,W6NGO,12746,7A,ORG,2,Orange Co. ARC,58,7,G,1342,138,2448,3928,1930
W6ZH,NA,556,1B1,NM,2,NA,1,1,B,0,0,153,153,250
W7A,NA,1552,2A,WWA,2,Auburn Area EmComms Team,20,2,B,0,47,107,154,1150
W7ACS,W7AW,2940,2A,WWA,2,PSRG & WSARC & Seattle ACS,137,2,B,85,27,411,523,1670
W7AIA,K7JAO,3556,3A,WWA,2,Clark Co. ARC,157,3,G,88,8,781,877,1610
W7AIT,NA,192,1D,SJV,1,NA,1,1,C,69,0,4,73,50
W7AU,W7SST,3108,3A,OR,2,Terrie Hill & Friends,9,3,G,417,70,125,612,910
W7AVM,NA,2272,4A,WWA,2,Island Co. ARC,33,4,G,41,69,186,296,1460
W7B,NA,988,3A,AZ,2,Outack Hams,7,3,B,0,11,147,158,650
W7BAR,NA,1884,4A,UT,2,Basin ARC,35,4,G,0,0,367,367,1150
W7BI,NA,996,2F,WWA,2,Issaquah ARC,35,2,C,27,0,119,146,650
W7BLR,NA,106,3A,WWA,2,NA,6,3,G,14,0,0,14,50
W7C,NA,4774,1A,WY,2,Jelm Mtn WY,3,1,G,1056,0,0,1056,550
W7CGA,NA,854,1C,NM,2,NA,1,1,B,151,0,0,151,250
W7CH,NA,902,1A,EWA,2,Lake Chelan Field Day,3,1,G,0,0,126,126,650
W7CKW,NA,490,1EB,OR,5,NA,1,1,B,0,34,0,34,150
W7DBA,NA,330,1E,UT,2,NA,1,1,B,0,0,40,40,250
W7DK,NA,4522,5A,WWA,2,RC of Tacoma,28,5,G,484,67,534,1085,1250
W7DRC,NA7UT,1842,2F,UT,2,Dixie ARC,23,2,G,136,3,178,317,930
W7ECA,NA,1340,2F,MT,2,Great Falls Area ARC,21,2,C,0,144,107,251,550
W7ECG,W7JIM,1820,2A,WWA,2,Whatcom Co. EmComm Grp,66,2,G,20,16,158,194,1360
W7ED,NA,3152,2A,MT,2,Gallatin Ham RC,43,2,G,376,8,413,797,790
W7EH,NA,366,5A,AZ,2,Kachina ARC,5,5,G,56,23,0,79,50
W7EI,NA,1772,1A,AZ,2,Verde Valley ARA,50,1,B,153,0,330,483,500
W7EK,NA,1912,2AC,WWA,2,Cascade RC,22,2,C,166,0,139,305,970
W7EL,NA,2440,1B2B,OR,5,NA,2,1,B,219,0,0,219,250
W7FEL,KE7DRT,1536,4A,WWA,2,Clallam Co. ARC,12,4,G,0,0,293,293,950
W7FLO,W7L,2264,3A,OR,2,Central OR Coast ARC,40,3,G,68,61,99,228,1550
W7FTX,NA,1318,2A,MT,2,Bitterroot ARC,8,2,G,45,0,234,279,670
W7FZY,NA,74,1D,WWA,2,NA,1,1,C,0,6,0,6,50
W7G,W7YAM,2292,4A,OR,2,NA,59,4,B,219,17,109,345,1130
W7GB,NA,1506,1E,EWA,2,NA,1,1,B,289,0,0,289,350
W7GF,NA,814,1E,OR,2,NA,1,1,B,141,0,0,141,250
W7GRA,NA,2382,6A,OR,2,Grande Ronde Radio Amateurs Assn.,11,6,G,142,60,202,404,1170
W7IO,NA,2112,2A,AZ,2,Arizona ARC,14,2,G,12,0,632,644,800
W7JCR,NA,3418,2A,WWA,2,Jefferson Co. ARC,15,2,G,248,157,224,629,1350
W7JZE,NA,328,1E,AZ,2,NA,2,1,B,0,0,39,39,250
W7KAM,NA,180,1D,MO,2,NA,1,1,C,0,0,90,90,0
W7LN,NA,106,1D,MO,2,NA,1,1,C,22,0,9,31,0
W7LT,KK7FM,4110,4AB,OR,5,Portland ARC,40,4,B,259,0,54,313,1250
W7MIR,NA,1690,3A,WWA,2,Mercer Island Radio Operators,25,3,G,101,0,58,159,1170
W7MOT,NA,3488,2A,AZ,2,MARCA,12,2,B,398,0,473,871,950
W7NYK,NA,522,1A,NV,2,Pahrump AR Rptr Assn.,19,1,G,14,0,58,72,350
W7ON,NA,300,1E,AZ,2,NA,1,1,B,0,0,100,100,100
W7OSU,NA,284,1D,OR,2,NA,1,1,C,0,37,43,80,50
W7OTV,NA,5092,4A,OR,2,OR Tualatin Valley ARC,95,4,G,529,85,438,1052,1760
W7P,NA,1584,4D,AZ,2,NA,5,4,C,75,75,367,517,250
W7PIG,K7UDG,4304,3A,WWA,2,Stanwood-Camano ARC,64,3,B,366,109,457,932,1490
W7POE,NA,1188,1E,WWA,2,NA,1,1,B,209,0,1,210,350
W7PRA,NA,2538,6A,OR,2,Peak Radio Assn.,12,6,G,57,77,226,360,1550
W7PU,NA,2532,4A,WWA,2,All Amateur RC,4,4,G,239,36,166,441,1100
W7PX,NA,852,2A,MT,2,The Hellgate ARC,6,2,G,111,56,67,234,50
W7Q,K7BAT,2560,3A,OR,2,NA,25,3,G,0,127,391,518,1270
W7QDM,NA,320,1D,ID,2,NA,1,1,C,80,0,0,80,0
W7RAG,NA,833,3A,WWA,1,NA,3,3,G,0,36,411,447,350
W7RCH,NA,2540,1F,UT,2,Cottonwood Heights ARC,20,1,C,121,0,303,424,1450
W7RDR,NA,604,1F,WWA,2,NA,3,1,C,0,0,27,27,550
W7RT,NA,738,1E,AZ,2,NA,1,1,B,40,0,189,229,200
W7S,NA,416,2F,UT,2,Sandy ARC,2,2,C,0,14,5,19,350
W7SA,NA,1264,2D,AZ,2,NA,15,2,C,112,12,209,333,350
W7SAA,K7JLT,1788,3A,OR,2,Salem ARC,12,3,G,0,80,149,229,1170
W7SAG,NA,580,1B1B,UT,5,NA,1,1,B,43,0,0,43,150
W7SE,NA,2450,1B2,WY,2,NA,2,1,G,600,0,0,600,50
W7SKY,NA,1378,4A,WWA,2,Sky Valley ARC,8,4,G,29,17,22,68,1150
W7SLS,NA,61,1D,WWA,1,NA,1,1,C,0,0,11,11,50
W7SP,NA,5950,3A,UT,2,Utah ARC,53,3,G,668,0,1064,1732,1150
W7SU,NA,1312,2A,UT,2,Ogden ARC,20,2,G,66,0,339,405,370
W7SUA,NA,498,1E,AZ,2,NA,1,1,G,0,0,74,74,350
W7TA,NA,3404,7A,NV,2,Sierra Nevada ARS,20,7,G,389,95,109,593,1250
W7TBC,NA,2360,3E,AZ,2,NA,20,3,G,194,40,187,421,1050
W7TD,NA,1536,2A,EWA,2,Apple City ARC,39,2,G,6,0,461,467,590
W7TKE,NA,462,1B2,MT,2,NA,2,1,B,0,3,100,103,250
W7TST,NA,6516,3A,EWA,2,Western WA Contest Club,3,3,G,919,0,1045,1964,750
W7TT,NA,710,1A,EWA,2,NA,4,1,G,78,0,74,152,250
W7V,NA,762,2A,NV,2,Elko ARC,12,2,B,50,0,31,81,500
W7VMI,NA,1606,3A,WWA,2,Vashon Maury Island RC,50,3,G,1,30,206,237,1070
W7VNE,NA,3316,2A,MT,2,Anaconda ARC,7,2,G,550,0,133,683,850
W7VOI,NA,1060,3AC,ID,2,Voice of ID ARC,54,3,C,0,0,205,205,650
W7WOW,NA,456,1D,NV,2,NA,1,1,C,50,0,103,153,50
W7WR,NA,81,1D,WWA,1,NA,1,1,C,4,0,23,27,50
W7WSV,NA,1490,1E,AZ,2,NA,1,1,G,255,30,0,285,350
W7YS,KC7KCN,7046,3A,AZ,2,Coconino ARC & Northern AZ DXA,87,3,G,895,121,746,1762,1490
W7ZRC,NA,898,1B1,ID,2,NA,1,1,B,212,0,0,212,50
W8A,NA,1342,4F,OH,2,Eastern OH Amateur Wrls Assn.,13,4,G,11,0,149,160,1000
W8AAM,NA,382,1E,MI,2,NA,1,1,G,0,0,116,116,150
W8ACW,K8HMK,5348,7A,MI,2,Genesee Co. RC,32,7,G,679,70,441,1190,1470
W8AJT,NA,2198,3A,OH,2,Hamilton ARC,25,3,G,115,46,252,413,1050
W8AKR,NA,428,1B2,OH,2,NA,2,1,B,0,0,139,139,150
W8AL,NX8J,3184,2A,OH,2,Canton ARC,42,2,G,391,37,251,679,970
W8ATM,NA,808,1D,OH,2,NA,1,1,C,189,0,1,190,50
W8AWE,NA,1190,1B2,MI,2,NA,2,1,G,170,0,130,300,250
W8AX,NA,950,3AC,MI,2,Thumb ARC,6,3,C,0,0,100,100,750
W8B,KF5VPD,1158,5A,MS,2,Madison Co. ARES,4,5,G,0,19,16,35,1050
W8BAE,W8DEL,2028,6A,OH,2,Crasford Co. ARC,24,6,G,200,30,129,359,850
W8BAP,NA,1256,3A,OH,2,SVARC,6,3,G,201,0,101,302,250
W8BFX,NA,146,1D,WWA,2,NA,1,1,C,2,0,44,46,50
W8BM,NA,7586,6A,OH,2,Cuyahoga ARS,60,6,G,312,515,1114,1941,2050
W8BRY,NA,121,1E,VA,1,NA,1,1,G,0,0,21,21,100
W8BXG,NA,1914,2A,OH,2,Bearcat DX Club,12,2,O,19,0,669,688,500
W8CCA,NA,3508,3AC,OH,2,Coshocton Co. ARA,19,3,C,375,226,127,728,850
W8CCE,NA,867,2F,MI,1,Charlevoix & Cheboygan & Emmet Co. Public Svc Comms Org,6,2,C,130,20,217,367,350
W8CCI,NA,2302,3E,OH,2,NA,15,3,G,32,0,712,744,750
W8CON,NA,428,1D,MI,2,NA,1,1,C,0,87,15,102,50
W8CSO,KB8ODB,1516,3AC,MI,2,North Ottawa ARC,19,3,C,54,8,224,286,820
W8DC,NA,3946,4A,MI,2,Grand Rapids ARA,27,4,G,595,14,330,939,850
W8DF,W8DF,1364,4A,MI,2,Southern Michigan ARS,30,4,G,0,19,119,138,1050
W8DGN,NA,3972,5A,OH,2,Bellbrook ARC,71,5,G,312,21,385,718,1870
W8DXA,NA,9106,2A,OH,2,Northern OH DXA,20,2,G,1232,0,1314,2546,1550
W8EDU,NA,2888,3A,OH,2,Case ARC of CWRU,49,3,B,293,8,242,543,1200
W8EHH,NA,3024,3A,NFL,2,Emerald Coast ARA,20,3,G,252,103,227,582,1150
W8FD,NA,2282,2A,OH,2,Central OH Oprs Klub Extra Novice,13,2,G,290,0,86,376,950
W8FSM,NA,62,1D,MI,2,NA,1,1,C,3,0,0,3,50
W8FT,NA,2060,3E,OH,2,NA,10,3,G,315,0,225,540,350
W8FY,NA,5628,4F,OH,2,Van Wert ARC,13,4,C,359,104,1213,1676,1350
W8GJX,NA,2172,2A,MI,2,W MI Rptr Assn.,14,2,G,239,13,7,259,1150
W8GK,NA,4972,4A,WV,2,Kanawha ARC,35,4,G,321,80,934,1335,1500
W8GTZ,NA,856,1A,MI,2,Motor City RC,15,1,G,0,64,75,139,450
W8GVB,NA,3290,3A,OH,2,Marion ARC,39,3,G,259,217,163,639,1060
W8HH,NA,1894,1E,OH,2,NA,19,1,G,0,56,510,566,650
W8HHF,W8ALM,5290,7A,OH,2,Toledo Mobile Radio Assn.,40,7,G,315,169,952,1436,1450
W8HN,W8EOC,5490,4A,OH,2,Medina 2 Meter Grp,55,4,G,713,65,504,1282,1370
W8HP,W8JXU,4658,3A,MI,2,Hazel Park ARC,43,3,G,566,0,552,1118,1290
W8ID,NA,4916,3A,OH,2,Seneca RC,29,3,G,320,153,667,1140,1690
W8IDW,NA,66,1D,WV,2,NA,1,1,C,4,0,0,4,50
W8JJ,NA,305,1D,MI,1,NA,1,1,C,0,0,255,255,50
W8JJB,NA,160,1D,OH,2,NA,1,1,C,0,0,45,45,70
W8KA,NA,1240,1B1,SB,1,NA,1,1,G,570,0,0,570,100
W8KNO,NA,56,1E,OH,2,NA,1,1,G,0,0,3,3,50
W8LKY,KE8FSZ,2738,3A,OH,2,Alliance ARC,40,3,G,68,189,220,477,1270
W8LRC,KD8RXD,3560,3A,MI,2,Lowell ARC,12,3,G,30,0,1045,1075,1350
W8M,NA,279,2E,OH,1,NA,17,2,G,0,0,229,229,50
W8MAA,K8CPT,4726,3A,MI,2,Central Michigan ARC,60,3,G,690,28,272,990,1310
W8MAI,W8KIT,3998,2A,MI,2,Blossomland ARA,56,2,G,456,0,352,808,1470
W8MOP,NA,1702,4A,VA,2,East River ARC,9,4,G,151,0,124,275,850
W8MRM,NA,3046,1A,MI,2,Motor City RC,25,1,G,276,0,396,672,1150
W8MWA,NA,3016,5A,WV,2,Monongalia Wrls Assn.,42,5,G,133,27,463,623,1450
W8NL,NA,788,2A,OH,2,Morrow Co. ARES,6,2,G,0,33,43,76,570
W8NNC,NA,1410,1EB,OH,5,NA,1,1,B,126,0,0,126,150
W8NOR,NA,654,1E,AZ,2,NA,1,1,B,126,0,0,126,150
W8NP,NA,3212,2A,OH,2,Massillon ARC,42,2,G,446,0,329,775,770
W8O,W8GO,2756,5A,OH,2,Clinton Co. ARA & Highland Co. ARA,30,5,G,63,0,527,590,1450
W8OTC,NA,1076,3A,MI,2,Old Timers Connection,5,3,G,3,0,207,210,650
W8PAR,NA,1442,2A,WV,2,Parkersburg AR Klub,22,2,G,11,0,224,235,950
W8PG,NA,2892,1A,OH,2,Athens Co. ARA,9,1,G,310,0,251,561,1150
W8PIF,NA,1933,2A,MI,1,M&M ARC,52,2,G,361,0,861,1222,350
W8PIX,NA,140,2E,MI,2,NA,4,2,G,0,0,45,45,50
W8PN,NA,1030,1D,OH,2,NA,1,1,C,245,0,0,245,50
W8PRC,NA,1262,1A,OH,2,PARMA RC,29,1,B,12,0,232,244,750
W8QLY,NA,6706,6A,OH,2,Mahoning Valley ARA,31,6,G,812,35,724,1571,1870
W8QQQ,NA,1752,3A,MI,2,Shiawassee ARA,7,3,G,0,0,301,301,1150
W8RT,NA,3464,2F,MI,2,Calhoun Co. EOC,8,2,G,649,0,209,858,450
W8SJB,NA,46,1D,OH,2,NA,1,1,C,1,0,21,22,0
W8SP,NA,6200,3A,WV,2,Mountaineer ARA,17,3,G,1155,0,315,1470,950
W8TCM,WZ8C,3574,3A,MI,2,Cherryland ARC,37,3,G,294,0,534,828,1330
W8THV,NA,2082,2F,OH,2,Franklin Co. AuxComms Club & Franklin Co. Ohio ARES,54,2,C,123,0,270,393,1050
W8TNO,K8O,10264,3A,MI,2,Oakland Co. ARS,26,3,G,892,164,2215,3271,1610
W8TV,NA,396,1E,WV,2,NA,1,1,B,48,0,2,50,200
W8UCO,N8IG,4150,3A,OH,2,Union Co. ARC,42,3,G,515,0,290,805,1510
W8UE,NA,2248,1C,MI,2,NA,1,1,B,482,0,35,517,250
W8UM,W8RP,9350,4A,MI,2,ARROW & UMarc,80,4,G,1615,0,630,2245,1630
W8UMD,NA,704,1A,OH,2,Treaty City ARA,4,1,G,0,0,227,227,250
W8USA,NA,1308,2AC,MI,2,Michigan AR Alliance,25,2,C,205,0,219,424,50
W8VA,WD8EOP,3296,4F,WV,2,Tri State ARA,38,4,G,310,140,113,563,1270
W8VP,NA,2974,4A,OH,2,Cambridge ARA,28,4,G,211,69,332,612,1190
W8VPV,NA,5380,5A,OH,2,Cuyahoga Falls ARC,33,5,G,425,42,831,1298,1850
W8VVL,NA,1502,3F,OH,2,Queen City Emerg Net,21,3,C,79,18,482,579,150
W8VY,K8KZO,4352,4A,MI,2,KARC &  SMART,33,4,G,403,1,703,1107,1330
W8WE,NA,3550,3A,AB,2,Intercity ARC,12,3,G,327,106,224,657,1370
W8WKY,WW8TF,3408,4A,OH,2,Silvercreek ARA,21,4,G,186,0,587,773,1490
W8WRK,NA,2438,2A,OH,2,Butler Co. ARA,30,2,G,151,2,378,531,1070
W8WSL,NA,1076,3A,WV,2,W8WSL Grp,4,3,B,0,6,301,307,450
W8ZHO,NA,1570,5A,MI,2,Muskegon Area AR Council,37,5,G,9,0,142,151,1250
W8ZPF,NA,2814,2A,OH,2,CRES ARC,18,2,G,239,33,528,800,670
W8ZX,NA,3570,3A,OH,2,TUSCO ARC,33,3,G,314,0,452,766,1410
W9AA,N9JYX,2218,3A,IL,2,Hamfesters RC,54,3,G,159,66,214,439,890
W9AB,NA,3942,3A,IN,2,Michiana ARC,7,3,G,685,0,226,911,750
W9ABK,NA,88,1D,IL,2,NA,1,1,C,0,0,19,19,50
W9AIU,NA,1514,2E,IL,2,NA,15,2,G,116,0,200,316,650
W9ATG,N9TT,3420,2A,IN,2,NA,39,2,G,344,0,357,701,1330
W9AV,NA,4216,1B2,WI,2,NA,2,1,G,856,7,207,1070,350
W9AZ,N9FD,4176,2A,IL,2,Kankakee Area Radio Soc.,12,2,G,441,8,815,1264,750
W9CDK,NA,208,1E,IL,2,NA,1,1,B,0,0,29,29,150
W9CQ,NA,1370,5AC,WI,2,Wisconsin ARC,15,5,C,0,0,260,260,850
W9D,NA,3350,4F,IL,2,Wheaton Radio Community Amateurs & Dupage Co. OEM,35,4,C,510,0,330,840,650
W9DQA,K9VER,1492,3A,WI,2,Mid-State Rptr Assn.,10,3,G,0,4,153,157,1170
W9DUA,NA,3284,6A,IL,2,Sangamon Valley RC,26,6,B,360,46,330,736,1000
W9DUP,NA,5456,7A,IL,2,DuPage ARC,45,7,G,551,160,431,1142,1750
W9EBV,NA,2844,3A,WI,2,Fond du Lac ARC,40,3,G,304,95,179,578,890
W9EOC,NA,548,1F,IN,2,Old Post ARS,6,1,C,0,0,99,99,350
W9EX,NA,3840,4AC,IL,2,Central IL RC,18,4,C,228,241,547,1016,870
W9FEZ,NA,2354,2A,IN,2,NA,8,2,G,300,130,42,472,550
W9FHA,NA,780,1B1B,IN,5,NA,1,1,B,73,0,0,73,50
W9FK,KD9HPS,4468,3A,WI,2,West Allis RAC,17,3,G,449,19,653,1121,1290
W9G,NA,1172,5F,IL,2,Grundy Co. ARC,11,5,G,14,6,21,41,1050
W9GA,AE9MY,10412,5A,WI,2,Ozaukee RC,60,5,G,1532,28,1151,2711,1870
W9GFD,NA,646,2A,IL,2,Knox Co. ARC,10,2,G,0,1,96,97,450
W9GH,NA,1022,5F,IL,2,Radio Amateur Downstate Org,6,5,G,0,0,61,61,900
W9GO,NA,3768,6A,IN,2,Kokomo ARC,36,6,B,351,22,463,836,1350
W9GUS,NA,722,3AC,IN,2,Hoosier Hills Ham Club,17,3,C,50,7,22,79,450
W9IKU,NA,276,1B1,WI,2,NA,1,1,G,1,43,0,44,100
W9JSP,NA,74,1B1,WI,2,NA,1,1,B,0,2,8,10,50
W9JUN,NA,202,1D,IN,2,NA,1,1,C,0,0,76,76,50
W9JZ,NA,3174,6A,WI,2,Four Lakes ARC,49,6,G,317,104,120,541,1250
W9K,NA,1562,3A,IL,2,NW IL ARC,10,3,G,75,0,106,181,1050
W9KHH,NA,706,1B1,WI,2,NA,1,1,B,64,0,0,64,450
