call,final_score,class,total_qsos,power_multiplier,gota_call,section,number_of_participants,club_name,transmitters,year,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,bonus_points,checklog_y_n,x17
KJ7UHI,62,1D,6,2,NA,AZ,1,NA,1,2022,C,0,0,6,50,NA,NA
KJ7WCW,404,1B1,67,2,NA,UT,1,NA,1,2022,B,0,0,67,270,NA,NA
KJ7WRG,458,1D,102,2,NA,OR,1,McMinnville ARC,1,2022,C,0,102,0,50,NA,NA
KJ7WRZ,88,1D,19,2,NA,AZ,1,NA,1,2022,C,0,0,19,50,NA,NA
KJ7ZHG,650,1D,150,2,NA,AZ,1,Tortolita Radio Club,1,2022,C,0,150,0,50,NA,NA
KJ7ZWR,476,2A,63,2,W7THD,MT,13,Montana Prairie ARC,2,2022,G,0,0,63,350,NA,NA
KJ8H,154,1E,2,2,NA,OH,1,Monroe Co. Radio Comm. Assn.,1,2022,G,0,0,2,150,NA,NA
KJ8MRH,238,1E,94,2,NA,OH,1,NA,1,2022,B,0,0,94,50,NA,NA
KJ9B,300,1B1,25,2,NA,AR,1,NA,1,2022,B,0,0,25,250,NA,NA
KJ9C,1550,1E,350,2,NA,MT,1,Indy United ARC,1,2022,G,350,0,0,150,Y,NA
KJ0P,74,1D,6,2,NA,MN,1,"Minnetonka, MN Radio Club",1,2022,C,6,0,0,50,NA,NA
KK2A,982,1D,263,2,NA,TN,1,NA,1,2022,C,0,203,60,50,NA,NA
KK3W,308,1E,46,2,NA,SFL,1,Boca Raton ARA,1,2022,B,4,29,13,150,NA,NA
KK4ADQ,502,1D,226,2,NA,VA,1,Heritage Hunt Hams,1,2022,C,0,0,226,50,NA,NA
KK4AGN,394,1E,122,2,NA,SC,1,Anderson Radio Club (SC),1,2022,G,0,0,122,150,NA,NA
KK4AIZ,650,1D,150,2,NA,TN,2,WCARES Contest Grp.,1,2022,C,0,150,0,50,Y,NA
KK4BK,1250,1D,250,2,NA,NC,1,South Wake ARC,1,2022,C,0,250,0,250,NA,NA
KK4BSA,276,1D,12,2,NA,GA,32,NE GA Council BSA Radio Club,1,2022,C,1,0,11,250,NA,NA
KK4CS,72,1D,11,2,NA,GA,1,Monroe Co. ARS,1,2022,C,0,0,11,50,NA,NA
KK4DDF,886,2B2,217,2,NA,VA,2,NA,2,2022,G,0,101,116,250,NA,NA
KK4GNG,634,1D,146,2,NA,AL,1,Montgomery (AL) ARC,1,2022,C,0,146,0,50,NA,NA
KK4HUK,136,1D,43,2,NA,VA,1,Fluvanna Co. ARES,1,2022,C,0,0,43,50,NA,NA
KK4ICU,952,1A,251,2,NA,AL,19,DeKalb Co. (AL) ARC,1,2022,G,0,0,251,450,NA,NA
KK4JO,710,1D,165,2,NA,AL,1,Shelby Co. (AL) ARC,1,2022,C,0,165,0,50,NA,NA
KK4JP,574,1E,46,2,NA,VA,1,Albemarle ARC,1,2022,B,0,46,0,390,NA,NA
KK4JSJ,554,1D,126,2,NA,KY,1,NA,1,2022,C,0,126,0,50,NA,NA
KK4LWR,1064,2B2,136,2,NA,NFL,2,NA,2,2022,B,0,121,15,550,NA,NA
KK4NUB,450,1B1B,20,5,NA,NC,1,NA,1,2022,B,0,20,0,250,NA,NA
KK4PJ,276,1D,113,2,NA,NFL,1,NA,1,2022,C,0,0,113,50,NA,NA
KK4R,290,1D,71,2,NA,VA,1,NA,1,2022,C,49,0,22,50,NA,NA
KK4SG,474,1D,212,2,NA,AL,1,Randolph Co. Em. Radio Club,1,2022,C,0,0,212,50,NA,NA
KK4TCE,176,1D,63,2,NA,VA,1,NA,1,2022,C,0,0,63,50,NA,NA
KK4TSS,310,1D,41,2,NA,KY,2,NA,1,2022,C,0,39,2,150,NA,NA
KK4UZP,306,1E,78,2,NA,NC,1,Jackson Co. (NC) ARS,1,2022,B,0,0,78,150,NA,NA
KK4WDP,380,1B1,37,2,NA,VA,1,NA,1,2022,B,28,0,9,250,NA,NA
KK4ZDZ,626,1E,69,2,NA,KY,1,NA,1,2022,B,0,69,0,350,NA,NA
KK5DO,196,1D,23,2,NA,STX,1,Texas Em. Amateur Comm.,1,2022,C,0,0,23,150,NA,NA
KK5HT,914,1A,175,2,NA,NTX,4,NA,1,2022,B,85,2,88,390,NA,NA
KK5NA,98,1D,12,2,NA,NTX,1,NA,1,2022,C,12,0,0,50,NA,NA
KK5W,17442,10A,4318,2,KT5TX,STX,146,Brazos Valley ARC,10,2022,G,2522,826,970,2110,NA,NA
KK6EUH,435,1E,17,5,NA,LAX,1,Pasadena RC/JPLARC/CITARC,1,2022,B,0,0,17,350,NA,NA
KK6HWN,74,1D,12,2,NA,SCV,1,Santa Clara Co. ARA,1,2022,C,0,0,12,50,NA,NA
KK6JON,785,1B1B,68,5,NA,SV,1,NA,1,2022,B,0,59,9,150,NA,NA
KK6LHT,340,1B1B,9,5,NA,SB,1,NA,1,2022,B,9,0,0,250,NA,NA
KK6M,162,1D,28,2,NA,LAX,1,NA,1,2022,C,0,28,0,50,NA,NA
KK6NOH,410,1E,16,5,NA,AZ,1,Cochise ARA,1,2022,B,0,16,0,250,NA,NA
KK6NXT,516,1A,32,2,NA,LAX,3,Lakewood ARC,1,2022,G,1,0,31,450,NA,NA
KK6RKA,216,1E,33,2,NA,NNJ,1,NA,1,2022,B,0,0,33,150,NA,NA
KK6SXA,60,1D,5,2,NA,SB,1,NA,1,2022,C,0,0,5,50,NA,NA
KK6VGE,274,1D,56,2,NA,SCV,1,Half Moon Bay ARC,1,2022,C,0,56,0,50,NA,NA
KK6VZE,60,1D,5,2,NA,SF,1,NA,1,2022,C,0,0,5,50,NA,NA
KK6ZIZ,468,1D,113,2,NA,EB,1,Benicia ARC,1,2022,C,0,96,17,50,NA,NA
KK7AHR,362,1B1,6,2,NA,EWA,1,Kittitas Co. Amateur Radio Comm. Svc.,1,2022,B,0,0,6,350,NA,NA
KK7AJB,600,5AC,25,2,NA,AZ,8,Desert ARC,5,2022,C,0,0,25,550,NA,NA
KK7BFC,80,1D,15,2,NA,AZ,1,NA,1,2022,C,0,0,15,50,NA,NA
KK7DS,450,1B1,100,2,NA,OR,1,NA,1,2022,S,0,0,100,250,NA,NA
KK7DXY,96,1D,13,2,NA,AZ,1,NA,1,2022,C,0,0,13,70,NA,NA
KK7GO,182,1D,66,2,NA,EWA,1,NA,1,2022,C,0,0,66,50,NA,NA
KK9DX,1754,1D,426,2,NA,TN,1,High Forest ARC,1,2022,C,203,223,0,50,NA,NA
KK9V,134,1D,21,2,NA,IN,1,Soc. of Midwest Contesters,1,2022,C,21,0,0,50,NA,NA
KK0S,648,2A,83,2,NA,KS,6,Valley Center ARC,2,2022,B,6,0,77,470,NA,NA
KK0Y,212,1D,81,2,NA,KS,1,Jayhawk ARS,1,2022,C,0,0,81,50,NA,NA
KL2P,64,1D,7,2,NA,NV,1,NA,1,2022,C,0,0,7,50,NA,NA
KL4VA,174,1D,31,2,NA,AK,1,NA,1,2022,C,0,31,0,50,NA,NA
KL7JRC,2676,1A,559,2,NA,AK,42,Juneau ARC,1,2022,G,0,54,505,1450,NA,NA
KL7OT,394,1AC,61,2,NA,AK,6,QRM Crumudgeon Grp.,1,2022,C,0,61,0,150,NA,NA
KM1Z,510,1D,90,2,NA,TN,1,Maury ARC,1,2022,C,90,0,0,150,NA,NA
KM3D,232,1E,32,2,NA,EPA,3,Lebanon Valley Soc. of Radio Amateurs,1,2022,G,9,0,23,150,NA,NA
KM3GWR,450,2D,75,2,NA,AL,2,3 Guys With Radios ARC,2,2022,C,0,75,0,150,NA,NA
KM3P,574,1D,131,2,NA,WPA,1,NA,1,2022,C,0,131,0,50,NA,NA
KM4AEM,88,1D,11,2,NA,TN,1,Olive Branch ARC,1,2022,C,0,8,3,50,NA,NA
KM4AYW,392,1D,124,2,NA,NC,1,NA,1,2022,C,6,41,77,50,NA,NA
KM4FO,450,1D,100,2,NA,KY,1,NA,1,2022,C,100,0,0,50,Y,NA
KM4HQE,132,1B1,25,2,NA,TN,1,NA,1,2022,G,0,16,9,50,NA,NA
KM4HTM,80,1D,15,2,NA,SC,1,York Co. ARS,1,2022,C,0,0,15,50,NA,NA
KM4HVB,406,1E,59,2,NA,NC,1,Forsyth ARC,1,2022,B,0,59,0,170,NA,NA
KM4IAJ,306,1D,128,2,NA,VA,1,Heritage Hunt Hams,1,2022,C,0,0,128,50,NA,NA
KM4IYQ,320,1E,85,2,NA,TN,1,Cumberland Plateau ARC,1,2022,B,0,0,85,150,NA,NA
KM4IZZ,226,1D,88,2,NA,TN,1,NA,1,2022,C,0,0,88,50,NA,NA
KM4JHK,174,1D,52,2,NA,NC,1,NA,1,2022,C,10,0,42,50,NA,NA
KM4KWZ,198,1D,74,2,NA,VA,1,Woodbridge Wireless ARC,1,2022,C,0,0,74,50,NA,NA
KM4LFT,2226,1E,369,2,NA,GA,1,Piedmont ARC,1,2022,B,0,369,0,750,NA,NA
KM4LRH,602,1D,115,2,NA,MS,1,Great Southern DX Assn.,1,2022,C,0,111,4,150,NA,NA
KM4OT,700,4A,94,2,NA,NC,5,Old Times Ham Radio Club,4,2022,G,0,31,63,450,NA,NA
KM4PIH,166,1D,31,2,NA,NFL,1,The Villages ARC,1,2022,C,0,27,4,50,NA,NA
KM4PT,650,1D,150,2,NA,TN,1,WCARES Contest Grp.,1,2022,C,0,150,0,50,NA,NA
KM4RK,94,1E,22,2,NA,SC,1,NA,1,2022,B,0,0,22,50,NA,NA
KM4SW,1230,1A,175,2,NA,SC,11,Carolina SideWinders,1,2022,G,0,175,0,530,Y,NA
KM4TLR,150,1D,25,2,NA,GA,1,NA,1,2022,C,0,25,0,50,NA,NA
KM4VHX,138,1B1,22,2,NA,VA,1,NA,1,2022,B,0,22,0,50,NA,NA
KM4WYO,132,1D,21,2,NA,AL,1,NA,1,2022,C,0,20,1,50,NA,NA
KM5GT,94,1D,11,2,NA,NTX,1,NA,1,2022,C,0,11,0,50,NA,NA
KM5MQ,90,1D,20,2,NA,STX,1,Austin (TX) ARC,1,2022,C,0,0,20,50,NA,NA
KM5VZ,255,1B1B,1,5,NA,NTX,1,NA,1,2022,B,0,0,1,250,NA,NA
KM5ZE,1450,1E,110,5,NA,NM,1,Mesilla Valley Radio Club,1,2022,B,0,110,0,350,NA,NA
KM6BDN,310,1B1,30,2,NA,SV,1,NA,1,2022,S,0,0,30,250,NA,NA
KM6DKE,850,1D,241,2,NA,SCV,1,NA,1,2022,C,0,159,82,50,NA,NA
KM6DYO,380,1D,58,2,NA,NV,1,NA,1,2022,C,0,57,1,150,NA,NA
KM6JSR,338,1D,72,2,NA,AZ,1,Tortolita Radio Club,1,2022,C,0,72,0,50,NA,NA
KM6LBW,422,1D,94,2,NA,LAX,1,San Fernando Valley ARC,1,2022,C,0,92,2,50,Y,NA
KM6LGX,180,1D,65,2,NA,LAX,1,Palos Verdes ARC,1,2022,C,0,0,65,50,NA,NA
KM6MTV,374,3E,12,2,NA,LAX,1,Rio Hondo ARC,3,2022,B,0,0,12,350,NA,NA
KM6OFD,290,1B1B,15,5,NA,RI,1,NA,1,2022,B,13,0,2,150,NA,NA
KM6PFI,190,1E,8,5,NA,LAX,1,Pasadena RC/JPLARC/CITARC,1,2022,B,0,0,8,150,NA,NA
KM6RRS,216,1E,19,2,NA,ORG,1,Desert Radio Amateur Transmitting Soc.,1,2022,B,0,14,5,150,NA,NA
KM6TVJ,70,1D,9,2,NA,LAX,1,NA,1,2022,C,0,1,8,50,NA,NA
KM6VHD,315,1B1B,13,5,NA,EB,1,South Bay ARA,1,2022,B,0,0,13,250,NA,NA
KM6VLP,78,1D,7,2,NA,SV,1,NA,1,2022,C,7,0,0,50,NA,NA
KM6YZZ,258,1B1,4,2,NA,SCV,1,Anritsu ARC,1,2022,B,0,0,4,250,NA,NA
KM7H,790,1D,185,2,NA,EWA,1,Panoramaland ARC,1,2022,C,0,185,0,50,NA,NA
KM7W,7822,3E,2070,2,NA,MT,5,NA,3,2022,G,1616,0,454,450,NA,NA
KN1H,2150,1B1B,200,5,NA,NH,1,NA,1,2022,B,200,0,0,150,NA,NA
KN4AAZ,354,1E,76,2,NA,AL,1,Montgomery (AL) ARC,1,2022,G,0,76,0,50,NA,NA
KN4ADM,280,1D,115,2,NA,GA,1,NA,1,2022,C,0,0,115,50,NA,NA
KN4AMX,1806,1D,439,2,NA,AL,1,Mobile ARC,1,2022,C,0,439,0,50,NA,NA
KN4BDF,80,1B1B,3,5,NA,NFL,1,NA,1,2022,B,0,3,0,50,NA,NA
KN4CNU,454,1D,101,2,NA,TN,1,NA,1,2022,C,101,0,0,50,NA,NA
KN4DS,1222,1D,293,2,NA,GA,1,Central GA ARC,1,2022,C,0,293,0,50,NA,NA
KN4DUA,1406,2A,251,2,N4TLM,TN,28,Tellico Lake ARC,2,2022,G,0,137,114,630,NA,NA
KN4EDG,262,1E,46,2,NA,NFL,1,Gator ARC,1,2022,B,0,10,36,150,NA,NA
KN4EXJ,58,1B2,4,2,NA,SC,2,Charleston ARS,1,2022,B,0,0,4,50,NA,NA
KN4FRG,1192,1E,280,2,NA,MO,1,NA,1,2022,B,0,241,39,150,NA,NA
KN4HGI,88,1D,19,2,NA,NC,1,Onslow ARC,1,2022,C,0,0,19,50,NA,NA
KN4HKB,232,1E,41,2,NA,GA,1,Alford Memorial Radio Club,1,2022,B,0,0,41,150,NA,NA
KN4IWO,522,1E,150,2,NA,NFL,1,NA,1,2022,G,0,86,64,50,NA,NA
KN4JER,60,1D,5,2,NA,NFL,1,Ewephoria Radio Club,1,2022,C,0,0,5,50,NA,NA
KN4KIM,202,1D,38,2,NA,NFL,1,Gainesville ARS,1,2022,C,0,38,0,50,NA,NA
KN4LAU,62,1D,6,2,NA,VA,1,Albemarle ARC,1,2022,C,0,0,6,50,NA,NA
KN4OQD,72,1D,11,2,NA,SC,1,North Augusta Belvedere Radio Club,1,2022,C,0,0,11,50,NA,NA
KN4QWY,176,1C,13,2,NA,NC,1,NA,1,2022,B,0,0,13,150,NA,NA
KN4RHC,92,1D,21,2,NA,SC,1,NA,1,2022,C,0,0,21,50,NA,NA
KN4RHF,90,1C,20,2,NA,TN,1,WCARES Contest Grp.,1,2022,B,0,0,20,50,NA,NA
KN4UND,158,1D,54,2,NA,VA,1,NA,1,2022,C,0,0,54,50,NA,NA
KN4UNI,978,1D,207,2,NA,MI,1,North Fulton ARL,1,2022,C,0,207,0,150,NA,NA
KN4UOI,92,1D,21,2,NA,KY,1,Kentucky Colonels ARC,1,2022,C,0,0,21,50,NA,NA
KN4USA,1548,1E,302,2,NA,NC,1,Misfits ARC,1,2022,G,0,302,0,340,NA,NA
KN4YZY,166,1E,4,2,NA,VA,1,Mt. Vernon (VA) ARC,1,2022,B,0,4,0,150,NA,NA
KN4ZBT,182,1E,16,2,NA,VA,1,King George Amateur Radio Operators,1,2022,G,0,0,16,150,NA,NA
KN4ZXG,526,1D,119,2,NA,VA,1,PODXS 070,1,2022,C,20,99,0,50,NA,NA
KN5TR,1046,3A,130,2,KF5SLK,NTX,5,North TX Radiosport Assn.,3,2022,B,0,78,52,630,NA,NA
KN6BAZ,242,1D,48,2,NA,SCV,1,NA,1,2022,C,20,28,0,50,NA,NA
KN6BMO,188,1E,19,2,NA,ORG,1,Irvine Disaster EmComm,1,2022,B,0,0,19,150,NA,NA
KN6CEI,162,1D,45,2,NA,SF,1,Humboldt ARC,1,2022,C,0,11,34,50,NA,NA
KN6DOQ,98,2D,24,2,NA,LAX,1,Pasadena RC/JPLARC/CITARC,2,2022,C,0,0,24,50,NA,NA
KN6EJG,620,1E,22,5,NA,LAX,1,Pasadena RC/JPLARC/CITARC,1,2022,S,3,11,8,440,NA,NA
KN6EWM,154,1E,2,2,NA,LAX,1,Topanga Disaster Radio Team,1,2022,B,0,0,2,150,NA,NA
KN6FKQ,280,1E,15,2,NA,SDG,1,NA,1,2022,B,0,0,15,250,NA,NA
KN6HIP,174,1E,6,2,NA,SCV,1,NA,1,2022,B,0,6,0,150,NA,NA
KN6HPJ,180,1E,6,5,NA,SB,1,Ventura Co. ARC,1,2022,B,0,0,6,150,NA,NA
KN6NLJ,56,1D,3,2,NA,ORG,1,NA,1,2022,C,0,0,3,50,NA,NA
KN6NMV,86,1D,9,2,NA,SJV,1,NA,1,2022,C,9,0,0,50,NA,NA
KN6PNF,134,1D,21,2,NA,SF,1,San Francisco Radio Club,1,2022,C,0,21,0,50,NA,NA
KN6QNJ,202,1E,26,2,NA,SV,1,River City Amateur Radio Comm. Soc.,1,2022,B,0,0,26,150,NA,NA
KN6RK,222,1D,43,2,NA,SF,1,Humboldt ARC,1,2022,C,0,43,0,50,NA,NA
KN6SPY,54,1E,2,2,NA,ORG,1,San Gorgonio Pass Amateur Club,1,2022,B,0,0,2,50,NA,NA
KN6TSD,80,1B1B,6,5,NA,LAX,1,NA,1,2022,B,0,0,6,50,NA,NA
KN6UQF,165,1B1B,3,5,NA,LAX,1,Pasadena RC/JPLARC/CITARC,1,2022,B,0,0,3,150,NA,NA
KN6Y,350,1D,75,2,NA,SJV,1,NA,1,2022,C,75,0,0,50,NA,NA
KN7Y,994,1D,236,2,NA,AZ,1,Arizona Outlaws Contest Club,1,2022,C,236,0,0,50,NA,NA
KN0P,448,1B1,99,2,NA,SF,1,NA,1,2022,B,0,0,99,250,NA,NA
KN0R,636,1D,129,2,NA,IA,1,Story Co. ARC,1,2022,C,0,114,15,150,NA,NA
KN0V,686,1D,159,2,NA,MN,1,NA,1,2022,C,159,0,0,50,NA,NA
KN0W,334,1E,21,2,NA,WWA,1,NA,1,2022,B,0,21,0,250,NA,NA
KO2Q,1492,1E,388,2,NA,NC,1,NA,1,2022,G,250,33,105,150,NA,NA
KO3F,242,1D,48,2,NA,SFL,1,NA,1,2022,C,0,48,0,50,NA,NA
KO4ALA,466,1D,104,2,NA,AL,1,Huntsville ARC,1,2022,C,0,104,0,50,NA,NA
KO4AWH,1075,1E,108,5,NA,GA,2,NA,1,2022,S,0,73,35,170,NA,NA
KO4BWN,690,1D,160,2,NA,GA,1,Silver Comet ARS,1,2022,C,0,160,0,50,NA,NA
KO4CDJ,106,1D,20,2,NA,GA,1,NA,1,2022,C,0,8,12,50,NA,NA
KO4CTF,780,3A,115,2,NA,VA,4,Valley and Massanutten ARA,3,2022,G,0,0,115,550,NA,NA
KO4CVU,74,1D,6,2,NA,TN,1,PODXS 070,1,2022,C,0,6,0,50,NA,NA
KO4DCO,1530,1B1B,128,5,NA,TN,1,WCARES Contest Grp.,1,2022,B,0,128,0,250,NA,NA
KO4EKZ,218,1D,43,2,NA,SC,1,Trident ARC,1,2022,C,0,41,2,50,NA,NA
KO4EOD,654,1E,126,2,NA,WCF,1,Sarasota Em. Radio Club,1,2022,B,1,125,0,150,NA,NA
KO4FSZ,318,1D,67,2,NA,NC,1,NA,1,2022,C,0,67,0,50,NA,NA
KO4IJH,318,1D,68,2,NA,VA,1,Alexandria Radio Club,1,2022,C,0,66,2,50,NA,NA
KO4IPV,54,1D,2,2,NA,NFL,1,Ewephoria Radio Club,1,2022,C,0,0,2,50,NA,NA
KO4JKV,82,1D,16,2,NA,NC,1,NA,1,2022,C,0,0,16,50,NA,NA
KO4MHM,368,1D,79,2,NA,NC,1,Pamlico ARS,1,2022,C,0,30,49,150,NA,NA
KO4NIK,1550,2B2,275,2,NA,NC,2,NA,2,2022,B,23,252,0,450,NA,NA
KO4NMT,330,1D,70,2,NA,AL,1,NA,1,2022,C,0,70,0,50,NA,NA
KO4OHN,418,1E,17,2,NA,AL,3,TTD ARC,1,2022,B,0,17,0,350,NA,NA
KO4OJA,58,1D,2,2,NA,AL,2,Univ. of Alabama Radio Club,1,2022,C,0,2,0,50,NA,NA
KO4PUU,262,1E,34,2,NA,TN,1,West TN ARS,1,2022,B,0,22,12,150,NA,NA
KO4RJE,1194,1D,286,2,NA,NC,1,NA,1,2022,C,0,286,0,50,NA,NA
KO4RQN,850,1D,200,2,NA,NC,1,Orange Co. Radio Amateurs and Durham FM Assn.,1,2022,C,0,200,0,50,NA,NA
KO4RYD,156,1D,43,2,NA,VA,1,Lynchburg ARC,1,2022,C,0,0,43,70,NA,NA
KO4UVF,668,4B1,9,2,NA,NC,1,Watauga ARC,4,2022,B,0,0,9,650,NA,NA
KO4VQD,522,1D,93,2,NA,VA,1,Middle Peninsula ARC,1,2022,C,0,93,0,150,NA,NA
KO4XJ,644,1D,149,2,NA,KY,1,Paducah ARA,1,2022,C,0,148,1,50,NA,NA
KO4YIN,1604,1B2,324,2,NA,SD,2,NA,1,2022,B,19,284,21,350,NA,NA
KO6NO,206,1D,78,2,NA,EB,1,KARO/ECHO,1,2022,C,0,0,78,50,NA,NA
KO6TH,290,1B1B,6,5,NA,SV,1,Sierra Foothills ARC,1,2022,B,0,2,4,250,NA,NA
KO6UW,1792,2A,220,2,NA,MT,12,Clark Fork Valley ARC,2,2022,G,0,201,19,950,NA,NA
KO6YG,200,1E,25,2,NA,SCV,1,Waterton ARS,1,2022,S,0,0,25,150,NA,NA
KO8S,74,1D,12,2,NA,MI,1,NA,1,2022,C,0,0,12,50,NA,NA
K0AE,474,1D,110,2,NA,CO,1,NA,1,2022,C,102,0,8,50,NA,NA
K0AIZ,318,1D,134,2,NA,NE,1,NA,1,2022,C,0,0,134,50,NA,NA
K0AJW,4674,1A,1076,2,NA,ND,22,Souris Valley ARC,1,2022,G,556,100,420,1210,NA,NA
K0ALT,750,1D,175,2,NA,CO,1,Ski Country ARC,1,2022,C,175,0,0,50,NA,NA
K0ANS,400,1E,25,2,NA,CO,1,Longmont ARC,1,2022,S,0,0,25,350,NA,NA
K0ANT,2860,3A,569,2,NA,KS,12,The Kansas Antenna Club in Johnson Co.,3,2022,G,320,146,103,790,NA,NA
K0ARF,254,1B2,52,2,NA,MN,2,NA,1,2022,G,0,0,52,150,NA,NA
K0ARG,150,1D,26,2,NA,CO,1,NA,1,2022,C,0,24,2,50,NA,NA
K0ARS,368,1D,92,2,NA,MO,1,Macon Co. ARC,1,2022,C,92,0,0,0,NA,NA
K0ARY,270,1E,60,2,NA,MO,1,NA,1,2022,B,0,0,60,150,NA,NA
K0AV,5906,1A,1439,2,NA,CO,3,NA,1,2022,G,1239,200,0,150,NA,NA
K0BAK,165,1C,3,5,NA,EPA,1,Pottstown Area ARC,1,2022,B,0,0,3,150,NA,NA
K0BIE,1206,1E,264,2,NA,OH,1,Splinter Grp. ARC,1,2022,G,0,264,0,150,NA,NA
K0CD,350,1B1B,20,5,NA,WI,1,NA,1,2022,B,20,0,0,150,NA,NA
K0CMS,126,1D,38,2,NA,AZ,1,NA,1,2022,C,0,0,38,50,NA,NA
K0CSQ,786,2A,93,2,NA,IA,6,Southeast IA ARA,2,2022,G,0,0,93,600,NA,NA
K0CV,354,1D,52,2,NA,MN,1,Twin City FM Club,1,2022,C,50,0,2,150,NA,NA
K0DAJ,242,1B1,46,2,NA,SD,1,NA,1,2022,B,0,0,46,150,NA,NA
K0DSL,638,1D,122,2,NA,WCF,1,NA,1,2022,C,0,122,0,150,NA,NA
K0DZX,74,1D,12,2,NA,KS,1,NA,1,2022,C,0,0,12,50,NA,NA
K0EHR,410,1B1B,29,5,NA,CO,1,NA,1,2022,B,18,5,6,150,NA,NA
K0EMT,970,1E,63,5,NA,IN,1,Mid-MO ARC,1,2022,B,61,0,2,350,NA,NA
K0EOR,1798,3A,262,2,NA,MO,4,Eastern Ozarks ARC,3,2022,G,0,212,50,850,NA,NA
K0EU,7348,1B2,1641,2,NA,CO,2,NA,1,2022,B,1608,0,33,850,NA,NA
K0FE,2110,1D,520,2,NA,SC,2,Greer ARC,1,2022,C,7,503,10,50,NA,NA
K0FJ,382,1D,83,2,NA,KS,1,Trojan ARC,1,2022,C,0,83,0,50,NA,NA
K0FNS,104,1B1,27,2,NA,CO,1,NA,1,2022,B,0,0,27,50,NA,NA
K0FTC,2450,1B2B,200,5,NA,CO,2,NA,1,2022,B,100,100,0,450,NA,NA
K0GD,192,1D,39,2,NA,CO,1,Potomac Valley Radio Club,1,2022,C,32,0,7,50,NA,NA
K0GMK,98,1D,12,2,NA,MN,1,Rochester (MN) ARC,1,2022,C,0,12,0,50,NA,NA
K0GOB,210,1D,80,2,NA,MO,1,NA,1,2022,C,0,0,80,50,NA,NA
K0GPZ,426,3F,58,2,KE0YPZ,MN,7,Northern Lakes ARC,3,2022,C,0,0,58,310,NA,NA
K0GQ,988,3A,40,2,NA,MO,8,Raytown ARC,3,2022,G,0,29,11,850,NA,NA
K0HAX,294,1E,22,2,NA,MN,1,NA,1,2022,B,0,0,22,250,NA,NA
K0HD,246,1C,24,2,NA,MN,1,Hiawatha ARS,1,2022,G,24,0,0,150,NA,NA
K0HK,570,1E,80,2,NA,KS,1,Atchison Co. ARS,1,2022,B,80,0,0,250,NA,NA
K0HNY,6052,4A,1296,2,NA,MN,15,Owatonna Steele Co. Amateur Radio,4,2022,G,863,332,101,1070,NA,NA
K0HS,1764,1E,458,2,NA,SD,6,Hot Springs ARC,1,2022,G,239,0,219,370,NA,NA
K0IIT,6366,2A,1613,2,W7LEV,CO,50,Montrose Co.  ARC,2,2022,G,935,0,678,1270,NA,NA
K0IL,1946,1D,474,2,NA,NE,1,Ak Sar Ben ARC,1,2022,C,474,0,0,50,NA,NA
K0INR,920,1E,198,2,NA,IA,1,NA,1,2022,B,187,0,11,150,NA,NA
K0JEB,1144,2D,281,2,NA,CT,1,Southeastern CT ARS,2,2022,C,0,216,65,150,NA,NA
K0JFJ,490,1B1,63,2,NA,MN,1,Rochester (MN) ARC,1,2022,G,57,0,6,250,NA,NA
K0JP,70,1C,5,2,NA,MN,1,Radiosport Manitoba,1,2022,B,5,0,0,50,NA,NA
K0KKV,5692,3A,1219,2,K0SMM,NE,63,Lincoln ARC,3,2022,G,613,279,327,1470,NA,NA
K0KON,810,1D,190,2,NA,STX,1,NA,1,2022,C,0,190,0,50,NA,NA
K0LAR,366,1D,79,2,NA,MN,1,SMARTS Radio Club,1,2022,C,79,0,0,50,NA,NA
K0LIR,6112,3A,1391,2,NA,MO,17,St. Louis ARC,3,2022,G,852,238,301,1150,NA,NA
K0LTC,2338,3A,367,2,K0CBP,MN,55,Maple Grove Radio Club,3,2022,G,0,187,180,1230,NA,NA
K0LW,3210,1A,790,2,NA,MO,3,Carbon Co. DXCC,1,2022,G,790,0,0,50,NA,NA
K0M,1884,3A,247,2,NA,MO,10,Blue Springs ARC,3,2022,B,154,16,77,1050,NA,NA
K0MPH,562,1D,128,2,NA,MN,1,NA,1,2022,C,128,0,0,50,Y,NA
K0NTS,594,4A,22,2,NA,CO,8,Colorado Traffic League,4,2022,B,0,0,22,550,NA,NA
K0OO,460,2E,104,2,NA,MDC,4,Potomac Valley Radio Club,2,2022,G,3,98,3,50,NA,NA
K0OU,7318,2A,1792,2,NA,KS,8,Kansas City Contest Club,2,2022,G,1592,0,200,550,NA,NA
K0PEA,1004,2A,163,2,NA,IA,22,Pella ARC,2,2022,G,14,0,149,650,NA,NA
K0QIK,1266,1A,231,2,NA,MN,14,Lake Region ARC,1,2022,G,8,169,54,450,NA,NA
K0R,254,1B1C,52,2,NA,KS,1,NA,1,2022,C,0,0,52,150,NA,NA
K0RCJ,196,1D,23,2,NA,KS,1,Reno Co. (KS) ARA,1,2022,C,0,0,23,150,NA,NA
K0RF,5418,2D,1342,2,NA,CO,2,NA,2,2022,C,1342,0,0,50,NA,NA
K0RGI,1570,1E,122,5,NA,TN,1,Zuni Loop MEF,1,2022,B,102,20,0,350,NA,NA
K0RJK,525,1E,45,5,NA,CO,1,NA,1,2022,B,19,11,15,150,NA,NA
K0RQ,1452,3A,369,2,NA,ND,7,Red River Radio Amateurs,3,2022,G,0,32,337,650,NA,NA
