Call,GOTA CALL,FINAL SCORE,Category,Section,Power Multiplier,CLUB NAME,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS
W8BI,NA,84,3D,OH,2,NA,1,3,C,0,0,17,17,50
W8BM,NA,9148,6A,OH,2,Cuyahoga ARS,29,6,G,659,953,425,2037,1850
W8BXG (+K8BUB),K8BUB,3930,2AC,OH,2,Bearcat DX Club,20,2,C,22,2,1477,1501,880
W8BZY,NA,110,1D,OH,2,NA,1,1,C,15,0,0,15,50
W8CDZ,NA,114,2E,MI,2,Copper Country Radio Amateur Assn.,6,2,G,11,0,10,21,50
W8CO,NA,142,1D,MI,2,NA,1,1,C,15,0,16,31,50
W8CPT,NA,170,1E,MI,2,Who Cares ARG,1,1,B,0,0,60,60,50
W8CUL (+KC8YUI),KC8YUI,3096,5A,WV,2,West Virgina Univ. ARC/Monongalia Wireless Assn./MCARC,28,5,G,211,36,479,726,1150
W8CWO (+KE8NKV),KE8NKV,3575,3A,OH,2,Steubenville-Weirton ARC,15,3,G,305,47,436,788,1295
W8DC,NA,2472,3A,MI,2,Grand Rapids ARA,20,3,G,0,205,501,706,650
W8DF,NA,1816,4A,MI,2,Southern MI ARS,44,4,G,0,52,329,381,950
W8DGN,NA,4402,4A,OH,2,Bellbrook ARC,25,4,G,210,180,576,966,1690
W8DSI,NA,390,1D,NC,2,NA,1,1,C,0,85,0,85,50
W8DYY,NA,2896,2D,OH,2,Mound ARA,12,2,C,40,516,201,757,270
W8EDU,NA,2048,2A,OH,2,Case ARC,40,2,B,126,13,81,220,1330
W8EQ (+KE8NRP),KE8NRP,1159,3A,OH,2,Northwest OH ARC,35,3,G,0,49,54,103,855
W8EWH,NA,290,1D,MI,2,NA,1,1,C,60,0,0,60,50
W8EWL,NA,96,1D,SF,2,Valley of the Moon ARC,1,1,C,0,0,23,23,50
W8EWR,NA,78,1D,WV,2,Central West Virginia Wireless Assn.,1,1,C,0,0,14,14,50
W8FO,NA,638,1D,OH,2,QCWA Chapter 142,1,1,C,147,0,0,147,50
W8FSM,NA,3516,1E,MI,2,Central Michigan Emergency Network,1,1,B,181,602,17,800,350
W8FT,NA,1214,1A,OH,2,Findlay RC,4,1,B,184,0,64,248,350
W8FU,NA,520,1D,MI,2,Who Cares ARG,1,1,C,0,117,1,118,50
W8FWY,NA,542,1B1,OH,2,NA,1,1,G,73,0,0,73,250
W8FY,NA,3328,4F,OH,2,Van Wert ARC,12,4,C,0,177,1035,1212,550
W8GJX,NA,572,1A,MI,2,West Michigan Repeater Assn.,8,1,G,37,0,37,74,350
W8GNT,NA,92,1D,OH,2,NA,1,1,C,0,0,21,21,50
W8GO (+WX8A),WX8A,1674,4A,OH,2,Clinton Co. ARA,13,4,B,0,80,237,317,880
W8GSR,NA,334,1E,OH,2,NA,1,1,B,0,0,62,62,210
W8HHF,NA,2802,3A,OH,2,Toledo Mobile Radio Assn.,13,3,G,0,468,240,708,450
W8HN,NA,5798,5A,OH,2,Medina Two Meter Grp.,25,5,G,649,319,488,1456,950
W8HP (+W8JXU),W8JXU,4783,4A,MI,2,Hazel Park ARC,47,4,G,173,503,352,1028,1375
W8ID,NA,3210,5A,OH,2,Seneca RC,30,5,G,46,309,60,415,1670
W8ISH,NA,486,1E,IN,2,Mid-State ARC,1,1,B,0,54,0,54,270
W8JRH,NA,834,1D,MI,2,Barry ARA,1,1,C,0,196,0,196,50
W8JTW,NA,940,1E,OH,5,NA,1,1,B,51,15,6,72,250
W8JXN,NA,970,4A,MI,2,Cascades ARS,20,4,G,33,0,144,177,550
W8KO,NA,2210,1B1B,TN,5,Smoky Mountain ARC,1,1,B,206,0,0,206,150
W8KRZ,NA,226,1D,VA,2,NA,1,1,C,44,0,0,44,50
W8KTN,NA,796,2A,OH,2,Kenton ARC,8,2,G,0,0,123,123,550
W8KTQ,NA,2182,1D,OH,2,Delaware ARA,1,1,C,533,0,0,533,50
W8LAP,NA,3558,4A,MI,2,Lapeer Co. ARA,10,4,G,400,135,119,654,1180
W8LKY (+KE8CKL),KE8CKL,2677,3A,OH,2,Alliance ARC,40,3,G,159,113,157,429,1275
W8LRC,NA,1056,2A,MI,2,Lowell ARC,15,2,G,0,0,353,353,350
W8LRK (+K8OVW),K8OVW,3447,2A,MI,2,Livingston AR Klub,14,2,G,270,172,142,584,1395
W8LT,NA,1062,2A,OH,2,THE ARC at The Ohio State Univ.,8,2,G,101,27,0,128,550
W8MAA (+WX8MOJ),WX8MOJ,4217,3A,MI,2,Central Michagan ARC,58,3,G,510,58,510,1078,925
W8MAI (+W8KIT),W8KIT,3241,2A,MI,2,Blossomland ARA,28,2,G,400,63,67,530,1255
W8MHV,NA,3518,2A,OH,2,Athens Co. ARA,7,2,G,78,390,248,716,1150
W8MOP,NA,796,3D,WV,2,East River ARC,11,3,C,0,109,55,164,250
W8MQT,NA,518,1D,MI,2,NA,1,1,C,0,77,80,157,50
W8MRM,NA,2818,2A,MI,2,Motor City RC,26,2,G,207,63,194,464,1350
W8NGA,NA,1250,1B1B,OH,5,NA,1,1,B,110,0,0,110,150
W8NL,NA,1212,2A,OH,2,Morrow Co. ARS,4,2,G,0,52,227,279,550
W8NNC,NA,1200,1B1B,OH,5,NOARS/LCARA,1,1,B,105,0,0,105,150
W8NOR,NA,166,1D,AZ,2,NA,1,1,C,29,0,0,29,50
W8NP (+KC8WVH),KC8WVH,4069,2A,OH,2,Massillon ARC,64,2,G,575,0,352,927,1065
W8OG,NA,266,2A,OH,2,Clark Co. ARA,4,2,B,0,0,8,8,250
W8OMR,NA,1122,1F,OH,2,Ohio Military Reserve ARG,2,1,C,0,168,0,168,450
W8OV,NA,330,1D,NTX,2,Plano AR Klub,1,1,C,70,0,0,70,50
W8PAR,NA,2604,3A,WV,2,Parkersburg AR Klub,23,3,G,224,150,159,533,790
W8PI (+W8DWL),W8DWL,5216,2A,MI,2,Monroe Co. Radio Comm. Assn.,17,2,G,524,0,525,1049,2070
W8PIF,NA,2802,2A,MI,2,Marinette & Menominee ARC,34,2,G,110,0,706,816,950
W8PU,NA,2190,4A,OH,2,Southern OH Radio Friends,19,4,G,200,50,210,460,770
W8QLY,NA,8050,8A,OH,2,Mahoning Valley ARA,25,8,G,727,330,956,2013,1910
W8RAD,NA,192,1B1,MI,2,Thunder Bay ARC,1,1,B,0,0,71,71,50
W8RJC,NA,1158,1E,MI,2,North Ottawa ARC,1,1,B,0,277,0,277,50
W8RJD,NA,210,1D,MI,2,Who Cares ARG,1,1,C,0,40,0,40,50
W8RP (+W8CWN),W8CWN,9777,4A,MI,2,Arrow Communications Assn.,30,4,G,1321,374,441,2136,2115
W8RU,NA,142,1D,MI,2,Mad River RC,1,1,C,16,7,0,23,50
W8SJS,NA,330,2E,MI,2,NA,2,2,G,0,0,40,40,250
W8SP (+NE3R),NE3R,8923,3A,WV,2,Mountaineer ARA,28,3,G,1065,553,368,1986,1715
W8TAT,NA,102,1D,SC,2,NA,1,1,C,0,0,26,26,50
W8TB,NA,1714,1D,OH,2,Mad River RC,1,1,C,94,314,16,424,50
W8TCM,NA,2584,4A,MI,2,Cherryland ARC,67,4,G,1,191,583,775,650
W8TGB,NA,76,1D,MI,2,Hazel Park ARC,1,1,C,0,0,13,13,50
W8TJB,NA,100,1B1C,MI,2,NA,1,1,C,0,12,1,13,50
W8TK,NA,10094,2E,AZ,2,Tortolita RC,4,2,G,2436,0,0,2436,350
W8TNO,NA,5926,2A,MI,2,Oakland Co.ARS,7,2,G,1026,268,0,1294,750
W8TOM,NA,308,1D,MI,2,NA,1,1,C,55,0,19,74,50
W8UM (+W8AXZ),W8AXZ,1442,2A,MI,2,Univ. of Michigan,4,2,G,0,0,96,96,1250
W8USA,NA,870,1AC,MI,2,Michigan AR Alliance,6,1,C,141,0,128,269,50
W8V,NA,1794,1D,WV,2,NA,8,1,C,384,0,104,488,50
W8VA (+WB8YNR),WB8YNR,2848,4F,WV,2,Tri-State ARA,25,4,G,231,94,139,464,1270
W8VP,NA,1364,2A,OH,2,Cambridge ARA,16,2,G,0,0,207,207,950
W8VPV (+KA8BSA),KA8BSA,7867,4A,OH,2,Cuyahoga Falls ARC,27,4,G,233,552,1566,2351,1595
W8VTD,NA,6072,5A,OH,2,Warren ARA,25,5,G,130,750,901,1781,750
W8VVL,NA,3098,3F,OH,2,Queen City Emergency Net,22,3,C,193,107,874,1174,150
W8VY,NA,2414,3F,MI,2,Kalamazoo ARC,20,3,G,0,384,114,498,650
W8WKY,NA,2896,6A,OH,2,Silvercreek ARA,43,6,G,120,229,175,524,1150
W8WOO,NA,1796,3F,OH,2,Wayne ARC,21,3,C,195,0,183,378,650
W8WRK,NA,3640,2A,OH,2,Butler Co. (OH) ARA,18,2,G,0,333,529,862,1250
W8XRN (+W1QFB),W1QFB,4010,3F,OH,2,Xenia Weather Amateur Radio Net,58,3,G,0,513,119,632,1720
W8XY,NA,114,1D,OH,2,NA,1,1,C,16,0,0,16,50
W8ZDT,NA,1200,1D,MI,2,Bay Area DXers,1,1,C,282,0,11,293,50
W8ZHO (+KE8IKT),KE8IKT,4886,10A,MI,2,Muskegon Area AR Council,21,10,G,409,0,465,874,2320
W8ZPF,NA,2354,2A,OH,2,CRES ARC,20,2,G,123,75,456,654,650
W8ZX,NA,1802,3A,OH,2,TUSCO ARC,25,3,G,0,133,0,133,1270
W9AA (+W9HLQ),W9HLQ,2403,3A,IL,2,Hamfesters RC,34,3,G,208,40,128,376,1155
W9AB,NA,5484,3A,IN,2,Michiana ARC,23,3,G,120,649,679,1448,1050
W9ASS,NA,134,1D,IL,2,NA,1,1,C,0,21,0,21,50
W9ATG (+N9TT),N9TT,3810,2A,IN,2,Hancock ARC,31,2,G,144,236,370,750,1550
W9AV (+W6RI),NA,7420,3B2,WI,2,Wisconsin River Gang,2,3,G,1142,534,83,1759,550
W9AWE,NA,2888,3F,IL,2,Western IL ARC,10,3,C,296,274,129,699,350
W9BJA,NA,288,1D,IL,2,NA,1,1,C,0,4,101,105,70
W9BOQ,NA,582,1B1,WI,1,NA,1,1,G,0,154,24,178,250
W9C,NA,1070,4AC,IL,2,Chicago FM Club,30,4,C,64,64,154,282,250
W9CDK,NA,374,2C,IL,2,NA,2,2,B,0,0,12,12,350
W9CPL,NA,146,1D,IL,2,Northern IL Quad Co. ARG,1,1,C,0,0,48,48,50
W9CQO (+AE9MY),AE9MY,9202,3A,WI,2,Ozaukee RC,25,3,G,1216,48,1063,2327,2020
W9CVA,NA,870,2A,WI,2,Chippewa Valley ARC,7,2,B,55,0,50,105,550
W9CY,NA,74,1D,IL,2,NA,1,1,C,0,0,12,12,50
W9DKB,NA,786,1E,WI,2,NA,1,1,B,159,0,0,159,150
W9DUA,NA,1790,3A,IL,2,Sangamon Valley RC,15,3,B,24,100,372,496,550
W9EBN,NA,1080,3A,IN,2,Grant Co. ARC,15,3,G,0,0,95,95,890
W9EBV,NA,1468,2A,WI,2,Fond du Lac ARC,16,2,G,0,60,139,199,950
W9EJM,NA,266,1B1,IL,2,NA,1,1,G,0,29,0,29,150
W9EN,NA,1900,1E,AZ,2,NA,3,1,G,333,0,9,342,550
W9EOC,NA,1534,2F,IL,2,Old Post ARS,11,2,C,0,0,492,492,550
W9EX,NA,3402,4AC,IL,2,Central Illinois RC,15,4,C,401,169,196,766,730
W9F,NA,1442,2A,IL,2,Northwest IL RC,15,2,G,98,0,50,148,950
W9FEZ,NA,4078,2A,IN,2,Mizpah Shrine Radio Unit,8,2,G,260,509,176,945,650
W9FK (+KD9HPS),KD9HPS,2054,2A,WI,2,West Allis RAC,12,2,B,211,108,34,353,710
W9FL,NA,902,1E,WI,2,NA,1,1,G,98,90,0,188,150
W9FOZ,NA,180,1B1C,MI,2,NA,1,1,C,0,0,15,15,150
W9FRG,NA,4134,4A,WI,2,Local Emergency Field Radio Operating Grp.,10,4,G,0,691,210,901,950
W9G (+KB9SZK),KB9SZK,1358,6A,IL,2,Grundy Co. ARC,10,6,B,5,147,45,197,660
W9GFD,NA,596,2A,IL,2,Knox Co. ARC,10,2,B,0,28,17,45,450
W9GO,NA,2408,4A,IN,2,Kokomo ARC,20,4,G,259,169,83,511,530
W9GOO,NA,534,1D,IN,2,Northeast IN ARA,1,1,C,0,121,0,121,50
W9GPB,NA,195,1E,IL,5,Bolingbrook ARS,1,1,B,0,0,9,9,150
W9GSM (+AC9SB),NA,1255,1B2B,IN,5,NA,2,1,B,50,20,1,71,550
W9I,NA,4364,2A,WI,2,W/K ARC of Greater Milwaukee,14,2,G,398,253,295,946,1170
W9JA,NA,358,1D,WI,2,NA,1,1,C,0,77,0,77,50
W9JCA,NA,956,4AC,IN,2,Jay Co. ARC,14,4,C,45,37,89,171,450
W9JJ,NA,92,2D,CT,2,NA,4,2,C,0,0,21,21,50
W9JLF,NA,290,1D,WI,2,NA,1,1,C,0,60,0,60,50
W9JRF,NA,260,1E,AZ,2,EVQRP,1,1,B,0,0,105,105,50
W9JXT,NA,754,1D,ORG,2,Desert Radio Amateur Transmitting Soc.,1,1,C,108,42,2,152,150
W9JZ,NA,2764,5A,WI,2,Four Lakes ARC,7,5,G,185,170,197,552,950
W9KHH,NA,994,1E,WI,2,Ozaukee RC,1,1,B,161,0,0,161,350
W9LD,NA,518,1D,ID,2,Snohomish Co. Hams Club,2,1,C,117,0,0,117,50
W9LDX,NA,3392,1A,IN,2,Lafayette DX Assn.,10,1,G,203,252,216,671,1140
W9LRC,NA,486,4AC,WI,2,Lakeshore RC,5,4,C,0,24,120,144,150
W9MQB (+KC9FYL),KC9FYL,2500,2A,WI,2,Tri County ARC (WI),12,2,G,206,148,87,441,910
W9MXQ,NA,1730,1E,WI,5,Ozaukee RC,1,1,B,0,158,0,158,150
W9NA,NA,996,4A,WI,2,Wisconsin Valley Radio Assn.,8,4,B,19,0,85,104,750
W9NE (+W9CEQ),W9CEQ,8195,7A,IL,2,Fox River Radio League,99,7,G,783,351,707,1841,2245
W9NJY,NA,3120,1B1B,WI,5,NA,1,1,B,277,0,0,277,350
W9NZB,NA,200,1E,IL,5,NA,1,1,B,5,0,0,5,150
W9OB (+K9UOK),K9UOK,2945,2AC,IN,2,Henry Co. ARC,24,2,C,136,3,492,631,1405
W9OG (+KD4SIR),KD4SIR,5006,4F,IN,2,Tri-State ARS (IN),25,4,C,626,170,351,1147,1120
W9OU,NA,1620,3A,IN,2,Northeast IN ARA,31,3,B,73,0,89,162,1150
W9P (+WX9PAL),WX9PAL,2014,2A,IL,2,Palatine ARES/RACES,12,2,G,66,13,129,208,1440
W9PC,NA,3042,1A,IN,2,Clinton Co. Contesters,6,1,G,461,0,154,615,890
W9POG (+KD9WYI),NA,198,1B2C,IL,2,NA,2,1,C,0,7,0,7,170
W9PVR,NA,1024,4A,WI,2,Pine Valley Repeater Grp.,7,4,G,0,15,107,122,750
W9REG,NA,2104,3A,IN,2,Tippecanoe ARA,10,3,G,0,170,337,507,750
W9RH,NA,1800,3A,WI,2,Milwaukee Radio Amateurs' Club,11,3,G,61,9,175,245,1170
W9RLL,NA,846,1E,WI,2,NA,1,1,S,0,174,0,174,150
W9SAU,NA,1420,1B1B,IL,5,Suburban Technical ARS,1,1,B,97,0,0,97,450
W9SRC,NA,562,4A,IL,2,Suburban Technical ARS,4,4,S,0,1,4,5,550
W9SSN,NA,322,1B1,ORG,2,NA,1,1,B,13,0,10,23,250
W9SU (+W9RCA),W9RCA,21066,4A,IN,2,Indy United ARC,40,4,G,2251,144,2478,4873,6530
W9SW,NA,1100,2A,IL,2,Chicago Suburban Radio Assn.,24,2,G,0,0,225,225,650
W9TAL (+KB9EZZ),KB9EZZ,2919,4A,IL,2,The American Legion Post 33 ARC,25,4,B,63,294,18,375,1455
W9TAZ,NA,1550,2F,IL,2,Tazewell Co. Area ARS,20,2,C,51,3,322,376,690
W9TCV,NA,695,1B1B,NFL,5,NA,1,1,B,0,0,29,29,550
W9TE (+KD9QHI),KD9QHI,3620,5A,IN,2,Ft. Wayne RC,32,5,G,491,48,177,716,1110
W9TH,NA,874,2A,IN,2,Sullivan Lake Hams,9,2,G,0,0,202,202,470
W9TLS,NA,75,1B1B,IN,5,NA,1,1,B,0,0,5,5,50
W9TMW,NA,166,1D,IL,2,NA,1,1,C,0,29,0,29,50
W9TS,NA,3770,1E,IL,5,NA,1,1,B,352,0,0,352,250
W9TTN,NA,1166,5A,WI,2,Watertown ARC UA,5,5,B,0,135,38,173,550
W9TY,NA,4756,2E,IL,2,Metro DX Club,6,2,G,1083,6,25,1114,350
W9UP,NA,1902,3A,WI,2,Riverland ARC,24,3,G,0,109,258,367,950
W9UUU,NA,3432,5A,IN,2,"Wabash Valley ARA, Inc",10,5,G,229,254,225,708,1050
W9VCF,NA,546,3A,IN,2,Madison Co. (IN) ARC,18,3,G,0,0,48,48,450
W9VCL,NA,402,1A,WI,2,Sheboygan Co. ARC,6,1,G,0,0,76,76,250
W9VMW,NA,1614,3F,IN,2,Cass Co. ARC,22,3,C,0,0,382,382,850
W9VRC,NA,2054,5A,WI,2,Vilas Co. ARC,5,5,G,0,138,426,564,650
W9VTD,NA,284,1D,IL,2,NA,1,1,C,0,0,117,117,50
W9WAP,NA,1596,3A,WI,2,Waupaca Co. ARES/RACES,14,3,G,0,66,96,162,1140
W9WCA,NA,1502,1A,WI,2,Wood Co. ARES/RACES,4,1,G,0,115,46,161,950
W9WLX,NA,2494,3A,WI,2,WD6BNY Team,3,3,B,74,369,86,529,550
W9WWI,NA,1572,3A,IN,2,Clark Co. ARA,25,3,G,0,93,225,318,750
W9XAN,NA,440,1B1B,WI,5,NA,1,1,B,0,0,18,18,350
W9XF,NA,1186,3A,IL,2,Kishwaukee ARC,10,3,G,129,4,102,235,450
W9XG (+K9JOZ),K9JOZ,6335,4F,IL,2,River Bend Wireless Operators Club,26,4,C,987,282,292,1561,675
W9XU,NA,1822,1B1,WI,2,NA,1,1,G,393,0,0,393,250
W9YES,NA,86,1D,IL,2,NA,1,1,C,0,9,0,9,50
W9YOY,NA,936,1C,IL,2,NA,1,1,G,0,148,97,245,150
W9YRC (+W9YK),W9YK,2437,3F,IL,2,York ARC,31,3,C,116,0,419,535,1135
W9YV,NA,526,1D,WI,2,NA,1,1,C,0,119,0,119,50
W9YZR,NA,238,1D,WI,2,NA,1,1,C,0,0,94,94,50
W9ZL (+N9AOT),N9AOT,1858,2A,WI,2,Fox Cities ARC,27,2,G,132,37,136,305,910
WA0AW,NA,70,1D,MO,2,NA,1,1,C,0,5,0,5,50
WA0BJR,NA,702,1D,MO,2,NA,1,1,C,163,0,0,163,50
WA0CIE,NA,186,1E,DE,2,Sussex ARA,1,1,B,0,0,18,18,150
WA0E,NA,602,1D,MO,2,Boonville ARC,1,1,C,84,54,0,138,50
WA0LIF,NA,782,1D,MN,2,Minnesota Wireless Assn.,1,1,C,104,79,0,183,50
WA0LIS,NA,386,1D,IL,2,NA,3,1,C,58,0,52,110,50
WA0LJM,NA,506,1B1C,GA,2,Sun City Peachtree ARG,1,1,C,0,114,0,114,50
WA0PFC,NA,142,1D,UT,2,NA,1,1,C,0,0,46,46,50
WA0SDO,NA,1716,5A,MO,2,Sedalia Pettis AR Klub,38,5,G,4,0,175,179,1350
WA0WHT,NA,270,1D,VA,2,Eastern Shore ARC,1,1,C,0,55,0,55,50
WA1FKP,NA,570,1D,AL,2,NA,1,1,C,10,115,0,125,70
WA1FMM,NA,1332,1D,CO,2,NA,1,1,C,272,0,97,369,50
WA1HEW,NA,1406,1D,EPA,2,Northeast MD AR Contest Soc.,1,1,C,339,0,0,339,50
WA1HRE,NA,546,1A,CT,2,KE1C Memorial RC,3,1,B,60,0,78,138,150
WA1JSE,NA,254,1D,EMA,2,Barnstable ARC,1,1,C,0,0,102,102,50
WA1KXV,NA,678,1D,SV,2,NA,1,1,C,0,157,0,157,50
WA1N,NA,258,1E,NH,2,Granite State ARA,1,1,G,9,0,26,35,170
WA1QZK (+KB1JMR),KB1JMR,1200,3AC,EMA,2,Town of Middleton RACES,8,3,C,0,57,26,83,920
WA1RIW,NA,230,1D,EMA,2,Whitman ARC,1,1,C,0,45,0,45,50
WA1USA (+KB1BCT),KB1BCT,5019,2F,RI,2,RICOMU,8,2,C,142,294,905,1341,1465
WA2AIC,NA,595,1E,VA,5,Eastern Shore ARC,1,1,B,0,24,1,25,350
WA2CP,NA,4124,2F,NLI,2,Camp Pouch ARA,2,2,C,313,14,1383,1710,50
WA2DFI (+W7BSA),W7BSA,2236,2A,AZ,2,Explorer Post 599,10,2,B,87,258,58,403,740
WA2IBZ,NA,1330,1D,SNJ,2,Gloucester Co ARC,1,1,C,0,320,0,320,50
WA2JLW,NA,730,1E,NC,5,OCRA-DFMA,1,1,B,58,0,0,58,150
WA2JQK,NA,1270,1D,ENY,2,Hudson Valley Contesters and DXers,1,1,C,160,0,240,400,150
WA2MCT,NA,182,1E,STX,2,NA,2,1,G,8,0,0,8,150
WA2NLL,NA,80,1D,NLI,2,NA,1,1,C,0,0,15,15,50
WA2NYY,NA,304,1D,ENY,2,NA,1,1,C,61,0,5,66,50
WA2OMT,NA,94,1D,VA,2,Lynchburg ARC,1,1,C,0,0,22,22,50
WA2PCN,NA,326,1E,CO,2,NA,1,1,B,49,20,0,69,50
WA2QYA,NA,730,1B1B,WNY,5,Lancaster ARC,1,1,B,0,48,0,48,250
WA2SEM,NA,262,1D,NNJ,2,Garden State ARA,1,1,C,0,53,0,53,50
WA2TMB,NA,202,1D,WNY,2,NA,1,1,C,0,38,0,38,50
WA2VIU,NA,162,1D,NLI,2,NA,1,1,C,28,0,0,28,50
WA2VJL,NA,474,1E,STX,2,NA,1,1,G,0,81,0,81,150
WA2VYA,NA,3114,1D,STX,2,South Jersey Radio Assn.,1,1,C,766,0,0,766,50
WA2WL,NA,634,1E,NNJ,2,West Essex ARC,1,1,B,0,121,0,121,150
WA2WMR,NA,1200,1B1B,VA,5,NA,1,1,B,105,0,0,105,150
WA2ZVQ,NA,896,1D,NLI,2,NA,1,1,C,224,0,0,224,0
WA3AAN,NA,870,1D,EPA,2,Frankford RC,1,1,C,158,47,0,205,50
WA3COM (+NY9H),NY9H,3697,4A,WPA,2,Washington Amateur Communications,19,4,G,10,139,518,667,2065
WA3EEC,NA,116,1D,WMA,2,Franklin Co. (MA) ARC,1,1,C,0,12,9,21,50
WA3FAE,NA,1038,2D,MDC,2,South Carroll ARG,2,2,C,222,0,0,222,150
WA3KCP,NA,350,1D,EPA,2,Cumberland ARC,1,1,C,75,0,0,75,50
WA3LVR,NA,912,1D,EPA,2,985 Repeater Grp.,1,1,C,215,0,1,216,50
WA3LXD,NA,666,1D,NFL,2,Silver Springs RC,1,1,C,22,88,38,148,150
WA3NAN,NA,784,3D,MDC,2,Goddard ARC,10,3,C,0,0,272,272,240
WA3PTV,NA,730,1D,WPA,2,Antietam Radio Assn.,1,1,C,0,170,0,170,50
WA3SRU,NA,220,1D,EPA,2,Warminster ARC,1,1,C,0,0,85,85,50
WA3TFS,NA,470,1E,WPA,5,NA,1,1,B,4,0,36,40,250
WA3TLT,NA,162,1D,WPA,2,NA,1,1,C,0,28,0,28,50
WA3TMR,NA,260,1B1,MDC,2,NA,1,1,B,25,0,5,30,150
WA4A,NA,155,1C,NC,5,NA,1,1,B,0,0,1,1,150
WA4AUG,NA,1506,1F,GA,2,Augusta Univ. ARC,2,1,C,339,0,0,339,150
WA4BPJ,NA,1604,1D,NC,2,Raleigh ARS,3,1,C,183,0,311,494,250
WA4BXC,NA,86,1D,TN,2,Half Wave Soc.,1,1,C,0,0,18,18,50
WA4FOM,NA,720,1E,NNJ,5,NA,1,1,B,34,0,6,40,350
WA4GUD,NA,586,1D,MDC,2,Columbia (MD) ARA,1,1,C,134,0,0,134,50
WA4HH,NA,2468,3A,VA,2,Heritage Hunt Hams,12,3,G,0,240,279,519,950
WA4HWN,NA,342,1D,AL,2,NA,1,1,C,0,73,0,73,50
WA4HWT,NA,260,1B1B,GA,5,NA,1,1,B,0,0,22,22,150
WA4LM,NA,1370,1E,VA,5,Eastern Shore ARC,1,1,B,0,112,0,112,250
WA4MAE,NA,566,1D,VA,2,NA,1,1,C,0,129,0,129,50
WA4MLD,NA,494,1E,MI,2,NA,1,1,G,86,0,0,86,150
WA4NKL,NA,2430,1B1B,GA,5,NA,1,1,B,208,0,0,208,350
WA4OFW,NA,606,1D,VA,2,NA,1,1,C,139,0,0,139,50
WA4PGM,NA,4920,1B1B,VA,5,Potomac Valley RC,1,1,B,467,0,0,467,250
WA4PSC,NA,1290,1D,NC,2,Orange Co. Radio Amateurs and Durham FM Assn,1,1,C,310,0,0,310,50
WA4TCJ,NA,258,1E,NC,2,South Wake ARC,1,1,G,0,0,54,54,150
WA4TRS,NA,1498,3A,NC,2,The Road Show ARC,9,3,G,6,256,0,262,450
WA4UF,NA,102,1D,NFL,2,NA,1,1,C,0,0,26,26,50
WA4USN,NA,3538,2A,SC,2,Charleston ARS,32,2,G,472,67,166,705,1050
WA4WZR,NA,620,1D,TN,2,NA,1,1,C,133,0,19,152,50
WA5AMM,NA,214,1D,SC,2,PODXS 070,1,1,C,0,41,0,41,50
WA5ARJ,NA,450,1B1B,AR,5,Shreveport ARA,1,1,B,20,0,0,20,250
WA5AU,NA,152,1E,STX,2,NA,1,1,B,21,0,9,30,50
WA5CAV,NA,690,1D,LA,2,Central Louisiana ARC,1,1,C,160,0,0,160,50
WA5JM (+W1FJC),NA,218,1B2,CO,2,NA,2,1,B,0,0,34,34,150
WA5JRS,NA,2358,3A,NTX,2,Mansfield-Johnson ARS,20,3,B,125,34,186,345,1350
WA5LFD,NA,88,1D,NTX,2,DFW Contest Grp.,1,1,C,4,0,11,15,50
WA5LXS,NA,480,1D,NTX,2,Metrocrest ARS,1,1,C,82,22,7,111,50
WA5RML,NA,526,1D,NTX,2,DFW Contest Grp.,1,1,C,119,0,0,119,50
WA5SNL,NA,1302,1D,STX,2,NA,1,1,C,313,0,0,313,50
WA6ARA,NA,2025,1B1B,SJV,5,NA,1,1,B,148,0,19,167,450
WA6DNR,NA,380,1E,SF,2,NA,1,1,S,0,29,7,36,250
WA6HOO,NA,154,1D,LAX,2,NA,1,1,C,0,0,52,52,50
WA6KYR,NA,346,1D,LAX,2,San Fernando Valley ARC,1,1,C,74,0,0,74,50
WA6LE,NA,1046,1E,LAX,2,SOTA LEOs,1,1,B,76,0,146,222,450
WA6M,NA,1190,1E,SF,5,Redwood Empire DX Assn.,1,1,B,104,0,0,104,150
WA6QG,NA,82,1D,EB,2,NA,1,1,C,0,0,16,16,50
WA6QGY,NA,82,1D,EB,2,NA,1,1,C,0,0,16,16,50
WA6RC,NA,1384,3A,LAX,2,Westside ARC,3,3,B,38,43,55,136,950
WA6RIE,NA,94,1D,SB,2,Conejo Valley ARC,1,1,C,0,0,22,22,50
WA6SCR,NA,396,2B1,ORG,2,NA,1,2,B,0,0,23,23,350
WA6TST (+K6B),K6B,4377,4A,ORG,2,Barstow ARC,7,4,G,0,469,748,1217,1005
WA6UIJ,NA,186,1D,ORG,2,San Gorgonio Pass ARC,1,1,C,9,0,0,9,150
WA6URY,NA,676,1D,LAX,2,NA,1,1,C,138,0,37,175,50
WA6WV,NA,216,1E,LAX,2,Edison Amateur Radio Network,1,1,B,0,20,43,63,50
WA7AI (+KJ7QBK),KJ7QBK,1367,4A,WWA,2,Anderson Island ARC,6,4,B,14,15,43,72,1165
WA7BNM,NA,1220,1E,LAX,5,Southern CA Contest Club,1,1,B,94,0,6,100,250
WA7DHQ,NA,326,1D,AZ,2,Hualapai A.R.C.,1,1,C,0,69,0,69,50
WA7DUH,NA,278,1E,EWA,2,NA,1,1,G,32,0,0,32,150
