CALL,GOTA Call,FINAL SCORE,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS,Checklog Y/N
W6EJJ,NA,225,1E,LAX,5,Pasadena RC/JPLARC/CITARC,1,1,B,0,0,15,15,150,NA
W6EK,KN6MJB,5968,4A,SV,2,Sierra Foothills ARC,26,4,G,591,294,419,1304,1590,NA
W6ELI,NA,170,1D,ORG,2,San Fernando Valley ARC,1,1,C,0,30,0,30,50,NA
W6EMR,NA,120,1D,SV,2,Sierra Foothills ARC,1,1,C,0,0,35,35,50,NA
W6EN,NA,700,4E,SB,5,Conejo Valley ARC,1,4,B,0,6,18,24,550,NA
W6ERE,NA,866,4A,SJV,2,Stanislaus  ARA,13,4,B,15,0,78,93,650,NA
W6GF,NA,60,1D,EB,2,NA,1,1,C,0,0,5,5,50,NA
W6GMT,NA,590,1E,MN,2,NA,1,1,B,75,35,0,110,150,NA
W6HA,KW6KIM,2658,3A,LAX,2,Hughes ARC,21,3,G,5,0,444,449,1750,NA
W6HAB,NA,102,1E,CO,2,Denver Radio Club,1,1,B,0,0,1,1,100,NA
W6HIP,NA,508,1B1,LAX,2,Palos Verdes ARC,1,1,G,0,0,24,24,460,NA
W6IA,NA,458,1D,SCV,2,West Valley ARA,1,1,C,44,33,0,77,150,NA
W6INO,NA,1030,1D,SCV,2,San Benito Co. ARA,1,1,C,0,220,0,220,150,NA
W6IVY,NA,282,1D,NFL,2,Silver Springs Radio Club,1,1,C,0,58,0,58,50,NA
W6JFL,NA,210,1D,MO,2,Hannibal ARC,1,1,C,0,0,30,30,150,NA
W6JPL,NA,256,1D,LAX,2,Pasadena RC/JPLARC/CITARC,1,1,C,11,0,81,92,50,NA
W6JTI,NA,6460,1E,SF,5,NA,1,1,B,611,0,0,611,350,NA
W6JU,NA,1764,3A,SB,2,ESTERO Radio Club,15,3,G,132,45,53,230,950,NA
W6JW,NA,410,2A,LAX,2,Santa Clarita ARC,10,2,G,0,0,30,30,350,NA
W6KA,NA,4095,2E,LAX,5,Pasadena RC/JPLARC/CITARC,2,2,B,326,0,97,423,350,NA
W6KB,NA,5630,3A,SF,2,Redwood Empire DX Assn./MARS,18,3,G,628,156,762,1546,970,NA
W6KCV,NA,370,1B1B,LAX,5,Palos Verdes ARC,1,1,B,0,0,4,4,350,NA
W6KGP,NA,800,1D,WY,2,NA,1,1,C,186,0,3,189,50,NA
W6KJ,NA,1136,4A,SV,2,Yuba-Sutter ARC,26,4,G,0,99,35,134,670,Y
W6KO,NA,410,2B2,SJV,2,Northern CA Contest Club,2,2,B,0,0,10,10,390,NA
W6KRK,NA,170,1B1,SCV,2,San Benito Co. ARA,1,1,B,0,0,10,10,150,NA
W6KSR,NA,450,1B1,LAX,2,NA,1,1,B,43,0,14,57,250,NA
W6LHR,NA,1804,3A,SV,2,Lincoln Hills ARG,3,3,B,64,97,45,206,1070,NA
W6LIE,NA,824,5A,SJV,2,Kern Co. Central Valley ARC,5,5,G,17,20,13,50,650,NA
W6LOR,NA,960,1B1B,SB,5,Pasadena RC/JPLARC/CITARC,1,1,B,17,0,68,85,450,NA
W6M,NA,1430,3A,ORG,2,Bishop ARC,15,3,G,13,55,204,272,750,NA
W6MAC,NA,1048,4A,SV,2,ARC of Anderson,10,4,B,0,0,49,49,950,NA
W6MES,NA,170,1E,LAX,2,Pasadena RC/JPLARC/CITARC,1,1,B,0,0,10,10,150,NA
W6ML,NA,2472,1D,SJV,2,Mammoth Lakes ARC,2,1,C,391,0,429,820,50,NA
W6MMM,KN6QCZ,844,4A,SF,2,Willits ARS,15,4,B,0,24,99,123,550,NA
W6MOU,NA,80,1D,SCV,2,San Mateo Radio Club,1,1,C,0,0,15,15,50,NA
W6MRR,NA,1422,1E,EB,2,NA,1,1,B,0,293,0,293,250,NA
W6MSB,NA,554,1D,SCV,2,Portola Valley ARC,1,1,C,0,126,0,126,50,NA
W6MSN,NA,142,1D,LAX,2,San Fernando Valley ARC,1,1,C,0,0,46,46,50,NA
W6MZ,NA,1060,1E,SDG,5,NA,1,1,B,71,0,0,71,350,NA
W6NMC,NA,1028,2F,EB,2,Coast Guard Island ARC,4,2,C,2,9,217,228,550,NA
W6PAP,NA,158,1E,SV,2,North Hills Radio Club,1,1,B,0,0,4,4,150,NA
W6PNH,NA,342,1C,SV,2,Yuba-Sutter ARC,2,1,B,0,19,8,27,250,NA
W6PRC,NA,806,3A,ORG,2,San Gorgonio Pass Amateur Club,24,3,B,5,0,18,23,750,NA
W6PW,NA,1426,4F,SF,2,San Francisco Radio Club,7,4,G,46,31,84,161,950,NA
W6R,KC6ERT,1822,2A,SB,2,Paso Robles ARC,32,2,G,41,23,118,182,1330,NA
W6RHC,N6FAV,1598,5AC,SV,2,GEARS,21,5,C,132,12,86,230,850,NA
W6RKC,NA,982,1E,SV,2,NA,1,1,G,208,0,0,208,150,NA
W6RKK,NA,70,1B1C,STX,2,Williamson Co. (TX) ARC,1,1,C,0,0,10,10,50,NA
W6RMC,NA,170,1D,SF,2,NA,1,1,C,27,0,6,33,50,NA
W6RO,NA,1886,3A,LAX,2,Associated Radio Amateurs of Long Beach,9,3,G,147,20,24,191,1170,NA
W6RQ,NA,218,1D,SCV,2,NA,1,1,C,0,17,0,17,150,NA
W6SAI,NA,722,1D,AL,2,Univ. of Alabama Radio Club,1,1,C,0,168,0,168,50,NA
W6SBA,NA,274,1A,LAX,2,South Bay ARC,8,1,B,0,0,12,12,250,NA
W6SCF,NA,2200,2A,SCV,2,SC4ARC,27,2,G,67,151,69,287,1190,NA
W6SD,NA,2354,4A,LAX,2,San Fernando Valley ARC,25,4,G,58,107,62,227,1570,NA
W6SFM,NA,1538,1A,SV,2,Samuel F Morse ARC,11,1,G,222,0,0,222,650,NA
W6SIY,NA,1265,1E,SJV,5,Zuni Loop MEF,1,1,B,101,0,1,102,250,NA
W6SJC,NA,1172,2A,SCV,2,San Jose ARES/RACES,15,2,G,102,9,39,150,650,NA
W6T,NA,820,4A,SV,2,W6T Special Event Tahoe Field Day,4,4,B,4,54,119,177,350,NA
W6TED,NA,2846,1B1,ORG,2,NA,1,1,G,524,0,0,524,750,NA
W6TJ,NA,1430,2A,ORG,2,Riverside Co. ARA,10,2,B,0,75,40,115,1050,NA
W6TRW,KI6LSJ,3692,5A,LAX,2,W6TRW ARC,10,5,G,157,306,195,658,1450,NA
W6UB,NA,1458,1D,TN,2,Smoky Mountain ARC,1,1,C,352,0,0,352,50,NA
W6UQ,K3AM,5500,3A,SCV,2,San Mateo Radio Club,26,3,G,359,329,699,1387,1350,NA
W6UUS,NA,678,2A,SDG,2,Convair-220 Club of San Diego,32,2,B,11,0,32,43,570,NA
W6VIO,NA,2138,1A,SJV,2,Pasadena RC/JPLARC/CITARC,3,1,B,0,0,694,694,750,NA
W6VJT,NA,246,1E,NM,2,Mesilla Valley Radio Club,1,1,B,3,21,0,24,150,NA
W6VOM,NA,826,4A,EB,2,Alameda Co. RACES,9,4,G,0,0,88,88,650,NA
W6VVR,NA,3376,14A,EB,2,Vaca Valley Radio Club,25,14,B,0,98,267,365,2450,NA
W6WKB,NA,74,1D,SCV,2,San Benito Co. ARA,1,1,C,0,5,2,7,50,NA
W6WPT,NA,1412,3A,SJV,2,West Point Fire CERT,3,3,B,0,181,19,200,650,NA
W6WU,NA,1698,2B2,MDC,2,NA,2,2,G,313,0,98,411,250,NA
W6YAR,NA,1590,2A,SV,2,YARS-MVRC/SAC ARC/Yolo Co. ARES/UCDARC,15,2,G,67,0,76,143,1170,NA
W6YOY,NA,362,1D,SCV,2,Paso Robles ARC,1,1,C,78,0,0,78,50,NA
W6YV,NA,462,2A,SB,2,Univ. of S. California ARC,3,2,B,0,0,56,56,350,NA
W6YX,K6SU,14068,4F,SCV,2,Stanford ARC,26,4,G,2012,531,1373,3916,1150,NA
W6ZE,W6NGO,14092,6A,ORG,2,Orange Co. (CA) ARC,50,6,G,1604,264,2465,4333,1690,NA
W6ZL,NA,102,1D,ORG,2,NA,1,1,C,13,0,0,13,50,NA
W6ZQ,NA,650,1D,AZ,2,Tortolita Radio Club,1,1,C,0,150,0,150,50,Y
W7AAU,NA,112,1E,OR,2,NA,1,1,G,2,0,2,4,100,NA
W7AIA,N7HR,4180,3A,WWA,2,Clark Co. (WA) ARC,87,3,G,355,0,545,900,1670,NA
W7AW,W7ACS,1782,2A,WWA,2,PSRG/WSARC/Seattle ACS,45,2,G,97,18,266,381,790,NA
W7BAR,NA,1996,4A,UT,2,Basin ARC,40,4,G,0,0,423,423,1150,Y
W7BI,NA,1220,3A,WWA,2,Issaquah ARC,6,3,B,6,30,63,99,950,NA
W7BID,NA,424,1B1,ID,2,Bonner Co. ARC,1,1,B,0,0,77,77,270,NA
W7BLR,NA,60,1D,WWA,2,NA,1,1,C,0,0,5,5,50,NA
W7BU,NA,958,4A,OR,2,Sunset Empire ARC,10,4,B,0,0,4,4,950,NA
W7C,NA,666,3AC,AZ,2,Hassayampa Amateur Radio Klub,13,3,C,25,0,8,33,550,NA
W7CAL,NA,68,1D,NV,2,NA,1,1,C,0,0,9,9,50,NA
W7CBC,NA,64,1D,WWA,2,NA,1,1,C,0,0,7,7,50,NA
W7CGA,NA,542,1C,UT,2,NA,1,1,B,73,0,0,73,250,NA
W7CXX,NA,6606,2D,UT,2,Collins Aerospace Radio Grp.,5,2,C,1288,0,602,1890,250,NA
W7DBE,NA,130,1D,NV,2,Sierra Nevada ARS,1,1,C,0,19,2,21,50,NA
W7DHH,NA,790,1E,UT,5,NA,1,1,B,64,0,0,64,150,NA
W7DK,NA,6220,5A,WWA,2,Radio Club of Tacoma,75,5,G,609,474,299,1382,1290,NA
W7DRC,NA,2248,3F,UT,2,Dixie ARC,32,3,C,42,154,357,553,750,NA
W7DRW,NA,278,1D,AZ,2,Kachina ARC,1,1,C,0,57,0,57,50,NA
W7DTV,NA,690,2AC,OR,2,Skyline Tower ARC,3,2,C,0,85,150,235,50,NA
W7DVB,NA,856,1A,EWA,2,Kittitas Co. Amateur Radio Comm. Svc.,3,1,B,0,0,3,3,850,NA
W7E,NA,480,2E,MT,2,NA,2,2,S,0,11,43,54,350,NA
W7EAT,W7EAT,1370,3A,WWA,2,South Pierce Co. ARES,3,3,S,0,4,202,206,950,NA
W7EI,NA,1192,1A,AZ,2,Verde Valley ARA,6,1,B,100,0,271,371,250,NA
W7EK,NA,2074,2AC,WWA,2,Cascade Radio Club,15,2,C,65,287,8,360,650,NA
W7EKB,NA,378,1E,ID,2,Palouse Hills ARC,1,1,G,57,0,0,57,150,NA
W7ETZ,NA,274,1B1,WWA,2,Issaquah ARC,1,1,B,0,0,12,12,250,NA
W7FD,NA,174,1D,NV,2,NA,1,1,C,9,0,44,53,50,NA
W7FEL,W7HRM,672,2A,WWA,2,Clallam Co. ARC,4,2,G,0,0,141,141,390,NA
W7FIX,NA,170,1D,NV,2,NA,1,1,C,0,30,0,30,50,NA
W7FLO,NA,1462,2A,OR,2,Central OR Coast ARC,15,2,G,6,92,10,108,1050,NA
W7FLY,NA,1294,2A,WWA,2,BEARONS,8,2,G,138,0,46,184,650,NA
W7GB,NA,1662,1E,EWA,2,Central WA ARC,1,1,B,328,0,0,328,350,NA
W7GDK,NA,740,1B2B,AZ,5,NA,2,1,B,0,49,0,49,250,NA
W7GF,NA,730,1E,OR,2,NA,1,1,B,145,0,0,145,150,NA
W7GRA,NA,3508,5A,OR,2,Grande Ronde Radio Amateurs Assn.,13,5,G,168,171,451,790,1250,NA
W7HAV,NA,1536,2A,MT,2,Hi-Line ARC,28,2,G,0,102,39,141,1050,NA
W7HEN,NA,556,5AC,NV,2,Henderson ARC,14,5,C,2,32,35,69,350,NA
W7HJ,NA,94,1D,VA,2,NA,1,1,C,11,0,0,11,50,NA
W7HRF,NA,654,1E,ID,2,NA,1,1,B,0,126,0,126,150,NA
W7ICS,NA,68,1D,OR,2,McMinnville ARC,1,1,C,0,0,9,9,50,NA
W7IO,NA,1256,2F,AZ,2,Arizona ARC,10,2,C,192,0,69,261,350,NA
W7IVM,NA,2194,7A,ID,2,Bridgerland ARC,63,7,G,0,138,146,284,1350,NA
W7JSD,NA,94,1D,AZ,2,Cochise ARA,1,1,C,0,11,0,11,50,NA
W7JZE,NA,244,1C,AZ,2,NA,1,1,G,0,0,47,47,150,NA
W7KLA,NA,134,1D,UT,2,Utah Valley ARC,1,1,C,0,0,42,42,50,NA
W7KME,NA,156,1E,WWA,2,NA,1,1,B,0,0,3,3,150,NA
W7KYG,NA,406,1E,NTX,2,Dallas ARC,1,1,B,0,0,68,68,270,NA
W7LG,NA,798,1E,WPA,2,NA,1,1,G,53,67,84,204,150,NA
W7LHT,NA,368,1D,OR,2,NA,1,1,C,0,12,135,147,50,NA
W7LKO,KM7SC,966,2A,NV,2,Elko ARC,20,2,B,92,10,4,106,550,NA
W7LRM,NA,232,1E,OR,2,NA,1,1,B,0,0,41,41,150,NA
W7LT,NA,3795,4AB,OR,5,Portland ARC,35,4,B,184,120,15,319,680,NA
W7MIN,NA,182,1D,AZ,2,Eastern AZ ARS,1,1,C,0,33,0,33,50,NA
W7MOT,NA,2326,2A,AZ,2,Motorola ARC of AZ,17,2,B,149,129,32,310,1150,NA
W7MRF,NA,628,1A,AZ,2,NXP ARC,4,1,B,32,0,75,107,350,NA
W7NYK,NA,778,2A,NV,2,Pahrump Amateur Radio Repeater Assn.,19,2,G,13,47,44,104,450,NA
W7OM,NA,2046,1D,WWA,2,Western WA DX Club,1,1,C,308,191,0,499,50,Y
W7ONY,NA,186,1D,OR,2,Pacific Northwest VHF Soc.,1,1,C,0,34,0,34,50,NA
W7OTV,NA,5288,4A,OR,2,Oregon Tualatin Valley ARC,53,4,G,403,370,523,1296,1150,NA
W7OWO,NA,674,1E,OR,2,McMinnville ARC,1,1,B,0,106,0,106,250,NA
W7PEB,NA,810,5A,OR,2,Umpqua Valley ARC,8,5,S,0,0,30,30,750,NA
W7PEZ,NA,818,2B2,EWA,2,NA,2,2,B,116,0,2,118,350,NA
W7PIG,K7UDG,6002,3A,WWA,2,Stanwood-Camano ARC,65,3,G,0,882,402,1284,1670,NA
W7PLC,NA,178,1E,WWA,2,Olympia ARS,1,1,B,0,0,14,14,150,NA
W7POE,NA,1230,1E,WWA,2,NA,1,1,B,220,0,0,220,350,NA
W7PRA,NA,1520,6A,OR,2,Peak Radio Assn.,7,6,G,58,6,207,271,850,NA
W7PX,NA,1044,1A,MT,2,Hellgate ARC,10,1,G,68,0,311,379,150,NA
W7RCH,NA,3188,1F,UT,2,Cottonwood Heights ARC,13,1,O,0,433,3,436,1450,NA
W7RDR,NA,82,1F,WWA,2,Pacific Co. EOC,1,1,C,0,0,16,16,50,NA
W7RET,NA,366,1B1,ID,2,NA,1,1,B,0,0,108,108,150,NA
W7RM,NA,1344,2D,OR,2,Willamette Valley DX Club,2,2,C,201,0,245,446,50,NA
W7SA,WN7BSA,802,4A,AZ,2,Catalina Radio Club and Radio Soc. of Tucson,13,4,B,0,0,26,26,750,NA
W7SCY,NA,96,1C,OR,2,High Desert ARG,2,1,O,0,0,23,23,50,NA
W7SDC,NA,750,1E,UT,5,NA,1,1,B,0,50,0,50,250,NA
W7SKA,NA,1228,3F,WWA,2,Skamania Co. ARES,5,3,C,14,61,39,114,850,NA
W7SLM,NA,52,1D,WWA,2,San Juan Co. ARS,1,1,C,0,0,1,1,50,NA
W7SP,NA,3298,3A,UT,2,Utah ARC,20,3,G,309,0,506,815,1050,NA
W7SU,NA,1204,2A,UT,2,Ogden ARC,50,2,G,94,0,189,283,450,NA
W7SUA,NA,454,1E,AZ,2,NA,1,1,B,0,51,0,51,250,NA
W7TA,W7XM,2864,7A,NV,2,Sierra Nevada ARS,47,7,G,29,203,243,475,1450,NA
W7TBC,NA,1882,3D,AZ,2,Thunderbird ARC,15,3,C,99,298,22,419,250,NA
W7TCT,NA,64,1B1,EWA,2,NA,1,1,B,0,0,7,7,50,NA
W7TD,NA,1298,2A,EWA,2,Apple City ARC,28,2,G,32,0,150,182,870,NA
W7TRA,NA,414,1D,AZ,2,Digital AZ Radio Consortium,1,1,C,0,91,0,91,50,NA
W7TST,NA,5855,2B2B,EWA,5,Western WA Contest Club,2,2,B,237,253,1,491,950,NA
W7TT,NA,1012,1A,EWA,2,Central WA ARC,14,1,G,140,0,51,191,350,NA
W7TUE,NA,264,1D,AZ,2,West Valley ARC,1,1,C,0,46,15,61,50,NA
W7UF,NA,1352,2A,AZ,2,Scottsdale ARC,3,2,B,0,212,77,289,350,NA
W7UT,NA,2062,1D,SD,2,Huron ARA,1,1,C,503,0,0,503,50,NA
W7UUU,NA,882,1E,WWA,2,Radio Club of Tacoma,1,1,G,182,0,2,184,150,NA
W7V,NA,608,3AC,AZ,2,West Valley ARC,12,3,C,6,0,67,73,450,NA
W7VD,NA,172,1D,NV,2,NA,1,1,C,23,0,15,38,50,NA
W7VMI,NA,682,3A,WWA,2,Vashon-Maury Islands Radio Club,12,3,G,0,17,132,149,350,NA
W7VNE,NA,3524,2A,MT,2,Anaconda  ARC,13,2,G,603,0,381,984,350,NA
W7VNJ,NA,810,3A,WY,2,Casper ARC,10,3,G,0,27,26,53,650,NA
W7VW,N2RSN,2850,5A,OR,2,Klamath Basin ARA,19,5,G,32,320,26,378,1390,NA
W7VXS,NA,198,1D,WWA,2,Boeing Employees ARS,1,1,C,0,37,0,37,50,NA
W7WA,NA,3350,1E,WWA,2,Western WA DX Club,1,1,G,800,0,0,800,150,NA
W7WIA,NA,362,1D,AZ,2,NA,1,1,C,0,78,0,78,50,NA
W7WIT,K6ZY,1822,2A,WWA,2,Whidbey Island Trailblazers,5,2,G,140,0,356,496,550,NA
W7WOW,NA,290,1D,NV,2,Bishop ARC,1,1,C,60,0,0,60,50,NA
W7XT,NA,1654,1A,MT,2,Big Sky Contesters,5,1,G,376,0,0,376,150,NA
W7YG,NA,454,1D,WCF,2,NA,1,1,C,0,101,0,101,50,NA
W7YRC,NA,1220,2F,AZ,2,Yavapai ARC,70,2,C,49,0,87,136,850,NA
W7YS,NA,2382,3A,AZ,2,Northern AZ DX Assn.,25,3,B,166,101,182,449,950,NA
W8AJT,NA,1450,2A,OH,2,Hamilton ARC,16,2,G,0,0,300,300,850,NA
W8AKR,NA,580,1B2,OH,2,NA,2,1,B,0,0,165,165,250,NA
W8AL,NX8J,2702,2A,OH,2,Canton ARC,19,2,G,294,0,268,562,990,NA
W8AN,NA,1686,1B1,OH,2,NA,1,1,G,345,14,0,359,250,NA
W8ATR,KD8SSJ,2082,4A,OH,2,All Things ARA,52,4,B,48,127,266,441,850,NA
W8AW,NA,80,1D,OK,2,NA,1,1,C,0,0,15,15,50,NA
W8AWE,NA,1870,1B2,MI,2,NA,2,1,G,405,0,0,405,250,NA
W8AZB,NA,418,1D,OH,2,NA,1,1,C,4,0,176,180,50,NA
W8BAP,NA,2558,4A,OH,2,Scioto Valley ARC,8,4,G,157,195,100,452,950,NA
W8BFX,NA,202,1D,WWA,2,NA,1,1,C,0,0,76,76,50,NA
W8BI,NA,56,1D,OH,2,Dayton ARA,1,1,C,0,0,3,3,50,NA
W8BM,NA,9366,6A,OH,2,Cuyahoga ARS,29,6,G,606,1030,446,2082,1930,NA
W8BXG,NA,1702,2AC,OH,2,Bearcat DX Club,10,2,C,0,4,708,712,270,NA
W8CCA,NA,2536,3A,OH,2,Coshocton Co. ARA,17,3,G,150,112,69,331,1350,NA
W8CCE,NA,1172,2F,MI,2,Charlevoix/Cheboyga/Emmet Co. Public Svc. Comm.,5,2,C,28,0,255,283,550,NA
W8CP,NA,164,1C,OH,2,NA,1,1,B,0,0,7,7,150,NA
W8CSO,W8SEV,1050,3A,MI,2,North Ottawa ARC,19,3,G,0,0,150,150,750,NA
W8CUL,NA,2626,5A,WV,2,WVU ARC/Monongalia Wireless Assn./Monongalia Co. RC,17,5,G,293,25,152,470,1050,NA
W8CWO,W8PAB,762,2A,OH,2,Steubenville-Weirton ARC,15,2,B,0,0,76,76,610,NA
W8D,NA,5666,2A,OH,2,NA,10,2,B,736,538,0,1274,570,NA
W8DC,NA,5552,3A,MI,2,Grand Rapids ARA,25,3,G,0,714,673,1387,1350,NA
W8DF,NA,2050,4A,MI,2,Southern MI ARS,34,4,G,0,125,250,375,1050,NA
W8DGN,NA,3448,4A,OH,2,Bellbrook ARC,58,4,G,220,47,465,732,1450,NA
W8DYY,NA,2998,2D,OH,2,Mound ARA,17,2,C,23,408,292,723,690,NA
W8EDU,NA,1434,2AC,OH,2,Case ARC of Case Western Reserve Univ.,33,2,C,53,0,331,384,560,NA
W8EHH,NA,1910,4A,NFL,2,Emerald Coast ARA,12,4,G,55,104,162,321,950,NA
W8EMD,NA,794,1D,NC,2,Franklin Co. (NC) ARC,1,1,C,0,161,0,161,150,NA
W8EWH,NA,590,1D,MI,2,NA,1,1,C,135,0,0,135,50,NA
W8FFF,NA,326,1E,MI,2,South Lyon Area ARC,1,1,B,0,0,88,88,150,NA
W8FNG,NA,216,1D,OH,2,NA,1,1,C,0,0,83,83,50,NA
W8FSM,NA,2386,1E,MI,2,NA,1,1,B,89,420,0,509,350,NA
W8FT,W8ADA,3184,3A,OH,2,Findlay Radio Club,12,3,G,290,36,555,881,770,NA
W8FWY,NA,518,1B1,OH,2,NA,1,1,B,67,0,0,67,250,NA
W8FY,NA,4334,4F,OH,2,Van Wert ARC,10,4,G,0,410,872,1282,950,NA
W8GC,NA,1434,1D,OH,2,Cuyahoga ARS,1,1,C,0,321,0,321,150,NA
W8GG,NA,874,1B2,ND,2,Magic City Mulders,2,1,G,163,0,36,199,150,NA
W8GJX,NA,532,1F,MI,2,W MI Repeater Assn.,10,1,G,59,0,23,82,250,NA
W8GK,NA,3298,4A,WV,2,Kanawha ARC,23,4,G,236,0,502,738,1350,NA
W8GO,NA,2084,3A,OH,2,Clinton Co. ARA,11,3,B,106,150,55,311,950,NA
W8GSR,NA,416,1E,OH,2,NA,1,1,B,1,0,31,32,350,NA
W8HHF,NA,3180,5A,OH,2,Toledo Mobile Radio Assn.,31,5,G,0,339,317,656,1190,NA
W8HN,NA,6978,5A,OH,2,Medina Co. ARC,26,5,G,618,318,992,1928,1250,NA
W8HP,W8JXU,5460,4A,MI,2,Hazel Park ARC,40,4,G,653,181,357,1191,1410,NA
W8ID,NA,4138,7A,OH,2,Seneca Radio Club,42,7,G,315,76,312,703,1950,NA
W8IDT,NA,458,1A,MI,2,NA,3,1,G,52,0,50,102,150,NA
W8IQ,NA,1124,1D,OH,2,NA,1,1,C,280,0,2,282,0,NA
W8ISH,NA,698,3A,IN,2,Mid State ARC,3,3,B,0,37,0,37,550,NA
W8JJ,NA,806,2B2,MI,2,NA,2,2,G,122,0,34,156,250,NA
W8JRH,NA,294,1E,MI,2,Barry ARA,1,1,B,0,0,72,72,150,NA
W8JXN,NA,810,2A,MI,2,Cascades ARS,14,2,G,21,1,186,208,350,NA
W8KO,NA,2250,1B1B,TN,5,Smoky Mountain ARC,1,1,B,200,0,0,200,250,NA
W8LAP,NA,2802,4A,MI,2,Lapeer Co. ARA,14,4,G,360,73,110,543,850,NA
W8LKY,NA,2550,3A,OH,2,Alliance ARC,40,3,G,215,120,230,565,750,NA
W8LT,NA,890,2A,OH,2,The Amateur Radio and RF Club at The Ohio State Univ.,7,2,G,61,0,148,209,350,Y
W8LYO,NA,274,1D,OH,2,NOARS-LCARA,1,1,C,0,0,112,112,50,NA
W8MAA,WX8MOJ,3640,3A,MI,2,Central MI ARC,51,3,G,321,267,159,747,970,NA
W8MAI,W8KIT,2800,2A,MI,2,Blossomland ARA,25,2,G,274,153,41,468,1010,NA
W8MCW,NA,1952,1B1,MI,2,Monroe Co. Radio Comm. Assn.,1,1,G,0,325,1,326,650,NA
W8MDC,NA,68,1D,OH,2,Delaware ARA,1,1,C,0,0,9,9,50,NA
W8MHV,NA,3124,1A,OH,2,Athens Co. ARA,15,1,G,327,25,123,475,1470,NA
W8MRM,NA,0,1A,MI,1,Motor City Radio Club,24,1,G,188,0,302,490,0,Y
W8NNC,NA,1250,1E,OH,5,NOARS-LCARA,1,1,B,110,0,0,110,150,NA
W8NOR,NA,702,1D,AZ,2,NA,1,1,C,163,0,0,163,50,NA
W8NP,KC8WVH,3716,2A,OH,2,Massillon ARC,39,2,G,514,0,295,809,1070,NA
W8PAR,NA,2258,3A,WV,2,Parkersburg Amateur Radio Klub,25,3,G,169,129,88,386,890,NA
W8PCA,NA,720,2F,WV,2,Preston Co. ARC,7,2,C,13,0,109,122,450,NA
W8PI,W8DWL,5136,2A,MI,2,Monroe Co. Radio Comm. Assn.,18,2,G,504,0,725,1229,1670,NA
W8PIF,NA,1192,2A,MI,2,Marinette and Menominee ARC,20,2,G,0,0,471,471,250,NA
W8QLY,NA,4306,8A,OH,2,Mahoning Valley ARA,25,8,G,273,23,466,762,2190,NA
W8RJC,NA,870,1E,MI,2,North Ottawa ARC,1,1,B,0,180,0,180,150,NA
W8RJD,NA,192,1D,MI,2,Utica Shelby EmComm Assn.,1,1,C,0,0,21,21,150,NA
W8RP,W8PGW,6870,3A,MI,2,Arrow Comm. Assn.,25,3,G,1172,0,346,1518,1490,NA
W8RU,NA,672,2B2,MI,2,NA,2,2,B,69,1,21,91,350,NA
W8SP,NA,5198,3A,WV,2,Mountaineer ARA,24,3,G,780,186,232,1198,870,NA
W8TCM,NA,3630,5A,MI,2,Cherryland ARC,30,5,G,332,240,146,718,1050,NA
W8TEK,NA,415,1B1B,MI,5,NA,1,1,B,0,0,13,13,350,NA
W8TGB,NA,156,1E,MI,2,NA,1,1,B,0,0,3,3,150,NA
W8TK,NA,8334,2E,AZ,2,Tortolita Radio Club,7,2,G,1987,9,0,1996,350,NA
W8TNO,KD8TXZ,7520,3A,MI,2,Oakland Co. ARS,15,3,G,946,292,539,1777,1490,NA
W8TOM,NA,362,1D,MI,2,NA,1,1,C,65,0,26,91,50,NA
W8TRG,NA,84,1D,OH,2,NA,1,1,C,0,0,17,17,50,NA
W8UCO,N8IG,3706,3F,OH,2,Union Co. ARC,33,3,G,302,68,518,888,1190,NA
W8UE,NA,4420,1E,MI,5,NA,1,1,B,427,0,0,427,150,NA
W8UM,W8AXZ,1068,2A,MI,2,Univ. of Michigan ARC,4,2,G,0,0,199,199,670,NA
W8UMD,NA,398,1A,OH,2,Treaty City ARA,5,1,B,0,0,24,24,350,NA
W8VA,NA,1878,3F,WV,2,Tri-State ARA,38,3,G,181,0,102,283,950,NA
W8VP,NA,1782,2A,OH,2,Cambridge ARA,18,2,G,44,25,123,192,1260,NA
W8VPV,KA8BSA,8978,5A,OH,2,Cuyahoga Falls ARC,44,5,G,762,274,1522,2558,1790,NA
W8VTD,NA,5958,4A,OH,2,Warren ARA,30,4,G,25,664,1026,1715,1150,NA
W8VVL,NA,1342,3F,OH,2,Queen City Em. Net,17,3,C,90,81,254,425,150,NA
W8VY,K8KZO,2510,4A,MI,2,Kalamazoo ARC,32,4,G,0,363,154,517,750,NA
W8WKY,NA,2476,6A,OH,2,Silvercreek ARA,31,6,G,88,155,147,390,1210,NA
W8WOT,NA,484,1B1,MO,2,NA,1,1,B,0,0,17,17,450,NA
W8WRC,NA,1254,6A,OH,2,Western Reserve ARC,23,6,G,0,0,52,52,1150,NA
W8WRK,NA,3506,3A,OH,2,Butler Co. (OH) ARA,18,3,G,30,468,332,830,850,NA
W8WSE,NA,192,1E,OH,2,NA,1,1,B,0,0,21,21,150,NA
W8WWP,NA,422,1B1,MI,2,L'Anse Creuse ARC,1,1,G,0,0,136,136,150,NA
